50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.974341,,,,,,,,,,,,,,8230d658-1013-4578-a6c0-cb0e9c70bee6,16,,"[45.7, 72.6]",69314,0,,,,,-1.7877972,,Right Foot,,,,"[40.1, 47.2]",,Ground Pass,,26.009998,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['335e7115-46b6-4aae-90dd-42829fcc9255'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.066,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.349028,,,,,,,,,,,,,,7f1e2096-5b08-49b9-afe2-cd9d15b244ee,19,,"[40.1, 47.2]",69314,0,,,,,-1.3169347,,Right Foot,,,,"[49.7, 10.2]",,Ground Pass,,38.225124,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['591948ab-cd45-4ba7-adaa-7f0705a6a6d8'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.353,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.919298,,,,,,,,,,,,,,58b9e45d-6425-4adc-ac4b-cb39615ed042,23,,"[70.4, 17.6]",69314,0,,,,,-0.45893067,,Left Foot,,,,"[78.9, 13.4]",,Low Pass,,9.481033,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,"['8ce5cfcb-49ed-4622-94e8-d3878253eecd', 'b42c10bc-31df-4163-93ab-d34a103df8a4']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.103,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.380472,,,,,,,,,,,,,,5cf2c93e-17ab-4720-86bb-b47a596a54b9,26,,"[80.1, 12.8]",69314,0,,,,,-0.67567116,,Right Foot,,,,"[93.2, 2.3]",,Ground Pass,,16.788687,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Right Center Midfield,2,Barcelona,217,['2e427814-36eb-47fc-9551-4cf35ab0310e'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.923,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.1609,,,,,,,,,,,,,,14df99c3-3f19-4e32-8dfa-4eed752795b3,30,,"[111.0, 6.9]",69314,0,,,,,1.4337301,,Left Foot,,,,"[111.4, 9.8]",,Ground Pass,,2.9274561,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Midfield,2,Barcelona,217,"['9ebfb67a-1839-4587-bf7d-a083be5da9dd', 'eb89ffcb-c11d-4fb2-aee8-f942b01226d8']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.267,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.443493,,,,,,,,,,,,,,0e1048a6-ba06-4b41-9b4c-12625ab75056,33,,"[108.1, 1.0]",69314,0,,,,,2.274253,,,,,,"[98.6, 12.2]",,Low Pass,,14.686388,,,Thiago Alcântara do Nascimento,5208.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,['4a86255c-745b-4c24-a7c2-c8fb792c960a'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.566,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.229565,,,,,,,,,,,,,,2b6fd4fe-37f1-439c-83bc-32315ec34c6b,36,,"[98.6, 12.2]",69314,0,,,,,3.113029,,Right Foot,,,,"[84.6, 12.6]",,Ground Pass,,14.005713,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,3,Barcelona,217,['e9cb7707-4aff-4fa6-8096-02efb5e51b58'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.141,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.0669,,,,,,,,,,,,,,230e2b00-f4b4-46e4-ad6f-21bb4540dc23,39,,"[86.4, 17.6]",69314,0,,,,,1.883468,,Right Foot,,,,"[78.9, 40.8]",,Ground Pass,,24.382166,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,3,Barcelona,217,['5f97297e-bab1-45bf-a194-fb6b97641745'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.561,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.97563,,,,,,,,,,,,,,4d60c607-356f-4fc7-b1a4-23be4ff85dd8,42,,"[78.1, 42.9]",69314,0,,,,,-1.0185779,,Right Foot,,,,"[84.2, 33.0]",,Ground Pass,,11.628413,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['841d70ed-aa1e-414f-9eb4-485b4421162c'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.708,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.202485,,,,,,,,,,,,,,cd972ba6-d698-4ae1-beef-c8c468d46a09,45,,"[84.6, 38.7]",69314,0,,,,,2.146221,,Left Foot,,,,"[77.4, 49.8]",,Ground Pass,,13.230646,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,3,Barcelona,217,['8c788ad0-87df-4dc4-a303-8e7ce8d0c1a1'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.894,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.802914,,,,,,,,,,,,,,fefe82b8-af6a-468c-af55-2d8577aeff76,49,,"[76.1, 50.7]",69314,0,,,,,-0.73837405,,Right Foot,,,,"[85.0, 42.6]",,Ground Pass,,12.034118,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['91333baf-81a6-4913-a70a-d1e8175eb58c', 'a78e9166-4105-489a-9210-02366570abfe']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.335,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.161368,,,,,,,,,,,,,,f2b20e11-950d-45c2-a1d9-ab4ada72544d,52,,"[84.2, 43.7]",69314,0,,,,,1.4611461,,Left Foot,,,,"[85.4, 54.6]",,Ground Pass,,10.965857,,,David Villa Sánchez,12737.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,3,Barcelona,217,['fb694635-bbaf-42e2-9964-fc69beab4c33'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.418,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.30606,,,,,,,,,,,,,,885c9edb-f304-48e1-b543-2221d709c397,55,,"[87.9, 57.0]",69314,0,,,,,0.7952988,,Right Foot,,,,"[102.9, 72.3]",,Ground Pass,,21.426386,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Center Forward,3,Barcelona,217,['e7cd4151-4618-4fdc-bdc8-f07481bb7e74'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.806,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.991301,,,,,,,,,,,,,,317d38d9-f72d-4f23-a522-9549fc261539,58,,"[99.1, 72.6]",69314,0,,,,,-2.2600453,,Right Foot,,,,"[90.2, 61.8]",,Ground Pass,,13.994642,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Midfield,3,Barcelona,217,['83675316-5363-406b-9743-f87617f346aa'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.056,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.143768,,,,,,,,,,,,,,2908be85-3aa2-4879-9316-b2a754c62e4f,62,,"[94.1, 61.2]",69314,0,,,,,1.221403,,Right Foot,,,,"[98.8, 74.1]",,Ground Pass,,13.72953,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,3,Barcelona,217,['c0618b58-1d94-4c6a-b0f8-c632bd05e1c5'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.463,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.9419,,,,,,,,,,,,,,ec950362-3fdc-4cfc-8d3c-c64201b92501,66,,"[112.0, 70.2]",69314,0,,,,,-1.4479127,,Right Foot,True,,,"[115.1, 45.1]",,High Pass,,25.29071,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Midfield,3,Barcelona,217,"['4a52bb13-bcc6-4736-9b7e-45c6ca8d1e1a', '58001def-f8de-4e67-beba-f003d8ad0e6c']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.458,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.276551,,,,,,,,,,,,,,dd0eaae8-80bf-4692-b6d3-78abf4795a19,69,,"[120.0, 80.0]",69314,1,,,,,-1.9431145,5ff95713-4bdf-4361-93f3-7958f296ea3a,Right Foot,,,,"[106.8, 46.2]",,Low Pass,True,36.286087,,,Seydou Kéita,20169.0,True,,Inswinging,,Corner,1,From Corner,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Barcelona,217,['4fe4428a-209b-48a9-92ce-e38e48e318a3'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.445,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.2326,,,,,,,,,,,,,,a567226f-ee39-4220-8a42-fea0f9b18cc6,73,,"[19.9, 68.0]",69314,1,,,,,0.09945843,,Right Foot,,,,"[67.0, 72.7]",,High Pass,,47.33392,Incomplete,,Emilio Nsue López,13581.0,,,,,,1,From Keeper,Dudú Aouate,26146.0,Goalkeeper,6,Mallorca,1043,"['3f05ad2d-404d-4b65-8ea0-2d049a6ed8a8', '423f49ce-e409-4a22-bf9a-1c2390d86ad0']",41,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:41.980,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.283804,,,,,,,,,,,,,,ddc1a528-3f81-41c7-b28a-a15c8d56494f,78,,"[73.8, 62.2]",69314,1,,,,,-1.7048196,,Right Foot,,,,"[70.2, 35.5]",,Ground Pass,,26.941603,,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,1,From Keeper,Álvaro Giménez Candela,24053.0,Center Forward,7,Mallorca,1043,['d354f665-879d-4b05-b789-51ed12e32428'],48,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:48.263,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.45004,,,,,,,,,,,,,,8938dc20-f320-4098-bb47-a0b9088681a6,87,,"[54.7, 41.6]",69314,1,,,,,-1.6585702,,Right Foot,,,,"[53.6, 29.1]",,Ground Pass,,12.548306,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,8,Barcelona,217,['83c49b27-f561-47a7-a573-509cd2c9d195'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.935,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.026589,,,,,,,,,,,,,,7cbf7221-c587-4db7-97f7-cc28eb92f0cf,90,,"[53.6, 29.1]",69314,1,,,,,-1.2986504,,Left Foot,,,,"[57.2, 16.2]",,Ground Pass,,13.392908,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,8,Barcelona,217,['16f1d76b-8836-463f-a4df-01c3cce25ef5'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.545,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.216332,,,,,,,,,,,,,,fa0a5bb3-e349-4a8b-b7f6-162430c9c81b,93,,"[61.1, 16.7]",69314,1,,,,,-3.1196182,,Left Foot,,,,"[42.9, 16.3]",,Ground Pass,,18.204395,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Midfield,8,Barcelona,217,['282f622a-f167-4a67-9c21-35a5b733cdd9'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.833,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.2363,,,,,,,,,,,,,,9a7f0d17-4c0c-4e14-b544-4f03039ec161,96,,"[43.3, 19.5]",69314,1,,,,,1.4241768,,Left Foot,,,,"[50.3, 66.9]",,Low Pass,,47.91409,,,Daniel Alves da Silva,4324.0,,True,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,8,Barcelona,217,['86a4e5a9-0de0-4d04-b9cf-8581df53b946'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.315,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.090176,,,,,,,,,,,,,,18d2763d-d0a5-414e-a332-dcd01b14186c,99,,"[79.9, 68.7]",69314,2,,,,,-2.6521206,,Right Foot,,,,"[69.2, 63.0]",,Ground Pass,,12.12353,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['29bbfc29-ae24-4458-8493-494464c6fcaf'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.284,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.322027,,,,,,,,,,,,,,92edcae1-dc77-470f-a316-0642f452e959,102,,"[71.0, 64.3]",69314,2,,,,,-2.4075089,,Right Foot,,,,"[53.6, 48.6]",,Ground Pass,,23.436083,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,8,Barcelona,217,['1de9237c-3c35-407e-a724-2c99852bc5e4'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.011,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.37182,,,,,,,,,,,,,,6487f17d-10ce-4e29-910c-6940d9eda169,105,,"[54.6, 48.0]",69314,2,,,,,-1.2234104,,Right Foot,,,,"[63.0, 24.8]",,Ground Pass,,24.673872,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,8,Barcelona,217,['db60825b-e980-4506-9df8-a013873bd825'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.894,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.564359,,,,,,,,,,,,,,27633616-8425-4b6a-b065-333315a67f3d,108,,"[70.7, 27.0]",69314,2,,,,,0.8140397,,Left Foot,,,,"[106.3, 64.7]",,High Pass,,51.852192,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,8,Barcelona,217,['a9681ced-6892-41bf-9041-a78d070b0b9b'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.219,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.9182,,,,,,,,,,,,,,48b59d42-ff1c-4216-8ef6-c657ad8f1fa3,115,,"[5.5, 6.3]",69314,2,,,,,0.8100237,,Left Foot,,,,"[15.4, 16.7]",,Ground Pass,,14.358621,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Back,8,Barcelona,217,['cb1fa8bd-ca8f-428c-b4e3-c6918d1c77c9'],23,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:23.856,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.089401,,,,,,,,,,,,,,d445d4fb-7636-49ec-874c-881bd5467fb6,119,,"[15.1, 5.6]",69314,2,,,,,-0.23554498,,Left Foot,,,,"[17.6, 5.0]",,Low Pass,,2.570992,Incomplete,,,,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,8,Barcelona,217,['52e25477-7fc7-4dac-ab23-5539399622fe'],27,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:27.107,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3906,,,,,,,,,,,,,,8d76c3b8-6dee-4a06-a75e-fa7b9a911aff,121,,"[26.5, 1.0]",69314,2,,,,,0.63438284,,,,,,"[42.4, 12.7]",,High Pass,,19.74082,,,Jose Luis Martí Soler,25948.0,,,,,Throw-in,1,From Throw In,Pedro Bigas Rigo,7907.0,Left Back,9,Mallorca,1043,['66bdc05e-2242-499e-a5f6-f7d804600c4f'],46,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:46.057,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,4.158055,,,,,,,,,,,,,,78971b24-3a12-4c6a-9e79-834bad4764e9,123,,"[40.7, 11.7]",69314,2,,,,,0.15533194,,Head,,,,"[77.1, 17.4]",,High Pass,,36.84359,Incomplete,,,,,,,,,1,From Throw In,Jose Luis Martí Soler,25948.0,Left Defensive Midfield,9,Mallorca,1043,['1443ac6e-f298-4efe-aeaf-f83d8c1ea9d1'],47,,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:47.488,Pass,,2011/2012
