bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,"[84.9, 64.6]",,,,,,,,,,1.962848,,,,,,,,,,,,d860a01c-8202-443f-b4b3-fadc70af0365,1505,,"[62.8, 79.7]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,60,Barcelona,217,"['1f3e0eb8-14f3-4656-baee-332415afb42c', '74f67425-278d-4a2b-ad25-4947fa491b9c']",1,,,,,,,,,,,,,,,Barcelona,217,00:32:01.624,Carry,,2020/2021
,,,,"[78.8, 57.6]",,,,,,,,,,0.108127,,,,,,,,,,,,8af74b96-388c-4198-a640-a4f6b692941e,1509,,"[79.8, 58.1]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,60,Barcelona,217,"['6c3e14d9-de58-4203-8d01-1a6aed1412f9', '7bdc3e7c-8837-4af9-9dac-ccd1897092d0']",4,,,,,,,,,,,,,,,Barcelona,217,00:32:04.640,Carry,,2020/2021
,,,,"[43.1, 74.0]",,,,,,,,,,0.873784,,,,,,,,,,,,661f096a-e000-4f22-a6c9-ed3ceab66034,1521,,"[44.5, 56.2]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,60,Barcelona,217,"['033c093d-ad11-4740-aca9-55437ff9d338', '146a6327-f945-46ed-bbb1-94668a22c3ff']",13,,,,,,,,,,,,,,,Barcelona,217,00:32:13.341,Carry,,2020/2021
,,,,"[62.1, 73.7]",,,,,,,,,,1.694141,,,,,,,,,,,,fb12304a-3dc3-468a-9258-7e5b694489a6,1526,,"[61.8, 73.5]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Wing,60,Barcelona,217,"['002c279e-1103-4bae-9267-536901321e1b', '1e5ccda2-dbd2-496b-a137-ac83acc1c6b9', '35d8a5c1-19c7-4562-8e96-9f1480f4e0b4', '8339f5cb-3758-437f-89b0-597ccad1ae74']",15,,,,,,,,,,,,,,,Barcelona,217,00:32:15.756,Carry,True,2020/2021
,,,,"[68.9, 57.2]",,,,,,,,,,0.34365,,,,,,,,,,,,570e8824-73c0-4b2e-a0b4-f92ad56906b1,1532,,"[69.4, 57.3]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,61,Barcelona,217,"['256fcb20-ab61-47bc-8622-ccc265f928f1', '49900226-7fa9-486f-b3dd-31084d6f9bf2', 'e262b282-f546-4f02-a1bc-f27de2a19054']",20,,,,,,,,,,,,,,,Barcelona,217,00:32:20.202,Carry,True,2020/2021
,,,,"[85.1, 57.3]",,,,,,,,,,0.778938,,,,,,,,,,,,aa0ab72f-a162-4145-a179-e43e30bce5e5,1539,,"[84.9, 57.6]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,62,Barcelona,217,"['0fed7040-9826-4929-8dc1-8e3aab994f4d', '25665cad-4e1b-487d-88e6-325854c042ea', 'fdddfd5e-d9bb-483c-b7da-8320e3545b94']",41,,,,,,,,,,,,,,,Barcelona,217,00:32:41.343,Carry,True,2020/2021
,,,,"[86.4, 33.5]",,,,,,,,,,1.377346,,,,,,,,,,,,e227bb4c-0d7a-402a-94eb-e0bda7073e7d,1543,,"[84.3, 34.0]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,62,Barcelona,217,"['365cb70b-5b55-4d09-94ee-2e0ae67673d2', '5d32492e-4863-4c4c-97e3-ae23d24cb578', '8756c281-8086-45c5-97d9-7668c1ce4cc5']",43,,,,,,,,,,,,,,,Barcelona,217,00:32:43.390,Carry,True,2020/2021
,,,,"[93.5, 17.7]",,,,,,,,,,1.083857,,,,,,,,,,,,91d82ca8-e8ef-4279-b84a-d8c5a862aada,1547,,"[92.1, 28.0]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,62,Barcelona,217,"['67bc9df5-0ee7-44c2-8492-fc2ea759712d', 'fc7a0bf7-c876-4a79-8023-c88ed0285d28']",45,,,,,,,,,,,,,,,Barcelona,217,00:32:45.506,Carry,,2020/2021
,,,,"[101.0, 15.1]",,,,,,,,,,0.705469,,,,,,,,,,,,6c6b59e8-5c28-4def-a86f-fc03f2f70389,1550,,"[99.6, 14.3]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Anssumane Fati,30756.0,Left Wing,62,Barcelona,217,"['a3ed4ca5-853a-46fc-b574-3485de56d2f6', 'ffc63a39-2990-41ce-a208-5f70b1176ab0']",47,,,,,,,,,,,,,,,Barcelona,217,00:32:47.469,Carry,,2020/2021
,,,,"[6.5, 77.9]",,,,,,,,,,3.392769,,,,,,,,,,,,e5cc12ff-3fbd-4792-ad8b-e3bef4bdceee,1553,,"[18.3, 63.6]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Wing Back,62,Barcelona,217,"['6b199dda-ce0c-45e7-b46a-4ecca567ce60', 'a79d8250-93b6-4b97-95b3-b95ed9d78b51', 'b2d45407-c949-4f07-8233-c072108773ca']",48,,,,,,,,,,,,,,,Celta Vigo,209,00:32:48.638,Carry,True,2020/2021
,,,,"[82.7, 4.4]",,,,,,,,,,1.4574,,,,,,,,,,,,5c6a1795-9e57-4bad-9dcb-bea5db3ba768,1560,,"[89.3, 4.5]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,62,Barcelona,217,"['bc466046-a7bc-4a53-8079-142e0e977241', 'dd59ee5a-49a8-4864-b376-6f464b6faab8', 'e2edc60b-b701-40a0-b0ba-e6c09d87b95f']",55,,,,,,,,,,,,,,,Barcelona,217,00:32:55.418,Carry,True,2020/2021
,,,,"[47.0, 38.2]",,,,,,,,,,1.124933,,,,,,,,,,,,5aaf0099-6f3d-48a3-8d6d-fdd57ec6591e,1563,,"[49.4, 32.7]",3773466,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,62,Barcelona,217,"['8af4f340-5890-4caa-9cd6-2f0dc3e2aa35', 'cf869e56-cde1-41ea-9b6a-130541de2905']",59,,,,,,,,,,,,,,,Barcelona,217,00:32:59.872,Carry,,2020/2021
,,,,"[51.1, 58.0]",,,,,,,,,,1.160076,,,,,,,,,,,,4db24fe9-1cbd-4425-a1ac-7bfc14867172,1566,,"[50.8, 58.0]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,62,Barcelona,217,"['057d3ce1-4976-461c-b802-bf6c57255e46', '42481d04-0f7d-4741-a6e9-783be295da2f']",3,,,,,,,,,,,,,,,Barcelona,217,00:33:03.874,Carry,,2020/2021
,,,,"[62.0, 74.8]",,,,,,,,,,0.500867,,,,,,,,,,,,29f2e104-e148-400f-81b3-533148aa5f35,1569,,"[62.9, 73.4]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Right Wing,62,Barcelona,217,"['3b4c51da-f226-46d2-85d5-5962bcea046b', '45b66261-33a2-4389-a893-880061d7abea', '93a98209-2150-4be5-8cb5-4be3a601bb26']",6,,,,,,,,,,,,,,,Barcelona,217,00:33:06.312,Carry,True,2020/2021
,,,,"[34.9, 71.5]",,,,,,,,,,0.048344,,,,,,,,,,,,4297c888-ed08-42b6-8d6d-865f8065a499,1573,,"[37.2, 72.7]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,62,Barcelona,217,"['95c908fa-881a-46c5-88b7-28f1d2fcc46b', 'fb0c091d-0eda-44d2-8bfa-83c659d37d53']",9,,,,,,,,,,,,,,,Barcelona,217,00:33:09.248,Carry,,2020/2021
,,,,"[20.7, 57.0]",,,,,,,,,,0.717686,,,,,,,,,,,,74a1d13a-b53e-4de1-ac2a-2e8106820271,1576,,"[24.5, 59.5]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,62,Barcelona,217,"['0ffc8be6-0d0d-46cc-83f4-96e8a86ce73c', 'f304a28e-ef0e-4efb-9a9c-cf514a820ad3']",11,,,,,,,,,,,,,,,Barcelona,217,00:33:11.090,Carry,,2020/2021
,,,,"[6.0, 43.4]",,,,,,,,,,0.16,,,,,,,,,,,,a14f2832-d783-4178-924e-024a3c0088ed,1579,,"[6.0, 43.6]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Norberto Murara Neto,6590.0,Goalkeeper,62,Barcelona,217,"['10907e13-4ca3-46b5-a987-d10a8c4f7dbe', 'd35078a3-f070-42ad-986f-410260eb7c93']",13,,,,,,,,,,,,,,,Barcelona,217,00:33:13.792,Carry,,2020/2021
,,,,"[8.4, 21.3]",,,,,,,,,,3.298731,,,,,,,,,,,,9fac960a-076a-48a6-8829-27fe108855ff,1583,,"[8.4, 22.7]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,62,Barcelona,217,"['0bd305d1-b2cd-4e98-8142-dce784090c54', '5b746172-65b9-47a4-b404-7d3ba4b18b18', 'adf27b30-20af-4537-96a2-44e85edc4f15']",16,,,,,,,,,,,,,,,Barcelona,217,00:33:16.159,Carry,True,2020/2021
,,,,"[88.2, 32.7]",,,,,,,,,,2.366186,,,,,,,,,,,,6ec49ecb-73fb-4c10-b6dc-2e8596213ffe,1593,,"[77.0, 34.5]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Center Defensive Midfield,63,Celta Vigo,209,"['59a9cb6c-94d6-4701-a122-fc8dee96c5df', '7239eea4-db3b-4484-b069-b13874f924db', '8b1e3d9f-ac52-4f04-9465-bc23dff69aa3']",27,,,,,,,,,,,,,,,Celta Vigo,209,00:33:27.144,Carry,True,2020/2021
,,,,"[5.7, 48.2]",,,,,,,,,,6.166141,,,,,,,,,,,,52de2347-1b23-44ae-a346-e2cace3e4264,1598,,"[1.2, 52.1]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,63,Celta Vigo,209,"['b4874339-79e2-4fe9-a7b9-9f5cab20e7d9', 'f45b66c7-af1d-4ab0-9ccf-c70a5e463f6c']",32,,,,,,,,,,,,,,,Barcelona,217,00:33:32.432,Carry,,2020/2021
,,,,"[8.6, 34.3]",,,,,,,,,,2.704296,,,,,,,,,,,,00d22dc7-cf2a-46d0-b13a-82a50d8e89d3,1601,,"[7.2, 35.1]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Celta Vigo,209,"['4757834d-307a-4a07-92a8-c8222fdfa0f2', '6296b6d7-b85f-4b25-a605-696b71429416']",40,,,,,,,,,,,,,,,Barcelona,217,00:33:40.139,Carry,,2020/2021
,,,,"[89.5, 63.4]",,,,,,,,,,1.21418,,,,,,,,,,,,474fecd0-b47b-4d35-8531-389df399f500,1606,,"[85.1, 63.6]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Wing Back,63,Celta Vigo,209,"['56fb8ad9-99b3-400e-bc9b-93d519fb1166', 'd27dff09-dae2-4845-922e-2f38142e3d54']",46,,,,,,,,,,,,,,,Celta Vigo,209,00:33:46.218,Carry,,2020/2021
,,,,"[93.0, 50.0]",,,,,,,,,,1.939935,,,,,,,,,,,,ffff1a20-5f44-4e5e-bc37-72632e23b369,1609,,"[95.8, 50.8]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Right Center Forward,63,Celta Vigo,209,"['19e0dfc4-8337-4fac-934f-6ef50785f9d8', '50a4e19a-540e-4c44-8608-7e170896fa4b', '9369ed49-02e6-415a-ba4e-2bb222bd9c58']",48,,,,,,,,,,,,,,,Celta Vigo,209,00:33:48.302,Carry,True,2020/2021
,,,,"[82.4, 40.9]",,,,,,,,,,0.039999,,,,,,,,,,,,f5d972d0-f8b3-4827-a762-9058fdf3669d,1614,,"[83.5, 40.3]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,63,Celta Vigo,209,"['8b672bf1-cde5-4874-a9b8-81ae7a3b5afb', 'd48a7983-8ad9-47d0-82c5-a2f2a82c7476']",51,,,,,,,,,,,,,,,Celta Vigo,209,00:33:51.088,Carry,,2020/2021
,,,,"[78.0, 51.3]",,,,,,,,,,0.08,,,,,,,,,,,,b207423e-8ee6-4971-bd56-8bedda5fd07f,1618,,"[78.5, 48.8]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Center Defensive Midfield,63,Celta Vigo,209,"['1da053f5-ade1-42ca-9580-9392e2144189', '71120244-72a6-404b-a22c-3789e6182ba0']",52,,,,,,,,,,,,,,,Celta Vigo,209,00:33:52.654,Carry,,2020/2021
,,,,"[70.1, 61.6]",,,,,,,,,,0.524638,,,,,,,,,,,,bc93cc53-725c-47e6-be99-bedeec5410cb,1621,,"[71.9, 59.2]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joseph Aidoo,16555.0,Right Center Back,63,Celta Vigo,209,"['300be113-c2fb-4661-a826-d80bc8a28491', '852a588c-bdd4-42c0-95e1-d380c2ca1526']",53,,,,,,,,,,,,,,,Celta Vigo,209,00:33:53.855,Carry,,2020/2021
,,,,"[78.5, 71.9]",,,,,,,,,,2.195507,,,,,,,,,,,,5e9a951e-b1c2-46c6-935e-8aad3ce8b33f,1624,,"[84.4, 77.6]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Wing Back,63,Celta Vigo,209,"['304b6b6f-ab2c-451e-936c-c2eb669c94a7', 'b903dca1-cd23-4c5b-a3a9-da789d38d7e5']",55,,,,,,,,,,,,,,,Celta Vigo,209,00:33:55.465,Carry,,2020/2021
,,,,"[44.8, 26.5]",,,,,,,,,,1.418916,,,,,,,,,,,,10aee8cd-320b-40bf-9819-c9bf4de87a35,1627,,"[35.7, 28.8]",3773466,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,63,Celta Vigo,209,"['27626390-51ee-4f3f-a609-c11097f819c5', '3567784f-f161-4281-927b-90a1e09beae1', '6c071d87-9eff-4bce-86a8-a188413f3c54']",58,,,,,,,,,,,,,,,Barcelona,217,00:33:58.932,Carry,True,2020/2021
,,,,"[83.9, 47.0]",,,,,,,,,,4.730372,,,,,,,,,,,,ea7a9fbd-9fb3-491f-a471-951d9aedc70d,1631,,"[49.7, 43.6]",3773466,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,63,Celta Vigo,209,"['8f7c58a3-1e03-4d01-bf0e-d89a35b9ddc9', 'e174ad07-e0d9-4879-9523-613395ae4d7f', 'fd56fb13-5b81-4cec-b852-ecceae3a42ce']",1,,,,,,,,,,,,,,,Barcelona,217,00:34:01.773,Carry,True,2020/2021
,,,,"[44.6, 45.6]",,,,,,,,,,0.16322601,,,,,,,,,,,,1046c158-15f1-42f3-a2ac-34a3e8440863,1639,,"[45.2, 44.4]",3773466,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,63,Celta Vigo,209,"['21881789-392c-427e-8179-2b12eab7374b', '5f251ecf-e1f3-4531-a118-12c5423352b9', 'e927b67d-4cd4-4a17-b65a-e7bbe9f934a9']",10,,,,,,,,,,,,,,,Celta Vigo,209,00:34:10.214,Carry,True,2020/2021
,,,,"[55.3, 31.9]",,,,,,,,,,1.157915,,,,,,,,,,,,5d1c9667-c83d-495a-91c3-cbe361ee475f,1644,,"[52.3, 36.7]",3773466,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,63,Celta Vigo,209,"['7f334046-699a-4e83-827b-33c43b15bc53', 'eb1dcf21-224e-4e65-a047-2614da590289']",12,,,,,,,,,,,,,,,Celta Vigo,209,00:34:12.884,Carry,,2020/2021
,,,,"[67.4, 40.1]",,,,,,,,,,1.34045,,,,,,,,,,,,f2ff8b26-5c1e-4122-82e0-4e25ebeba47c,1647,,"[67.1, 33.8]",3773466,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emre Mor,6803.0,Left Center Forward,63,Celta Vigo,209,"['15388554-6076-4769-9a79-f5030ad63f99', '29aa3b2f-b376-4966-8656-706e8680abd8']",15,,,,,,,,,,,,,,,Celta Vigo,209,00:34:15.085,Carry,,2020/2021
,,,,"[72.6, 46.1]",,,,,,,,,,0.617903,,,,,,,,,,,,70855736-5fe9-400a-8dd7-9f38c53029b1,1650,,"[71.5, 47.2]",3773466,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Right Center Forward,63,Celta Vigo,209,"['205ab3c0-545a-47a3-a282-19de928e707a', 'dd53bce5-d381-4491-b287-b844b461fe43']",17,,,,,,,,,,,,,,,Celta Vigo,209,00:34:17.552,Carry,,2020/2021
,,,,"[33.1, 37.0]",,,,,,,,,,4.929909,,,,,,,,,,,,43e5916e-2d62-46c3-bb80-022013775e79,1657,,"[22.1, 32.9]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,64,Barcelona,217,"['881e776a-f72c-4bef-a83b-671a9b5589cc', 'cd42b697-7776-4fe3-95c3-97f60c5acb67']",4,,,,,,,,,,,,,,,Barcelona,217,00:35:04.911,Carry,,2020/2021
,,,,"[50.6, 62.4]",,,,,,,,,,1.699665,,,,,,,,,,,,070cc778-bcd2-46d8-a1a6-9845ca854904,1660,,"[41.6, 55.0]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,64,Barcelona,217,"['8f805353-9a87-4c80-b40b-8b91b1527898', 'a4dd72a7-5927-4d1b-8004-1140bc599f69', 'f4e39351-c440-4af3-9da4-272c8ff22bd9']",11,,,,,,,,,,,,,,,Barcelona,217,00:35:11.105,Carry,True,2020/2021
,,,,"[59.8, 60.2]",,,,,,,,,,2.231383,,,,,,,,,,,,d3e83d81-4cd1-4d1a-86c7-856188c8d5ae,1665,,"[60.2, 71.9]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Right Wing,64,Barcelona,217,"['19109b1d-abb1-46df-a61f-a87e97eb529f', '778cc48d-a0ff-4a4a-ab07-79194313a37b', 'acccb0d1-01ac-43ec-89ee-ee775d56a1fd']",14,,,,,,,,,,,,,,,Barcelona,217,00:35:14.008,Carry,True,2020/2021
,,,,"[73.0, 42.5]",,,,,,,,,,1.012629,,,,,,,,,,,,730d5ff2-3d54-4dcc-be96-0c896c4d9231,1668,,"[70.8, 42.5]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,64,Barcelona,217,"['695532ef-2cc6-48f8-afce-821240242cd0', '946087b0-397e-47c6-ae35-8a865251c651']",17,,,,,,,,,,,,,,,Barcelona,217,00:35:17.492,Carry,,2020/2021
,,,,"[91.3, 18.5]",,,,,,,,,,1.319997,,,,,,,,,,,,6138e63c-deaa-40fc-8fbc-119aeb8b8770,1671,,"[86.7, 19.5]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,64,Barcelona,217,"['3154cfa6-ed9d-4f0a-be9e-1a3e4c430183', '34ddb2ed-fa89-42a9-8e45-ff73acae0611']",20,,,,,,,,,,,,,,,Barcelona,217,00:35:20.176,Carry,,2020/2021
,,,,"[70.2, 26.9]",,,,,,,,,,2.388881,,,,,,,,,,,,3c20cdb4-c135-4e82-8f9d-4ec0f4c30d3b,1677,,"[77.7, 18.3]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,64,Barcelona,217,"['25e41681-3a86-4117-90c8-45d4bbe7b6b3', '82ed5c40-e00e-4294-8794-43fa91d4dab1']",27,,,,,,,,,,,,,,,Barcelona,217,00:35:27.952,Carry,,2020/2021
,,,,"[56.0, 49.8]",,,,,,,,,,0.855041,,,,,,,,,,,,b354a6e1-55da-4914-8cc6-8ea0ca337fa2,1680,,"[56.8, 46.3]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,64,Barcelona,217,"['4a8ab28f-b2c5-4c47-84b3-04217474f942', '5c541cb1-8355-48f2-9cbc-c3688206fbdd']",32,,,,,,,,,,,,,,,Barcelona,217,00:35:32.005,Carry,,2020/2021
,,,,"[63.2, 66.9]",,,,,,,,,,0.88143003,,,,,,,,,,,,7fd8edc5-3e9c-40ff-ab23-350a236f5143,1683,,"[62.1, 68.2]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,64,Barcelona,217,"['d45160bc-8abf-4645-8f05-b7bfd68be876', 'd747a9ee-1742-4c94-bc40-1ada5022e48b']",34,,,,,,,,,,,,,,,Barcelona,217,00:35:34.582,Carry,,2020/2021
,,,,"[39.3, 47.0]",,,,,,,,,,0.795963,,,,,,,,,,,,16f82fac-7e3c-47a0-9cbc-b6a193d582e3,1686,,"[43.5, 50.6]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,64,Barcelona,217,"['2dc04007-6117-4211-ae7c-f257bb685330', 'df3f0ead-33c8-402a-83dc-568cbf696560']",37,,,,,,,,,,,,,,,Barcelona,217,00:35:37.281,Carry,,2020/2021
,,,,"[21.8, 39.0]",,,,,,,,,,2.009302,,,,,,,,,,,,d5ed2185-79f7-4cfc-bb8d-80b1ecce884a,1689,,"[20.7, 41.1]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Norberto Murara Neto,6590.0,Goalkeeper,64,Barcelona,217,"['d3ce347f-7dba-43f2-8947-fe9b6b2ab82a', 'dd5a363d-293a-4a34-ad95-c0c32e5e292e']",40,,,,,,,,,,,,,,,Barcelona,217,00:35:40.526,Carry,,2020/2021
,,,,"[68.2, 56.0]",,,,,,,,,,0.293475,,,,,,,,,,,,764baba6-9c5c-4d33-b9a9-6cb1df92707a,1701,,"[67.7, 55.9]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Center Defensive Midfield,65,Celta Vigo,209,"['67897538-93db-4c8a-a464-a45297cd9669', '87148517-64d8-4d6f-87f8-cbf59229464b', 'c9de7eca-2869-48a0-a83e-2a25b0aa8c1b']",47,,,,,,,,,,,,,,,Celta Vigo,209,00:35:47.989,Carry,True,2020/2021
,,,,"[61.5, 53.4]",,,,,,,,,,1.872681,,,,,,,,,,,,117ca5dd-2572-45eb-9d57-55b2a7804dfa,1704,,"[61.5, 60.0]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joseph Aidoo,16555.0,Right Center Back,65,Celta Vigo,209,"['0d149abd-99ab-42dc-8a80-5dd3b879467b', '7b8d040a-26c1-462b-999f-a77871dbb10c']",49,,,,,,,,,,,,,,,Celta Vigo,209,00:35:49.212,Carry,,2020/2021
,,,,"[75.0, 44.2]",,,,,,,,,,0.575154,,,,,,,,,,,,00b117ee-613b-40ab-9927-84e03d4d60a0,1707,,"[72.5, 44.8]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Veiga Novas,47447.0,Right Center Midfield,65,Celta Vigo,209,"['4bfe87ea-6c93-42e7-8f24-463f238af23a', 'c87903de-db16-4325-8324-b6b8bc7bf1f6']",52,,,,,,,,,,,,,,,Celta Vigo,209,00:35:52.194,Carry,,2020/2021
,,,,"[84.6, 52.2]",,,,,,,,,,0.369381,,,,,,,,,,,,3501ad38-7e3e-4617-ae49-363d1b7aa84d,1710,,"[84.8, 52.4]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Left Center Forward,65,Celta Vigo,209,"['3c66634d-9321-4fbb-b856-3dde1fc6fd5f', 'c8f05d1a-0fb7-4e68-94b9-c6f17fcc2cb3']",53,,,,,,,,,,,,,,,Celta Vigo,209,00:35:53.968,Carry,,2020/2021
,,,,"[71.1, 30.3]",,,,,,,,,,1.967485,,,,,,,,,,,,82ff01b1-d77c-4643-8194-d474e2db197d,1713,,"[72.8, 37.9]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,65,Celta Vigo,209,"['1ab68621-b216-4442-b8a7-3d3a175f699d', 'b4b86820-d637-4454-8aa6-c280e9bf4a39']",55,,,,,,,,,,,,,,,Celta Vigo,209,00:35:55.767,Carry,,2020/2021
,,,,"[68.2, 11.8]",,,,,,,,,,0.177498,,,,,,,,,,,,36be2040-70d7-4f51-9c17-b51b53800842,1716,,"[68.1, 12.1]",3773466,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Left Center Back,65,Celta Vigo,209,"['59a6f666-eb96-4c02-ba4b-b184b1b0f3d3', 'ea043de5-bd74-4f6b-8a54-77b2a696c77d']",59,,,,,,,,,,,,,,,Celta Vigo,209,00:35:59.436,Carry,,2020/2021
