bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.7359,,,,,,,,,,,,6cc1499f-3f92-4d43-9223-3acace45ff02,16,,"[19.4, 13.3]",265958,0,,,,1.7260584,,Right Foot,,"[14.0, 47.8]",,High Pass,,34.92005,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,"['aeea3371-3a25-4ddc-8d63-8bbf6bc8fb93', 'ee5c8cbd-2db3-41e8-bdc4-3a00fb0b3fa7']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.066,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.7871,,,,,,,,,,,,18ddeeb5-74d2-4166-9bd4-4a0e352804b4,19,,"[4.4, 57.8]",265958,0,,,,0.8434369,,Right Foot,,"[19.8, 75.1]",,Ground Pass,,23.16139,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7147539b-02af-4824-8e5c-1abd3d694b63'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.506,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7689,,,,,,,,,,,,7386904e-3acc-4ec1-8ce3-b8313de77f8d,22,,"[19.8, 72.0]",265958,0,,,,-2.764244,,Right Foot,,"[3.4, 65.5]",,Ground Pass,,17.641146,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['6d521802-a159-461d-86e4-bb5b2b33e2e4'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.227,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.6238,,,,,,,,,,,,ad12b835-bffd-4f55-91e1-dfcc5b27967f,26,,"[3.9, 69.9]",265958,0,,,,-0.05436814,,Right Foot,,"[48.0, 67.5]",,High Pass,,44.165257,,Incomplete,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['7505bed8-fdb4-4e99-b910-eaffece7278a', 'e478dc36-f1e4-4d34-bf4c-d59b4251c041']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.662,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.3729,,,,,,,,,,,,7505bed8-fdb4-4e99-b910-eaffece7278a,27,,"[72.1, 12.6]",265958,0,,,,0.5427505,,Head,,"[84.7, 20.2]",,High Pass,,14.714619,,Incomplete,,,,,,,,Recovery,1,Regular Play,Víctor Sánchez Mata,6758.0,Left Center Midfield,3,Barcelona,217,"['235b0dd3-9df0-487c-9852-401fdf62ac9b', 'ad12b835-bffd-4f55-91e1-dfcc5b27967f']",25,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:25.285,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7761,,,,,,,,,,,,235b0dd3-9df0-487c-9852-401fdf62ac9b,28,,"[35.4, 59.9]",265958,0,,,,0.7252299,,Right Foot,,"[39.8, 63.8]",,Ground Pass,,5.879626,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['7505bed8-fdb4-4e99-b910-eaffece7278a', 'f7bee7d5-b474-408c-9d4a-6b3dff6752d6']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.658,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.386101,,,,,,,,,,,,cbe52c04-81ea-4c44-ae29-d9fb2b865de7,31,,"[41.8, 59.0]",265958,0,,,,-1.3222377,,Right Foot,,"[46.8, 39.3]",,Ground Pass,,20.324615,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['eea05375-2d2e-41a6-8d20-fc29c9b9c375'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.088,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2432,,,,,,,,,,,,224c0e11-2919-4776-b847-e8f5a0d9eadf,33,,"[46.8, 39.3]",265958,0,,,,2.1655555,,Right Foot,,"[42.2, 46.1]",,Ground Pass,,8.20975,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,['12734439-08fb-4c15-aa49-4a4d70c6fb7b'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.474,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5181,,,,,,,,,,,,a815f98a-d88d-4310-9689-4cb893819bef,35,,"[41.8, 45.7]",265958,0,,,,-1.2736155,,Left Foot,,"[51.6, 13.7]",,Low Pass,,33.467,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['ef95799b-3213-4cdd-90e2-022be6d28376'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.717,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8301,,,,,,,,,,,,98de9032-42dd-45b1-adcb-91cff32ed116,38,,"[51.6, 13.7]",265958,0,,,,-0.551655,,Right Foot,,"[68.5, 3.3]",,Ground Pass,,19.84364,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['c8a58730-35b0-475b-a167-3307ee1aee41'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.757,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.3472,,,,,,,,,,,,144f2270-c897-4bed-9a4e-9ea3313aa0c7,41,,"[77.7, 6.9]",265958,0,,,,1.6319445,,Right Foot,,"[77.4, 11.8]",,Ground Pass,,4.909175,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,"['8386d6e2-96ff-44a0-ae1e-00a2a819a869', 'ff33d7bf-dc06-4c1c-832e-97a6c5030674']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.763,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.2446,,,,,,,,,,,,d0e3726f-c21f-45b1-b312-bd475bbb7536,54,,"[16.6, 44.4]",265958,0,,,,0.17512277,,Drop Kick,,"[79.9, 55.6]",,High Pass,,64.2832,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,4,Espanyol,214,"['8a65510c-f84a-41f2-8701-2ca4cb9d3ae3', 'beb3cbb2-d516-412c-8cb9-644700c0aad8']",59,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:59.317,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9533,,,,,,,,,,,,beb3cbb2-d516-412c-8cb9-644700c0aad8,56,,"[40.2, 24.5]",265958,1,,,True,-0.41716948,,,,"[49.0, 20.6]",,Low Pass,,9.625487,,Incomplete,,,,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Espanyol,214,"['31485430-a099-46f1-aebe-cf3a41070614', 'adc2f4b5-9422-40b5-8f54-f5c57072a8c1', 'd0e3726f-c21f-45b1-b312-bd475bbb7536']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.561,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.8817,,,,,,,,,,,,621442ab-34fb-4325-a1e1-0edb384c9f5e,60,,"[80.9, 69.7]",265958,1,,,,-0.30288488,,Right Foot,,"[93.7, 65.7]",,Ground Pass,,13.410443,,Incomplete,,,,,,,,,1,Regular Play,José Alberto Cañas Ruiz Herrera,18407.0,Right Center Midfield,4,Espanyol,214,['dbb747f8-7ee0-4dd3-9c88-262e1342f29a'],5,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:05.928,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.126,,,,,,,,,,,,50455da6-9101-4803-b135-e67c4a8f1632,63,,"[39.2, 19.8]",265958,1,,,,-0.3277385,,Left Foot,,"[79.2, 6.2]",,High Pass,,42.248787,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Espanyol,214,['d90739ae-cf8d-4aa9-97b1-0335a9455541'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.825,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6042,,,,,,,,,,,,c5d1cd6f-0eaf-4307-9d6c-29632f215dce,69,,"[12.8, 73.5]",265958,1,,,,0.21569276,,Right Foot,,"[30.6, 77.4]",,Ground Pass,,18.222239,,,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Right Center Back,4,Espanyol,214,['95fa637d-fd84-40d9-b093-647b3a9e20e7'],14,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:14.518,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.984,,,,,,,,,,,,9a145c8e-5024-41a3-9bab-a39f6d816cdc,73,,"[29.3, 77.3]",265958,1,,,,-3.1207623,,Right Foot,,"[14.9, 77.0]",,Ground Pass,,14.403125,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,['6dc073c8-00d2-475b-b03e-99bb59411f55'],16,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:16.810,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.303734,,,,,,,,,,,,ac77722c-b4e2-4417-b973-59fb7953e2e1,76,,"[14.9, 77.0]",265958,1,,,,-0.12637214,,Right Foot,,"[63.7, 70.8]",,High Pass,,49.192276,,Incomplete,,,,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Right Center Back,4,Espanyol,214,['1c4f14f6-38b6-4016-8f9d-f87e6f9fb774'],17,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:17.834,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.395866,,,,,,,,,,,,1c4f14f6-38b6-4016-8f9d-f87e6f9fb774,77,,"[56.4, 9.3]",265958,1,,,,0.378294,,Head,,"[64.2, 12.4]",,High Pass,,8.39345,,Incomplete,,,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Espanyol,214,"['8b5704e1-6aec-4e42-8d68-1ebc75d6476f', 'ac77722c-b4e2-4417-b973-59fb7953e2e1']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.138,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.4111,,,,,,,,,,,,8b5704e1-6aec-4e42-8d68-1ebc75d6476f,78,,"[55.9, 67.7]",265958,1,,,,-1.2532037,,Head,,"[65.4, 38.8]",,High Pass,,30.421373,,Incomplete,,,,,,,,Recovery,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,4,Espanyol,214,"['1c4f14f6-38b6-4016-8f9d-f87e6f9fb774', '253cec2e-a958-4e92-a831-eab98f6f38ca']",22,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:22.534,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.041,,,,,,,,,,,,253cec2e-a958-4e92-a831-eab98f6f38ca,79,,"[54.7, 41.3]",265958,1,,,,1.0238042,,Right Foot,,"[64.2, 56.9]",,Low Pass,,18.264994,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['8b5704e1-6aec-4e42-8d68-1ebc75d6476f', 'dea9ae74-f2df-4f11-815b-e2251912fc7b']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.945,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.322268,,,,,,,,,,,,c76d72f7-d96e-4808-bbc3-ea60f9ae952d,83,,"[92.2, 74.9]",265958,1,,,,-2.5980053,,Left Foot,,"[78.3, 66.5]",,Ground Pass,,16.240997,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['33db2158-ab9b-4a0d-8968-555bc5dfe73d'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.191,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.0371,,,,,,,,,,,,1a5ddbe4-858a-452a-a831-0bd5143b3db8,86,,"[78.1, 61.7]",265958,1,,,,-2.0235748,,Right Foot,,"[63.7, 32.1]",,High Pass,,32.916866,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,5,Barcelona,217,['3ae8c32f-a334-46c4-8869-0213225320f4'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.646,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.811,,,,,,,,,,,,5170f896-60bb-4330-b0a0-cd8c526315d2,89,,"[69.7, 27.2]",265958,1,,,,-0.71526545,,Right Foot,,"[95.6, 4.7]",,Ground Pass,,34.308308,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['aeadb99b-eb2b-4087-831e-1d47acf16ea2'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.135,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.4694,,,,,,,,,,,,9fe54dfd-d187-4ba3-a7dc-bd4d41b48791,96,,"[112.5, 20.4]",265958,1,,,,1.6494218,,Left Foot,True,"[111.2, 36.9]",,Ground Pass,,16.551132,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['19b66dff-6dd2-4a7a-aa0c-e6abef432c67', 'a36b41a6-447e-45f7-bec8-7680c3dcf1f1']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.499,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.9271,,,,,,,,,,,,47ce6c4d-df7c-4e7b-b428-590220ff0846,102,,"[7.2, 65.3]",265958,1,,,,1.1016086,,Right Foot,,"[14.5, 79.7]",,High Pass,,16.144659,,Out,,,,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,5,Barcelona,217,['5b6f64d5-ae59-4e07-bc42-49f6f2a0d6b6'],49,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:49.612,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.5901,,,,,,,,,,,,3d38e67c-9662-4b96-80c1-63c018e82a0c,103,,"[105.6, 0.1]",265958,1,,,,2.7610862,,,,"[96.6, 3.7]",,Low Pass,,9.693296,,,,Neymar da Silva Santos Junior,4320.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['d3e9d6a3-b043-4d5d-b05a-115af9efbf47'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.966,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.941976,,,,,,,,,,,,a235f4d3-5afd-4bc3-9e9d-f16e1f820cf8,106,,"[97.0, 4.7]",265958,1,,,,-0.6923344,,Right Foot,,"[101.1, 1.3]",,Ground Pass,,5.3263497,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['322a9132-bad7-4fef-bca0-fdb20327ad3d'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.218,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.844982,,,,,,,,,,,,da62e897-397d-4d95-aee0-7836d911e65a,109,,"[100.1, 1.3]",265958,2,,,,2.7301364,,Left Foot,,"[94.6, 3.7]",,Ground Pass,,6.0008335,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['24da6f38-575a-41fc-b972-0c93bef790e9'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.025,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0408,,,,,,,,,,,,cfdc84e8-3928-448a-bd79-a2fdfe57bc57,112,,"[94.2, 4.5]",265958,2,,,,2.9841757,,Right Foot,,"[81.6, 6.5]",,Ground Pass,,12.757743,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['e44750ed-d348-45c1-a637-9d9dd218e3d0'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.158,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.923966,,,,,,,,,,,,465e4d97-7a30-49bb-a94b-3dcf70d9a122,115,,"[79.7, 14.4]",265958,2,,,,1.7813283,,Right Foot,,"[71.9, 50.9]",,Ground Pass,,37.32412,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,6,Barcelona,217,['1ee9f2d1-360d-43eb-a190-7b7d2bed6f4e'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.230,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.727101,,,,,,,,,,,,d78cbcf5-0442-4298-b251-4eabd691da0a,118,,"[78.1, 52.3]",265958,2,,,,0.18255985,,Right Foot,,"[91.1, 54.7]",,Ground Pass,,13.219683,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['7211f79c-a658-453c-9538-912a6318c656'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.675,Pass,,2015/2016
