50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.828045,,,,,,,,,,,,,7a2d03d7-546f-4d6f-ad2e-80c1c43acb6d,33,,,"[53.3, 61.7]",68358,0,,,,,-0.43240777,,Head,,,"[65.0, 56.3]",,High Pass,,12.886039,,Incomplete,,Florent Sinama-Pongolle,26083.0,,,,,Recovery,1,Regular Play,Carlos Jorge Neto Martins,26171.0,Right Defensive Midfield,4,Recreativo Huelva,1220,"['51914b47-3895-4bb6-871d-681c49820212', 'fd7c5358-be84-431e-8b28-d62e3c1fb765']",27,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:27.278,Pass,,2007/2008
,,,,,,,,,,,,,,2.307473,,,,,,,,,,,,,61f699ac-6c64-4f18-a8bd-8a383309cc66,40,,,"[47.6, 56.9]",68358,0,,,,,0.8189773,,Right Foot,,,"[66.3, 76.9]",,High Pass,,27.380468,,,,Javier Camuñas Gallego,26169.0,,,,,,1,Regular Play,Enrique Álvarez San Juan,26174.0,Right Center Back,4,Recreativo Huelva,1220,['e6678149-467b-49ce-93b5-ba0279eed26a'],33,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:33.302,Pass,,2007/2008
,,,,,,,,,,,,,,4.022086,,,,,,,,,,,,,6e9c3774-6267-4db8-be55-8e6e6f20b1fb,43,,,"[66.9, 76.0]",68358,0,,,,,-0.08014922,,Right Foot,,,"[116.7, 72.0]",,Low Pass,,49.960384,,,,Florent Sinama-Pongolle,26083.0,,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Right Midfield,4,Recreativo Huelva,1220,['c87ba631-10cd-4a3a-936b-910e64b8fd65'],36,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:36.078,Pass,,2007/2008
,,,,,,,,,,,,,,1.50369,,,,,,,,,,,,,fc6f88d8-5443-4965-a81b-13af7099699d,46,,,"[117.8, 71.0]",68358,0,,,,,-1.8668339,,Right Foot,,True,"[111.7, 51.0]",,Low Pass,,20.909567,,Incomplete,,Marco Gastón Ruben Rodríguez,25426.0,,,,,,1,Regular Play,Florent Sinama-Pongolle,26083.0,Center Forward,4,Recreativo Huelva,1220,"['0af54cbf-0493-4077-8f68-1df46b2e722d', '5e710a88-390e-4b6d-8613-a0a81ac6b33b']",40,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:00:40.402,Pass,,2007/2008
,,,,,,,,,,,,,,0.899368,,,,,,,,,,,,,28be69d9-f763-489d-a1d5-8aa7555b9374,50,,,"[15.3, 21.3]",68358,0,,,,,-1.3673033,,Right Foot,,,"[17.9, 8.7]",,Ground Pass,,12.865458,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,5,Barcelona,217,['c80cc1f1-b94f-4bd8-9797-7820ab19415d'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.474,Pass,,2007/2008
,,,,,,,,,,,,,,0.828288,,,,,,,,,,,,,5b654884-6d35-447e-a67e-96b475809888,54,,,"[18.1, 7.9]",68358,0,,,,,0.67759264,,Left Foot,,,"[43.7, 28.5]",,High Pass,,32.859093,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['5314231d-dec7-40ff-9ece-0f4b5321df1c'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.290,Pass,,2007/2008
,,,,,,,,,,,,,,0.783605,,,,,,,,,,,,,2aa50ac1-6e19-492c-bc74-034abc8e0209,56,,,"[43.7, 28.5]",68358,0,,,,,-1.2109411,,Head,,,"[47.5, 18.4]",,Low Pass,,10.7912,,,,Santiago Ezquerro Marín,25949.0,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,5,Barcelona,217,['2b1f1ae9-092f-466c-b241-11ad91c5a20c'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.198,Pass,,2007/2008
,,,,,,,,,,,,,,1.04278,,,,,,,,,,,,,36f1dae5-e357-411b-a2aa-de9f840b66f4,59,,,"[47.7, 19.9]",68358,0,,,,,1.4711276,,Right Foot,,,"[49.0, 32.9]",,Low Pass,,13.064838,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Santiago Ezquerro Marín,25949.0,Left Wing,5,Barcelona,217,['5979720d-3533-4876-90a5-65f2012e429d'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.104,Pass,,2007/2008
,,,,,,,,,,,,,,1.226145,,,,,,,,,,,,,d8b8afe3-2ea8-4dc2-9a25-c2a64ca4cb2c,65,,,"[50.6, 34.8]",68358,0,,,,,1.1726918,,Right Foot,,,"[55.1, 45.5]",,Ground Pass,,11.607756,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,5,Barcelona,217,['989940b8-0a57-4872-a19c-35877751cd78'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.643,Pass,,2007/2008
,,,,,,,,,,,,,,1.052788,,,,,,,,,,,,,59ecd001-c8be-47fb-a01f-b62c01cfb1dd,68,,,"[93.3, 58.3]",68358,0,,,,,0.62165993,,Right Foot,,,"[100.0, 63.1]",,Ground Pass,,8.241966,,,,Giovani dos Santos Ramírez,5987.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['0ccb976e-8cd1-41f7-b4b3-ee5da859727d'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.408,Pass,,2007/2008
,,,,,,,,,,,,,,0.889262,,,,,,,,,,,,,df6262ac-68e4-4ef0-a4e7-9a86c5799164,71,,,"[109.9, 60.2]",68358,1,,,,,-1.3843094,347fa9a2-2fd4-4361-a058-ccc07c9a4ee0,Left Foot,True,,"[113.9, 39.0]",True,High Pass,,21.574059,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,5,Barcelona,217,['0ec9d133-efda-40dd-a2fb-84f58117bc47'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.496,Pass,,2007/2008
,,,,,,,,,,,,,,0.734932,,,,,,,,,,,,,168510bd-4822-4ad3-bd0a-5b6605efaa2c,76,,,"[60.0, 40.0]",68358,1,,True,,,3.0564332,,Right Foot,,,"[51.8, 40.7]",,Ground Pass,,8.229824,,,,Carlos Jorge Neto Martins,26171.0,,,,,Kick Off,1,From Kick Off,Florent Sinama-Pongolle,26083.0,Center Forward,6,Recreativo Huelva,1220,['2754706f-7a28-416c-a4b0-f6e81c623a02'],55,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:01:55.433,Pass,,2007/2008
,,,,,,,,,,,,,,2.39335,,,,,,,,,,,,,84505376-b410-4dc1-bf55-faa3b15dc4e4,78,,,"[51.8, 40.7]",68358,1,,True,,,1.1631156,,Right Foot,,,"[68.6, 79.6]",,High Pass,,42.37275,,Out,,,,,,,,,1,From Kick Off,Carlos Jorge Neto Martins,26171.0,Right Defensive Midfield,6,Recreativo Huelva,1220,,56,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:01:56.456,Pass,,2007/2008
,,,,,,,,,,,,,,2.792303,,,,,,,,,,,,,b7c4c553-63cc-4246-bc2b-fa7dfc40ff6f,79,,,"[46.2, 0.1]",68358,2,,,,,2.490888,,,,,"[21.9, 18.6]",,High Pass,,30.540792,,,,Gabriel Alejandro Milito,25919.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,7,Barcelona,217,['b8b50eda-9444-45ba-a030-706366b1dc1b'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.670,Pass,,2007/2008
,,,,,,,,,,,,,,0.736144,,,,,,,,,,,,,30e80f84-3873-4edb-bde6-66ea2e06d2cd,82,,,"[21.9, 20.1]",68358,2,,,,,1.7811222,,Left Foot,,,"[16.2, 46.8]",,Ground Pass,,27.30165,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['74b93b59-840b-4585-8a4b-0723f171edd0'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.213,Pass,,2007/2008
,,,,,,,,,,,,,,1.857415,,,,,,,,,,,,,f8ad365a-cbbf-4ccb-8c84-7ac28e834928,85,,,"[18.3, 47.2]",68358,2,,,,,-1.281194,,Right Foot,,,"[24.2, 27.4]",,Ground Pass,,20.660349,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['64e5d8e0-5506-42ea-9882-598fb1778b8c'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.028,Pass,,2007/2008
,,,,,,,,,,,,,,3.47482,,,,,,,,,,,,,3e2cae5f-461d-4e55-8cdb-067bcb991b90,89,,,"[39.1, 23.6]",68358,2,,,,,1.0711823,,Left Foot,,,"[67.7, 76.0]",,High Pass,,59.6969,,,,Giovani dos Santos Ramírez,5987.0,,True,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,"['79bc712f-9e0c-499d-8604-70841f3d3c87', 'd8ed9435-0156-42fe-ad2d-dabf6e6c0508']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.333,Pass,True,2007/2008
,,,,,,,,,,,,,,0.534649,,,,,,,,,,,,,270cb3c7-1156-4b49-a2ba-6d44e23d26eb,93,,,"[62.4, 64.8]",68358,2,,,,,0.07019697,,Left Foot,,,"[75.2, 65.7]",,Ground Pass,,12.831601,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Giovani dos Santos Ramírez,5987.0,Right Wing,7,Barcelona,217,"['5d5c3fff-0bfb-4c60-a6bd-1cced5d7e61e', '682ea645-1ba8-42d0-b394-6cf21977eecc']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.665,Pass,,2007/2008
,,,,,,,,,,,,,,0.986802,,,,,,,,,,,,,682ea645-1ba8-42d0-b394-6cf21977eecc,95,,,"[44.9, 14.4]",68358,2,,,,,0.40265465,,Right Foot,,,"[50.3, 16.7]",,Ground Pass,,5.8694124,,,,Antonio Jesús Vázquez Muñoz,26077.0,,,,,Recovery,1,Regular Play,Aitor Tornavaca Fernández,26078.0,Left Midfield,8,Recreativo Huelva,1220,"['22f95190-e6eb-4f00-8a4b-23d4949362ad', '270cb3c7-1156-4b49-a2ba-6d44e23d26eb']",25,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:02:25.199,Pass,,2007/2008
,,,,,,,,,,,,,,0.596589,,,,,,,,,,,,,a78ccb8f-9bee-4ff1-88e2-ff90dfb6319d,98,,,"[49.7, 20.3]",68358,2,,,,,2.7457423,,Right Foot,,,"[43.0, 23.1]",,Ground Pass,,7.2615423,,,,Aitor Tornavaca Fernández,26078.0,,,,,,1,Regular Play,Antonio Jesús Vázquez Muñoz,26077.0,Left Defensive Midfield,8,Recreativo Huelva,1220,['19227317-d6b1-4d6b-b58c-cffa3e50cceb'],26,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:02:26.226,Pass,,2007/2008
,,,,,,,,,,,,,,0.486101,,,,,,,,,,,,,a7d6b8fe-4860-44c2-a810-9b5483868ef9,101,,,"[43.0, 23.1]",68358,2,,,,,0.6273082,,Left Foot,,,"[51.0, 28.9]",,Ground Pass,,9.881295,,,,Carlos Jorge Neto Martins,26171.0,,,,,,1,Regular Play,Aitor Tornavaca Fernández,26078.0,Left Midfield,8,Recreativo Huelva,1220,['b17f45e7-07bf-4579-91fa-1aa073c07199'],26,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:02:26.900,Pass,,2007/2008
,,,,,,,,,,,,,,1.331937,,,,,,,,,,,,,06856db1-735c-473e-8895-2062ae05a38c,104,,,"[55.2, 38.8]",68358,2,,,,,0.1429575,,Right Foot,,,"[68.4, 40.7]",,Ground Pass,,13.336041,,,,Javier Camuñas Gallego,26169.0,,,,,,1,Regular Play,Carlos Jorge Neto Martins,26171.0,Right Defensive Midfield,8,Recreativo Huelva,1220,['6a0c3126-7e65-4b0b-9203-1e472d944ebb'],29,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:02:29.112,Pass,,2007/2008
,,,,,,,,,,,,,,1.483453,,,,,,,,,,,,,cd368d7d-037b-44a2-8c8d-df07b66ea4e7,108,,,"[89.0, 30.6]",68358,2,,,,,-0.32635882,,Right Foot,,,"[102.0, 26.2]",,Ground Pass,,13.724431,,Incomplete,,Florent Sinama-Pongolle,26083.0,,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Right Midfield,8,Recreativo Huelva,1220,"['16a3ae7d-2207-4e0e-acdd-4b405263e429', '60742b8e-c656-47c7-a2f3-a782feb86351']",33,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:02:33.612,Pass,,2007/2008
,,,,,,,,,,,,,,0.718835,,,,,,,,,,,,,da3c3588-b8fa-4d0c-8916-9de4c8ba1cdd,114,,,"[7.0, 36.1]",68358,3,,True,,,-0.8231161,,Left Foot,,,"[22.3, 19.6]",,Ground Pass,,22.502,,,,Gabriel Alejandro Milito,25919.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,10,Barcelona,217,['937e2d9c-abb9-427a-98e6-e41580a56ef7'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.853,Pass,,2007/2008
,,,,,,,,,,,,,,2.356914,,,,,,,,,,,,,0a9500db-34c6-4518-bb53-155ce6e57387,117,,,"[25.2, 12.7]",68358,3,,,,,-0.10518224,,Left Foot,,,"[59.3, 9.1]",,High Pass,,34.2895,,,,Santiago Ezquerro Marín,25949.0,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,10,Barcelona,217,"['0d5beb20-492a-44c9-9fea-35e635b6403b', 'c68e658f-1903-4ab2-8c71-8201df102b6c']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.268,Pass,True,2007/2008
,,,,,,,,,,,,,,0.147002,,,,,,,,,,,,,a41be31f-8113-47c4-bd29-15a61744738d,119,,,"[57.8, 8.5]",68358,3,,,,,-0.08673834,,Head,,,"[60.1, 8.3]",,Low Pass,,2.3086793,,Incomplete,,,,,,,,,1,From Goal Kick,Santiago Ezquerro Marín,25949.0,Left Wing,10,Barcelona,217,['bdba333b-f050-4128-b556-e59c037897c0'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.640,Pass,,2007/2008
