ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,1.484447,,,,,,,,,,,,,bf185d94-8911-4f4c-8c3f-88fce5ca470b,17,,,"[49.9, 3.1]",69267,0,,,,,2.6759765,,Left Foot,,,,"[29.6, 13.3]",,Ground Pass,,22.718494,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['e14052fa-b502-48c1-8e8e-63076516865f'],8,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.499,Pass,,2009/2010
,,,,,,,,,,,,1.525662,,,,,,,,,,,,,9b47265d-73d1-41e5-a11d-121925312da1,20,,,"[12.6, 14.5]",69267,0,,,,,2.0187385,,Right Foot,,,,"[5.2, 29.9]",,Ground Pass,,17.085667,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['a483c3e6-2a7c-4ae0-8056-e7492829d534'],11,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.743,Pass,,2009/2010
,,,,,,,,,,,,1.536759,,,,,,,,,,,,,198733f9-62a1-4926-971e-6b28d2d1a72a,23,,,"[5.5, 33.1]",69267,0,,,,,1.2849823,,Right Foot,,,,"[12.2, 55.9]",,Ground Pass,,23.764048,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['6483431c-b2fc-499f-8abb-91b7e17af0b3'],14,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.004,Pass,,2009/2010
,,,,,,,,,,,,2.338731,,,,,,,,,,,,,65ee47f1-1fe9-4351-87b7-14f3210846c4,26,,,"[16.2, 58.0]",69267,0,,,,,-1.6393908,,Right Foot,,,,"[12.6, 5.6]",,Low Pass,,52.523518,,,Dmytro Chygrynskiy,18608.0,,,True,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['6a719fda-d9f8-4983-860f-b80bd3c287f6'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.861,Pass,,2009/2010
,,,,,,,,,,,,2.166933,,,,,,,,,,,,,ffde6763-d54a-4dde-94ac-8e7a9e59c9a7,29,,,"[22.6, 4.2]",69267,0,,,,,2.1144066,,Left Foot,,,,"[8.7, 27.2]",,Low Pass,,26.873964,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['65c8b85a-2f5d-481f-87b4-1fbc90211bf1'],24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.088,Pass,,2009/2010
,,,,,,,,,,,,1.407525,,,,,,,,,,,,,0a72f743-dd28-431f-83cf-0e18e4a6de89,32,,,"[10.2, 40.6]",69267,0,,,,,1.2109823,,Right Foot,,,,"[18.1, 61.6]",,Low Pass,,22.4368,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['008bbfd1-4221-4a51-9308-fa904c647eef'],28,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.403,Pass,,2009/2010
,,,,,,,,,,,,1.460572,,,,,,,,,,,,,f7afd78f-043d-488c-a1b8-15cb51333e5f,35,,,"[20.7, 63.1]",69267,0,,,,,-2.2483344,,Right Foot,,,,"[6.7, 45.7]",,Ground Pass,,22.332935,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['1513e3ce-0344-4ad0-bcec-f4060594afbc'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.490,Pass,,2009/2010
,,,,,,,,,,,,2.637004,,,,,,,,,,,,,b4f273d5-a1df-4f7e-98db-fd02c43e1715,38,,,"[12.7, 46.5]",69267,0,,,,,-1.6037185,,Right Foot,,,,"[11.6, 13.1]",,Ground Pass,,33.41811,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['51ef86d5-a90e-4603-97dc-6c5da3bdccbd'],35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.300,Pass,,2009/2010
,,,,,,,,,,,,1.444789,,,,,,,,,,,,,d9c36c0d-0d44-4550-a989-a64635bca192,41,,,"[11.9, 9.3]",69267,0,,,,,1.7752175,,Left Foot,,,,"[6.8, 33.9]",,Low Pass,,25.123096,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['d6ebe74d-5212-4e6e-a65f-a6783dd032dd'],38,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.005,Pass,,2009/2010
,,,,,,,,,,,,1.0491,,,,,,,,,,,,,c374ce3f-442f-4d68-a2ad-fb24f35a8c46,45,,,"[9.4, 35.6]",69267,0,,,,,-0.31745875,,Right Foot,,,,"[23.4, 31.0]",,Ground Pass,,14.73635,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,"['81d919f5-f22a-480f-bf6a-aaf8f4871081', 'cc46c8e3-d82a-4ca4-9f43-070284677e25']",40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.364,Pass,True,2009/2010
,,,,,,,,,,,,1.916446,,,,,,,,,,,,,afaffff0-bbad-4691-aa15-ba88ce769d35,48,,,"[22.0, 23.6]",69267,0,,,,,-2.2335258,,Left Foot,,,,"[9.2, 7.2]",,Ground Pass,,20.803846,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['9ec1a6f8-ff02-41d8-a7d6-5470236ca758'],42,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.997,Pass,,2009/2010
,,,,,,,,,,,,2.7546,,,,,,,,,,,,,79eea340-597c-4a95-9e1e-ac310e915f1a,51,,,"[11.4, 7.8]",69267,0,,,,,-0.040078778,,Right Foot,,,,"[51.3, 6.2]",,High Pass,,39.932068,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['8163bb2e-8eeb-4ad7-ba40-760dc3d89a1d'],45,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.263,Pass,,2009/2010
,,,,,,,,,,,,1.3408,,,,,,,,,,,,,6754c46a-b9f8-43b1-8d4a-c2583a7af8d4,59,,,"[74.1, 73.3]",69267,1,,,,,0.17262362,,Right Foot,,,,"[93.6, 76.7]",,Ground Pass,,19.794191,,,Víctor Sánchez Mata,6758.0,,,,,,Free Kick,1,From Free Kick,Francisco Jesús Pérez Malia,26615.0,Right Back,4,Xerez,1219,['babbb99d-15a5-4603-9919-8e38b419dec8'],4,,,,,,,,,,,,,,,,Xerez,1219,00:01:04.014,Pass,,2009/2010
,,,,,,,,,,,,1.4445,,,,,,,,,,,,,552bbdc2-df42-47ef-90d3-05e6cddb87a9,66,,,"[26.6, 11.2]",69267,1,,,,,-1.9163519,,Left Foot,,,,"[23.9, 3.7]",,Ground Pass,,7.971198,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,5,Barcelona,217,"['c14fc795-9d9a-4ac4-8cf4-d4dfedcfe01f', 'c59ee571-21f0-4f45-89b0-5fce901987ad']",8,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.359,Pass,True,2009/2010
,,,,,,,,,,,,0.0622,,,,,,,,,,,,,95d1ad0b-224d-4e92-8e93-285f4efe620e,69,,,"[28.8, 2.6]",69267,1,,,,,3.1415927,,Left Foot,,,,"[26.0, 2.6]",,Ground Pass,,2.8,Incomplete,,,,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['08d50783-fa44-4bcc-8796-cf1398e4fa06'],10,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.849,Pass,,2009/2010
,,,,,,,,,,,,1.2858,,,,,,,,,,,,,e5870cea-4a21-4df6-a30d-a7348dfb1bbd,71,,,"[28.5, 1.0]",69267,1,,,,,0.22796707,,,,,,"[41.0, 3.9]",,High Pass,,12.831991,,,Thierry Henry,15516.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,['9c0c40cf-afae-460a-839d-4347ccd21879'],18,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.915,Pass,,2009/2010
,,,,,,,,,,,,2.3854,,,,,,,,,,,,,c0928e5e-7ae4-46b6-be90-3d8b6ae101af,73,,,"[41.0, 4.3]",69267,1,,,,,0.62920064,,Head,,,,"[55.7, 15.0]",,High Pass,,18.18186,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Center Forward,6,Barcelona,217,['91f567f3-2ee5-4673-8bc2-0bb4a40a0aca'],20,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.241,Pass,,2009/2010
,,,,,,,,,,,,2.046901,,,,,,,,,,,,,9f43d9e5-da7e-4adb-adf3-7fcd447bc2bf,77,,,"[55.6, 66.0]",69267,1,,,,,-0.23545514,,Right Foot,,,,"[97.7, 55.9]",,High Pass,,43.29457,,,Víctor Sánchez Mata,6758.0,,,,,,Free Kick,1,From Free Kick,Leandro Andrés Gioda,26610.0,Right Center Back,7,Xerez,1219,['f682b06e-79da-4158-93a1-d27d41ce5980'],44,,,,,,,,,,,,,,,,Xerez,1219,00:01:44.934,Pass,,2009/2010
,,,,,,,,,,,,3.322926,,,,,,,,,,,,,2b76e576-94f4-4a1f-84de-399f5e3109b7,81,,,"[6.0, 44.0]",69267,1,,,,,1.2979578,,Right Foot,,,,"[12.1, 65.8]",,Ground Pass,,22.637358,,,Rafael Márquez Álvarez,5558.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,8,Barcelona,217,['afe5ae98-cdf1-4974-bc76-543cdd16cb34'],54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.046,Pass,,2009/2010
,,,,,,,,,,,,1.8262,,,,,,,,,,,,,a76869c8-8aa7-4692-bb07-aacc8815698a,85,,,"[29.6, 69.9]",69267,2,,,,,0.1917331,,Right Foot,,,,"[63.6, 76.5]",,High Pass,,34.634666,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,8,Barcelona,217,['fce92c56-226a-49df-a85b-5dc9da442641'],1,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.920,Pass,,2009/2010
,,,,,,,,,,,,1.3535,,,,,,,,,,,,,a3b046d1-40c7-45a6-bacc-046d85b4aa85,89,,,"[63.0, 3.9]",69267,2,,,,,0.17286061,,Left Foot,,,,"[75.6, 6.1]",,High Pass,,12.790622,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Recovery,1,From Goal Kick,José Manuel Casado Bizcocho,26612.0,Left Back,8,Barcelona,217,['d6223534-7f2b-4f99-b51b-98f702e16abe'],4,,,,,,,,,,,,,,,,Xerez,1219,00:02:04.976,Pass,,2009/2010
,,,,,,,,,,,,0.9811,,,,,,,,,,,,,45df6c39-9818-4fe1-a389-8be2c4a726f7,91,,,"[76.0, 5.8]",69267,2,,,,,2.2586787,,Right Foot,,,,"[67.7, 15.9]",,Low Pass,,13.072873,Incomplete,,Alejandro Bergantiños García,23806.0,,,,,,,1,From Goal Kick,Fabián Ariel Orellana Valenzuela,7105.0,Left Wing,8,Barcelona,217,"['0989a092-6540-41c5-8c3e-728a5bf10f44', '5752ec5a-5fd6-4893-9028-36e4fee53190']",6,,,,,,,,,,,,,,,,Xerez,1219,00:02:06.329,Pass,,2009/2010
,,,,,,,,,,,,0.8869,,,,,,,,,,,,,c053c46f-7def-4122-8d1a-9c05f00ba9cf,95,,,"[55.3, 67.1]",69267,2,,,,,1.7234457,,Right Foot,,,,"[54.1, 74.9]",,Ground Pass,,7.891768,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,8,Barcelona,217,['3c50ec1d-7aca-4d57-8ad4-eb085a34e989'],8,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.388,Pass,,2009/2010
,,,,,,,,,,,,3.142,,,,,,,,,,,,,e4df25b4-4975-4450-b222-bcdd089ea056,98,,,"[59.2, 75.0]",69267,2,,,,,-0.44409227,,Right Foot,,,,"[106.7, 52.4]",,High Pass,,52.602375,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,8,Barcelona,217,"['4810d34f-4690-480c-86a1-0f012771393f', 'd4463a77-c7d2-49e1-a5ec-0fc18b719aae']",10,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.120,Pass,,2009/2010
,,,,,,,,,,,,0.8905,,,,,,,,,,,,,e40f7b46-137e-4859-a841-e0efe11d13b8,102,,,"[15.6, 26.4]",69267,2,,,,,-0.7266424,,Keeper Arm,,,,"[29.1, 14.4]",,Ground Pass,,18.062391,,,José Manuel Casado Bizcocho,26612.0,,,,,,,1,Regular Play,Renan Brito Soares,26397.0,Goalkeeper,9,Xerez,1219,['dd3cf856-9813-4c38-af8f-54635b164ae2'],14,,,,,,,,,,,,,,,,Xerez,1219,00:02:14.112,Pass,,2009/2010
,,,,,,,,,,,,1.71,,,,,,,,,,,,,9c9aaf42-03c3-4b8e-bbfd-6b46da269d17,105,,,"[30.9, 15.1]",69267,2,,,,,0.40674707,,Right Foot,,,,"[37.4, 17.9]",,Ground Pass,,7.077429,,,Sidi Yaya Keita,26616.0,,,,,,,1,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,9,Xerez,1219,['7bf0f952-8d21-42b3-a3aa-5e26715aeaeb'],15,,,,,,,,,,,,,,,,Xerez,1219,00:02:15.377,Pass,,2009/2010
,,,,,,,,,,,,1.2755,,,,,,,,,,,,,9e34fead-0dfb-4251-8f54-6c4b616e2673,108,,,"[41.7, 13.8]",69267,2,,,,,-2.3857718,,Right Foot,,,,"[33.0, 5.6]",,Ground Pass,,11.955334,,,José Manuel Casado Bizcocho,26612.0,,,,,,,1,Regular Play,Sidi Yaya Keita,26616.0,Left Defensive Midfield,9,Xerez,1219,['6f8ad9f1-5633-4788-af41-792ee4fa5272'],18,,,,,,,,,,,,,,,,Xerez,1219,00:02:18.441,Pass,,2009/2010
,,,,,,,,,,,,1.8745,,,,,,,,,,,,,fda5d53c-8d3a-4787-ad49-f4e9ee2c8b7d,112,,,"[33.4, 4.7]",69267,2,,,,,-0.0047961264,,Left Foot,,,,"[75.1, 4.5]",,High Pass,,41.70048,Incomplete,,Mario Bermejo Castanedo,26617.0,,,,,,,1,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,9,Xerez,1219,"['1f3c661d-eacc-4b81-a53b-60c890845cdb', 'd0934ce0-0872-447b-8451-0043fb3a7b3c', 'ef3bc5e5-1e0c-4482-985d-f3de953df5e4']",20,,,,,,,,,,,,,,,,Xerez,1219,00:02:20.754,Pass,True,2009/2010
,,,,,,,,,,,,1.9204,,,,,,,,,,,,,1f3c661d-eacc-4b81-a53b-60c890845cdb,114,,,"[45.9, 76.5]",69267,2,,,,,-1.0079852,,Head,,,,"[55.3, 61.6]",,Low Pass,,17.617321,,,Gnégnéri Yaya Touré,3087.0,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,10,Barcelona,217,"['1eb52ce7-a2ef-4875-9ec6-af598a6e3420', 'fda5d53c-8d3a-4787-ad49-f4e9ee2c8b7d']",22,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.628,Pass,,2009/2010
,,,,,,,,,,,,1.936164,,,,,,,,,,,,,6975aadb-3aec-4bf0-92a7-645e3f4edf27,117,,,"[54.7, 61.3]",69267,2,,,,,-2.3357892,,Right Foot,,,,"[37.9, 43.8]",,Ground Pass,,24.258812,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,10,Barcelona,217,['b3eddabc-c47b-4693-9307-2d3f9f60206a'],24,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.629,Pass,,2009/2010
,,,,,,,,,,,,3.061094,,,,,,,,,,,,,62278537-4c53-4ba1-a15e-2b1a8cd94f2e,120,,,"[43.5, 43.3]",69267,2,,,,,-1.3448905,,Right Foot,,,,"[52.9, 2.4]",,Ground Pass,,41.966297,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Left Center Back,10,Barcelona,217,['234bfde2-02ea-4ad8-8c32-bb6e23568bd1'],27,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.927,Pass,,2009/2010
,,,,,,,,,,,,1.1392,,,,,,,,,,,,,bdbec019-bca3-4845-9f5e-96c9880b019c,123,,,"[62.7, 2.9]",69267,2,,,,,0.1798535,,Left Foot,,,,"[74.8, 5.1]",,Ground Pass,,12.298374,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,10,Barcelona,217,['d14c13b9-2ccc-4ed6-a536-7d578e737057'],31,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.897,Pass,,2009/2010
