ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357cb38-6c16-4de2-9f82-d995ce395ce8,2644,,"[44.7, 75.2]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Barber Rodríguez,26080.0,Right Midfield,158,Recreativo Huelva,1220,['baa39107-24c3-4720-baaf-090315c68c97'],45,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:45.947,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d852511-c7cf-41f9-98e5-65b23a7e2703,2646,,"[53.4, 69.1]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sisinio González Martínez,26189.0,Right Center Forward,158,Recreativo Huelva,1220,['27ccb367-6e46-422e-8671-7ba8a422b90e'],47,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:47.599,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09b8be09-b2d4-405a-ab5f-2caaf6b5d3ba,2650,,"[57.2, 56.9]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Fuego Martínez,6751.0,Left Defensive Midfield,158,Recreativo Huelva,1220,"['9849d2f7-24ac-44a0-973b-b90f412a47a0', 'c7a4238d-4ee4-43c7-8822-dacb7c4ade9e']",49,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:49.784,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5ffbd7e-716b-49fd-beae-e60ceeee08d0,2654,,"[49.5, 45.4]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sebastián Ricardo Nayar,26643.0,Right Defensive Midfield,158,Recreativo Huelva,1220,['3693dc10-e466-4d7d-a2b0-7a2fabedb5bf'],51,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:51.660,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ab01839-ea81-4517-bf45-db9b2af40281,2657,,"[69.1, 2.1]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Barber Rodríguez,26080.0,Right Midfield,158,Recreativo Huelva,1220,['6227648f-c0e6-468e-90fc-a149a630ce25'],53,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:53.225,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd17688d-9c49-468c-9108-fa287c881f01,2661,,"[107.1, 23.0]",69222,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Gastón Ruben Rodríguez,25426.0,Left Center Forward,158,Recreativo Huelva,1220,"['0ffbf4b1-e8ac-4335-8331-4f75edef301e', 'bfec12c4-4d63-460d-a1f6-a3f1d6bfe2e9']",59,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:27:59.320,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7b53015-390d-42e8-87f0-354e1728ba2a,2669,,"[67.9, 26.5]",69222,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Left Center Midfield,159,Barcelona,217,['f44c3cbc-1be9-4530-a615-64ed3f0afabf'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:18.093,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6bc9440-a739-4eb8-85a9-c9128006dd82,2681,,"[37.0, 69.2]",69222,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['d3120a9c-30f9-48dc-bfe6-b0823a668557'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:52.268,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2a66600-b74e-48ca-be20-c33949df4a97,2684,,"[24.8, 58.8]",69222,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,161,Barcelona,217,['1a2f2b92-0937-4d22-8f7b-b97130a21d8f'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:54.382,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b06b57f-073d-4a77-a5a3-ad4da41eff29,2687,,"[10.0, 39.5]",69222,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,161,Barcelona,217,['141a8cff-3835-4b9a-925a-924ee55950b9'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:58.965,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0689772-3df3-43a9-9257-ff71717133d8,2690,,"[67.9, 29.6]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,161,Barcelona,217,['8c6b5067-27a8-40e3-b578-169464a5ab5c'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:03.701,Ball Receipt*,,2008/2009
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b059d3e9-1eff-4b61-b6ff-41572fc41f72,2696,,"[84.4, 42.2]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,161,Barcelona,217,['50d0ff41-f997-47bb-b3fd-73d70720a8bf'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:08.405,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a13129c-31d0-44e7-b844-df1ca4428fda,2698,,"[36.3, 14.5]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,162,Recreativo Huelva,1220,['e8f7f6b1-86bb-4f5b-ba7d-cb51a9d58552'],10,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:30:10.581,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434d4dcc-cfba-4ee2-8d06-231a0e54b682,2701,,"[45.3, 3.9]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kanga Gauthier Akalé,26641.0,Right Defensive Midfield,162,Recreativo Huelva,1220,['3a984211-1a01-48cb-8dd9-9a404bcfa394'],16,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:30:16.451,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d8bd514-bc00-4dc1-96d8-4db7f25dbf01,2704,,"[35.0, 5.6]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,162,Recreativo Huelva,1220,['85773f6b-89db-4203-bfd0-fb3f81b91108'],17,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:30:17.633,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41b16dbc-f710-4e0a-9ea1-930ed46f5b56,2708,,"[13.9, 7.2]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Lamas Bervejillo,26644.0,Left Center Back,162,Recreativo Huelva,1220,['72f29312-6009-49de-ab3b-30e99188f25a'],20,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:30:20.971,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9e6858e-c099-42a8-b4e0-3e10b23acefc,2712,,"[71.7, 55.3]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,163,Barcelona,217,['72d8e190-4bbd-4981-b590-ca49d689507a'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:24.834,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fc95dca-3ff0-4a4b-a2f9-26d99df99f88,2715,,"[59.0, 59.0]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,163,Barcelona,217,['11e65340-1527-4dc3-b0c7-c53bd1ba7044'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:26.132,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08cf093c-e373-4004-b2db-3ab03bdc120e,2718,,"[69.7, 9.4]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,163,Barcelona,217,['0769063e-8feb-45eb-804e-79db9ecc55a5'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:30.218,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcae2865-8afc-4c36-b570-86e76e7257ef,2721,,"[64.5, 17.3]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,163,Barcelona,217,['4d5ca828-d2a4-4a3a-bd8d-2174d5661342'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:33.987,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa43c292-21db-4bd7-b40f-d36c74a9f932,2726,,"[85.0, 20.8]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aliaksandr Hleb,18882.0,Left Wing,163,Barcelona,217,"['1c327cea-fe3c-4bdc-ba26-1fc68aad51cb', '95845521-de19-47ed-9cc0-6ce5eccb4a95']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.065,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847ab55c-19e7-4a98-9357-a5dd58e38e6f,2732,,"[74.7, 25.5]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,163,Barcelona,217,['8e242702-9873-4697-8819-c179ad66f648'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:39.461,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9452b708-86fc-47b8-b7e7-ee19cc613cfe,2736,,"[71.2, 32.4]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,163,Barcelona,217,"['8f52b378-e428-433e-9750-ae1db8f4fa8d', 'd8427598-5db1-4d9e-9183-6aa3781c79d9']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:40.625,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236ad27d-23ee-462b-819b-26ef4a8134ca,2741,,"[78.6, 76.7]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,164,Barcelona,217,['2d15e342-6405-4a44-95f1-7452f18bc30a'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:51.922,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ba30ce9-4f6d-4cba-87bb-08f4d814bfbe,2744,,"[114.2, 16.3]",69222,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aliaksandr Hleb,18882.0,Left Wing,164,Barcelona,217,['93d7887f-d25c-4b99-836f-b77ac9d41fc7'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:58.705,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c707c715-828c-46fd-b490-6800758e38c7,2754,,"[112.7, 41.0]",69222,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Seydou Kéita,20169.0,Left Center Midfield,165,Barcelona,217,['0bb67b6f-05fc-4f48-bb12-7660aea89fb0'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.473,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3ce6db3-66f1-484b-8db5-be9c8753967e,2758,,"[66.4, 70.3]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alain Nef,16604.0,Right Back,166,Recreativo Huelva,1220,['6de9dab4-969f-4263-aef3-351f0695b693'],5,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:32:05.296,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5e69772-6341-46ff-ad38-733be6208c3a,2762,,"[21.5, 21.6]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Martín Cáceres Silva,5248.0,Left Center Back,167,Barcelona,217,['7de62f8b-a888-4127-a717-ab4dfd06ca65'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:16.137,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d57b0b-c892-4711-879b-ac787070159c,2765,,"[11.4, 43.0]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,167,Barcelona,217,['1c38320a-20e9-43b8-8bbc-25f7ff7c6bad'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:19.953,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c044b57-b93f-4682-a769-7ee22521497c,2769,,"[34.0, 41.2]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,167,Barcelona,217,['98da0c33-cc45-4cd3-b348-20d843310ae1'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:22.541,Ball Receipt*,,2008/2009
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bac2d9f-3c24-4dee-a0a0-dcf0eded5ed7,2772,,"[42.9, 12.4]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,167,Barcelona,217,['ace76f05-8a1a-42d1-8fe4-2f62213c25bc'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:24.792,Ball Receipt*,,2008/2009
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77f71a12-fbcd-4bfc-982b-865daada69ba,2776,,"[110.9, 54.5]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Fuego Martínez,6751.0,Left Defensive Midfield,167,Barcelona,217,['497ffd52-9dc7-44d5-be84-fd9e54f378b7'],28,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:32:28.563,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c964e243-5245-40fb-8d6e-bb31b9edb368,2780,,"[75.8, 72.6]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,168,Barcelona,217,['1c3ba60a-dcf0-4d3f-aef4-86ee4b188c26'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:37.206,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc7ea635-caa1-4e6d-b8f6-57f48f644edb,2783,,"[82.6, 56.0]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Aliaksandr Hleb,18882.0,Left Wing,168,Barcelona,217,['b4d41a47-8fc8-43d4-a990-ea90cd237ec3'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:43.565,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13f19350-a229-456b-b97b-ce299fb25b79,2786,,"[86.7, 64.2]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,168,Barcelona,217,['4fd2286d-499a-4a61-9d6a-c390a2efca25'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:44.659,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba381c6f-588c-4234-a320-788e59d4f606,2789,,"[99.0, 72.0]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,168,Barcelona,217,['e172ec5f-fb45-498b-84c6-ecbcb39cebae'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:46.861,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3322d84-a100-4972-9c43-ae966d132de0,2792,,"[90.3, 62.6]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,168,Barcelona,217,['80ddb775-2cc4-423a-b916-ff428f98fe92'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:49.606,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93cb254b-f584-4d72-9b17-6ceff39af631,2796,,"[77.8, 47.9]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,168,Barcelona,217,['ce79dba5-76e6-4208-8a16-0b34633f18ab'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:54.408,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8da58960-7d20-4649-9778-47ab731349d5,2799,,"[80.3, 12.5]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Sylvio Mendes Campos Junior,25854.0,Left Back,168,Barcelona,217,['aa08a5ef-56c2-4ddf-8dec-373d5f373527'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:56.360,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0db17867-9124-4bcb-9f8d-0d680c125846,2802,,"[97.2, 6.8]",69222,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Aliaksandr Hleb,18882.0,Left Wing,168,Barcelona,217,['4c1da04c-9541-443d-9a89-582b7a12b2b5'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:59.318,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829431bd-351e-4253-bbb4-bfe8cee45fa2,2805,,"[99.2, 27.0]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Sylvio Mendes Campos Junior,25854.0,Left Back,168,Barcelona,217,['77376246-a87c-49f4-92eb-135eac5da610'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.923,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1d4467f-087d-4f27-b4fa-5e4ed09bbb83,2811,,"[23.9, 42.1]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Lamas Bervejillo,26644.0,Left Center Back,169,Recreativo Huelva,1220,['d06d4f6b-061a-4497-9957-8e3372173a43'],25,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:25.032,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424bec2-806b-4c27-8a5b-f56ed69e5d7f,2813,,"[56.7, 22.2]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rafael Barber Rodríguez,26080.0,Right Defensive Midfield,169,Recreativo Huelva,1220,['45dc4e8c-1c42-4b8f-8883-34a453c127d2'],28,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:28.083,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8e48c33-6d18-4e8b-b4af-a5c2ed88278b,2817,,"[44.2, 9.0]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Manuel Casado Bizcocho,26612.0,Left Back,169,Recreativo Huelva,1220,"['2c6b6b71-dd30-4ed2-b46c-57c5e33baeae', '4144fc1f-ee5e-4222-80c5-ce704ac837db']",29,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:29.704,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf0e036b-fdca-4499-bcb5-e5bb6bead550,2820,,"[91.8, 56.0]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Camuñas Gallego,26169.0,Right Midfield,169,Recreativo Huelva,1220,['1dbfec11-d677-4f27-9b51-d5af08599b88'],36,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:36.060,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9dad4e8-293c-42bf-8d2d-a43ce93938fe,2826,,"[90.6, 76.2]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Fuego Martínez,6751.0,Left Defensive Midfield,170,Recreativo Huelva,1220,['163b4cc3-b6e3-4d25-9e02-4f37577dba60'],48,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:48.496,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432e6a28-cbba-48ed-add6-a90e23918750,2829,,"[88.7, 58.9]",69222,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rafael Barber Rodríguez,26080.0,Right Defensive Midfield,170,Recreativo Huelva,1220,['9db1f46a-1ef0-4e22-ab24-69b598c30356'],51,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:33:51.178,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb142bf-b0a4-4752-95ef-c72f265faff2,2833,,"[42.7, 27.7]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Thierry Henry,15516.0,Center Forward,171,Barcelona,217,['d91619d9-0698-44b7-bf44-b0da40a71cb2'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:16.388,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee29d37d-2eb1-44e8-b6c8-07f441f7b251,2835,,"[67.9, 68.0]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,171,Barcelona,217,['f6ef1d5f-5d4a-4eaa-81a4-3ced974e29f5'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.487,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0212cb15-e620-489e-9d0b-6bea9562c9e4,2838,,"[94.6, 11.5]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aliaksandr Hleb,18882.0,Left Wing,171,Barcelona,217,['8e1510d7-91a1-4d12-bb91-7c7b2aeca539'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:28.524,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca49b910-f678-4ac4-a8ce-de1d0c0a139b,2843,,"[96.4, 25.2]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,171,Barcelona,217,"['2687503a-df03-4df1-b709-098b3b3ce5b6', '77fc6d0c-d5a4-44a1-9d85-900c39c3b76b']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.222,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabfc6d2-a44b-486c-87ae-099844b5d72c,2849,,"[93.9, 51.1]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,171,Barcelona,217,['60a93f46-a9c2-4856-9a7f-9bf09f67359c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.537,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88565cb9-ddec-449a-a665-ee94575b1630,2852,,"[89.0, 40.2]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,171,Barcelona,217,['d68b1303-76a7-45a3-a340-174ac4132eef'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:38.299,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bcf9e7c-aa81-4358-8bc5-365fdba32b4c,2855,,"[98.5, 67.7]",69222,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,171,Barcelona,217,['72a85e66-4e43-46e0-97fd-7a87c06338fd'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:39.904,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11c4384e-db76-4da4-97c3-bd6c65e3c95f,2864,,"[54.4, 18.6]",69222,81,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Aliaksandr Hleb,18882.0,Left Wing,174,Barcelona,217,"['1c105385-5101-42ab-aaaa-b60d6e835c7a', '88359738-6b03-4c71-bb7a-cac8d5a1094f']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:03.440,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c100ec04-e64f-427d-b299-c57d3b2486cb,2872,,"[82.9, 61.2]",69222,81,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Javier Fuego Martínez,6751.0,Left Defensive Midfield,174,Barcelona,217,"['68b0f930-de27-4ee4-86be-e59fffa35bc5', 'a8a47841-a68c-43b4-b3c9-011f5e758056']",9,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:36:09.914,Ball Receipt*,True,2008/2009
