bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.040174,,,,,,,,,,,,,,,1acceb75-0336-4ee6-9c1b-6914b70ac20c,17,,"[39.6, 56.2]",9609,0,,,,1.2854669,,Right Foot,,,"[44.0, 71.2]",,Ground Pass,,15.632018,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['0f19e014-7236-40fb-a392-7ed5526f88a9'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.070,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.998941,,,,,,,,,,,,,,,f2b16a89-5778-4c8f-b243-df41d5b5202e,21,,"[35.9, 72.8]",9609,0,,,,-2.715742,,Right Foot,,,"[16.5, 64.0]",,Ground Pass,,21.302582,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,['fc530d82-0aeb-4c28-8ef9-abf41ff5c2d9'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.064,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.52186,,,,,,,,,,,,,,,5086abc1-57e3-4af7-910c-3da5f0e20206,25,,"[7.2, 59.4]",9609,0,,,,-1.830679,,Left Foot,,,"[2.6, 42.1]",,Ground Pass,,17.901117,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['0a01ace9-26d6-4f96-a182-242ecb27e55a'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.976,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.827255,,,,,,,,,,,,,,,7ca5b250-e0ee-4d36-bc11-3995ef5d4264,29,,"[2.8, 37.7]",9609,0,,,,-1.4145057,,Left Foot,,,"[5.4, 21.2]",,Ground Pass,,16.703592,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['77061e8d-b5e6-471b-8682-73b3ad76d46e'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.608,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.921183,,,,,,,,,,,,,,,7ca9127b-14b2-4469-aaa0-980e04597847,32,,"[8.6, 18.0]",9609,0,,,,1.9013962,,Right Foot,,,"[2.8, 34.9]",,Ground Pass,,17.867569,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['bd5597e5-4e9a-4cc1-8316-8a17e6e79739'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.221,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.320721,,,,,,,,,,,,,,,bba7e009-15ce-4408-877b-5a40885dd5e0,35,,"[3.0, 39.5]",9609,0,,,,1.4818596,,Right Foot,,,"[4.4, 55.2]",,Ground Pass,,15.762297,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['64b0778b-e866-4043-9f5d-ffd5dd55a683'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.506,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.3471,,,,,,,,,,,,,,,74630b8f-c72b-44bb-84b1-e36e8dc25aef,38,,"[21.9, 52.7]",9609,0,,,,-1.7851189,,Right Foot,,,"[15.0, 21.0]",,Ground Pass,,32.442257,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['52b8b344-d30e-49da-b947-6c6778fdd60c'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.092,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.594262,,,,,,,,,,,,,,,e56c34aa-f1f6-4d18-a776-2bb55af87bee,41,,"[18.3, 20.4]",9609,0,,,,1.9770359,,Right Foot,,,"[10.6, 38.3]",,Ground Pass,,19.485893,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['d0ba3cc8-bb88-4b01-94d2-a8e50e930308'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.550,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.948414,,,,,,,,,,,,,,,591cbcce-5602-42f2-adcd-9bbb402e3e5b,44,,"[10.4, 42.3]",9609,0,,,,1.2220253,,Right Foot,,,"[13.6, 51.1]",,Ground Pass,,9.36376,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['acac58e4-1f47-462c-a755-0964f0388a53'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.530,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.787101,,,,,,,,,,,,,,,bc580343-202e-4d50-a5ae-8abb153fa3b0,47,,"[19.9, 53.8]",9609,0,,,,-0.009646003,,Right Foot,,,"[51.0, 53.5]",,High Pass,,31.101446,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['fc148e6e-80b3-4fe7-acf1-ea4ba2ad2597'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.359,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.690455,,,,,,,,,,,,,,,4ac12156-9974-4376-ac16-859eddc25237,50,,"[51.0, 53.5]",9609,0,,,,-1.9756881,,Other,,,"[49.8, 50.7]",,Low Pass,,3.0463092,,Incomplete,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,"['b6c1f8e2-3476-4f01-a8d1-068c017f953b', 'e7d3dc22-bea6-4348-9e3c-4b90950a1941']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.186,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.901813,,,,,,,,,,,,,,,b6c1f8e2-3476-4f01-a8d1-068c017f953b,53,,"[70.3, 29.4]",9609,0,,,,-2.3000736,,Right Foot,,,"[66.1, 24.7]",,Ground Pass,,6.303174,,,,Gonzalo Escalante,6712.0,,,,,Recovery,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,3,Eibar,322,"['0a08bd68-31b7-4ebd-8066-90077be0eeac', '2e9c85d6-530c-44f0-863a-78d7d2daf15e', '4ac12156-9974-4376-ac16-859eddc25237']",53,,,,,,,,,,,,,,,,,,Eibar,322,00:00:53.876,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.720761,,,,,,,,,,,,,,,a9dba117-59a4-4e55-861a-827fb442abd7,56,,"[67.1, 24.9]",9609,0,,,,0.18668933,,Left Foot,,,"[76.1, 26.6]",,Ground Pass,,9.159148,,,,Joan Jordán Moreno,6701.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Left Defensive Midfield,3,Eibar,322,"['a090d918-fcc8-4726-85fe-b044ce146334', 'f8f4baf6-e62f-4030-b3f5-c553d4898d21']",54,,,,,,,,,,,,,,,,,,Eibar,322,00:00:54.778,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.971802,,,,,,,,,,,,,,,1efff131-f1eb-4233-bf6f-c97e6b61e9db,60,,"[76.9, 27.8]",9609,0,,,,2.3855977,,Left Foot,,,"[69.9, 34.4]",,Ground Pass,,9.6208105,,,,Daniel García Carrillo,6775.0,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Center Attacking Midfield,3,Eibar,322,"['44b75841-4dbc-4a27-9d23-3b5a74c179ab', '85e2727b-1afc-4a3e-8233-d65725470fc4']",55,,,,,,,,,,,,,,,,,,Eibar,322,00:00:55.915,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.112373,,,,,,,,,,,,,,,57691ba8-273a-43d1-883f-30606092fca6,63,,"[68.1, 42.2]",9609,0,,,,1.8692952,,Right Foot,,,"[58.9, 72.1]",,Ground Pass,,31.283382,,,,Anaitz Arbilla Zabala,6709.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,3,Eibar,322,['ea8d4aee-227a-4336-8c63-3ccb9603d5a0'],58,,,,,,,,,,,,,,,,,,Eibar,322,00:00:58.584,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.352977,,,,,,,,,,,,,,,4a330c62-d39e-4eee-89c8-542c6fb39430,70,,"[35.7, 0.1]",9609,1,,,,2.8656616,,,,,"[7.8, 8.0]",,Low Pass,,28.996897,,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,4,Barcelona,217,['26d5f9bf-1e0a-40fc-90d3-3ce563365cd5'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.365,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.969803,,,,,,,,,,,,,,,646cd948-abdb-48b3-999f-d8ac402cb7f9,73,,"[8.6, 11.4]",9609,1,,,,1.5769882,,Left Foot,,,"[8.4, 43.7]",,Ground Pass,,32.30062,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['e3b474f5-c59d-45b6-a078-c062d797ce9a'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.998,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.197171,,,,,,,,,,,,,,,8dc33266-3ec8-43f6-9817-388283dd74fb,76,,"[29.3, 54.8]",9609,1,,,,1.2426764,,Right Foot,,,"[35.7, 73.6]",,Ground Pass,,19.859507,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['491a5c5b-2109-4f94-954f-a039b410bc36'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.329,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.27952,,,,,,,,,,,,,,,f2a177d2-da58-43c3-9ea0-c503ece586ac,79,,"[36.1, 74.8]",9609,1,,,,-0.08535362,,Right Foot,,,"[54.8, 73.2]",,Ground Pass,,18.768324,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,4,Barcelona,217,['6f8ee22c-a511-467c-a7ed-347f7535d3aa'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.513,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.712435,,,,,,,,,,,,,,,2e47fa01-272d-4e5d-ab46-4c88c4276e6a,82,,"[50.0, 75.0]",9609,1,,,,-1.4559197,,Right Foot,,,"[50.6, 69.8]",,Ground Pass,,5.234501,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,4,Barcelona,217,['8e10ffab-d441-47d0-8c5d-f045c7fe04a2'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.659,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.381188,,,,,,,,,,,,,,,ab3bb610-f4af-439d-b1cc-dd13bda1cafd,90,,"[52.6, 70.2]",9609,1,,,,2.7468016,,Right Foot,,,"[47.8, 72.2]",,Ground Pass,,5.2,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,4,Barcelona,217,['2dd30a30-ddce-44e4-91f6-6add24b6ebc6'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.605,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.889843,,,,,,,,,,,,,,,892dda48-f6a9-4a9a-9d57-ee2d1e97ab6f,94,,"[47.6, 71.6]",9609,1,,,,-1.1955255,,Right Foot,,,"[50.2, 65.0]",,Ground Pass,,7.093659,,Incomplete,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,4,Barcelona,217,"['3e60ee97-7b79-49fe-8c3e-97bdff21fbb5', '4f83c45d-4100-4c42-9dd2-015c5c17200c']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.994,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.513635,,,,,,,,,,,,,,,4f83c45d-4100-4c42-9dd2-015c5c17200c,96,,"[69.9, 15.1]",9609,1,,,,0.2551824,,Right Foot,,,"[79.1, 17.5]",,Ground Pass,,9.507892,,,,Sergio Enrich Ametller,6700.0,,,,,Recovery,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,5,Eibar,322,"['892dda48-f6a9-4a9a-9d57-ee2d1e97ab6f', 'c500c2ca-b8b0-42e5-9c24-71ec4b40d351']",33,,,,,,,,,,,,,,,,,,Eibar,322,00:01:33.884,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.578756,,,,,,,,,,,,,,,392c0589-44d0-4274-8e2d-7a34712e91b9,100,,"[85.2, 12.7]",9609,1,,,,-0.7853982,,Right Foot,,,"[91.0, 6.9]",,Ground Pass,,8.202438,,,,Joan Jordán Moreno,6701.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,5,Eibar,322,"['03c6c972-1250-494d-9a59-2a64839c62e7', 'a5f70f84-9d20-4815-9b95-1aa8c969b86c']",36,,,,,,,,,,,,,,,,,,Eibar,322,00:01:36.574,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.373631,,,,,,,,,,,,,,,d43f7f31-16d9-48e2-badd-053b34f342e7,102,,"[91.0, 6.9]",9609,1,,,,2.9398303,,Right Foot,,,"[82.2, 8.7]",,Ground Pass,,8.982204,,,,Takashi Inui,5687.0,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Center Attacking Midfield,5,Eibar,322,['c4b89104-5df6-4b39-be9e-c095f4394918'],37,,,,,,,,,,,,,,,,,,Eibar,322,00:01:37.153,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.098418,,,,,,,,,,,,,,,27d94ec5-41d3-43f9-b0d8-6f756466abed,105,,"[79.7, 15.9]",9609,1,,,,2.1556091,,Right Foot,,,"[70.1, 30.4]",,Ground Pass,,17.38994,,,,Daniel García Carrillo,6775.0,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,5,Eibar,322,['f23e9f51-980a-4e93-a1a1-eb6b51c1469f'],39,,,,,,,,,,,,,,,,,,Eibar,322,00:01:39.714,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.679396,,,,,,,,,,,,,,,d030fcd8-0084-40a2-add5-65e208cb0d7e,108,,"[68.5, 30.4]",9609,1,,,,2.4354799,,Right Foot,,,"[48.8, 47.2]",,Ground Pass,,25.890732,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,5,Eibar,322,['c9b6e175-c468-439a-b842-b4c114b93be2'],41,,,,,,,,,,,,,,,,,,Eibar,322,00:01:41.654,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.159967,,,,,,,,,,,,,,,07902f10-aa46-49c5-84a7-80cedbc7a95d,110,,"[48.8, 47.2]",9609,1,,,,1.126246,,Right Foot,,,"[62.9, 76.8]",,Ground Pass,,32.786736,,,,Anaitz Arbilla Zabala,6709.0,,,,,,1,Regular Play,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,5,Eibar,322,['d3f12b76-5543-44bf-82d7-d7657196a74b'],44,,,,,,,,,,,,,,,,,,Eibar,322,00:01:44.334,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.242652,,,,,,,,,,,,,,,82b15a2d-4ec7-47ab-ae79-ff24c2174392,113,,"[62.9, 76.8]",9609,1,,,,-0.43821278,,Right Foot,,,"[83.6, 67.1]",,Ground Pass,,22.860008,,Incomplete,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,5,Eibar,322,"['4aa10739-7a75-48e2-a259-3f017fe20a2a', '8cee3072-5c41-434f-a197-a9c53a436cb8']",46,,,,,,,,,,,,,,,,,,Eibar,322,00:01:46.603,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.823425,,,,,,,,,,,,,,,1a73b9a7-5733-42ac-843b-ab844cfe4c2b,118,,"[38.6, 6.1]",9609,1,,,,0.95739084,,Left Foot,,,"[47.4, 18.6]",,Ground Pass,,15.286922,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,6,Barcelona,217,['5e1f54a2-9978-4f03-af02-3617feaa4cab'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.869,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.741176,,,,,,,,,,,,,,,a8666cc5-7b43-4c9a-85f7-5a180ebd59ba,121,,"[47.4, 18.6]",9609,1,,,,0.38460472,,Right Foot,,,"[55.8, 22.0]",,Ground Pass,,9.062009,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['5ff54fb4-b8e9-4b06-abae-634d38e6aebe'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.732,Pass,,2017/2018
