bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.014911,,,,,,,,,,,,,922c75bd-f85d-4cb3-afff-a9ad60e95272,17,,"[48.6, 68.0]",69268,0,,,,,-2.673019,,Right Foot,,,,"[32.4, 59.8]",,Ground Pass,,18.157093,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['8176e5be-228b-4b1d-b3b2-835da77de295'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.047,Pass,,2011/2012
,,,,,,,,,,,,,,,1.768616,,,,,,,,,,,,,ecaac0c5-9097-41a1-b8cd-29191a462ea8,20,,"[35.8, 52.3]",69268,0,,,,,-0.9222352,,Right Foot,,,,"[54.9, 27.1]",,Ground Pass,,31.620405,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Back,2,Barcelona,217,['3523abda-acbc-4dbc-9fc4-c1b5d1d636ef'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.990,Pass,,2011/2012
,,,,,,,,,,,,,,,2.243412,,,,,,,,,,,,,8f8ae982-2d74-45e8-8b9d-0196740c2593,23,,"[55.5, 26.2]",69268,0,,,,,-2.7484164,,Right Foot,,,,"[37.9, 18.9]",,Ground Pass,,19.053871,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing Back,2,Barcelona,217,['56c65054-92bf-4621-af4c-20911d9b641f'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.799,Pass,,2011/2012
,,,,,,,,,,,,,,,1.295,,,,,,,,,,,,,0e2561dc-69f5-4868-813f-37c694058064,26,,"[42.7, 2.9]",69268,0,,,,,0.40970936,,Left Foot,,,,"[60.2, 10.5]",,Ground Pass,,19.079046,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,"['53691a46-3f60-4591-af9b-79094096f3cb', '93894b56-509e-4854-8a54-8817eadacee0']",25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.355,Pass,,2011/2012
,,,,,,,,,,,,,,,4.334521,,,,,,,,,,,,,76629f8a-27dc-47ce-a469-60168dcd3562,29,,"[48.4, 1.0]",69268,0,,,,,1.5849798,,,,,,"[48.0, 29.2]",,Low Pass,,28.202837,,,,Seydou Kéita,20169.0,,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,['eca695dd-ee7c-444c-9b69-91f456954ddc'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.366,Pass,,2011/2012
,,,,,,,,,,,,,,,1.082253,,,,,,,,,,,,,e6737a5d-b5fc-4d71-a29c-5917a55c079c,32,,"[55.1, 46.8]",69268,0,,,,,-0.44344833,,Left Foot,,,,"[67.1, 41.1]",,Ground Pass,,13.284954,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['c18ae3c0-c094-4a43-ba5c-fde443331c40'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.641,Pass,,2011/2012
,,,,,,,,,,,,,,,1.301739,,,,,,,,,,,,,c6e4825d-aa07-4a41-b22d-809e6508a15e,35,,"[67.5, 40.5]",69268,0,,,,,-1.1801893,,Left Foot,,,,"[74.5, 23.5]",,Ground Pass,,18.384777,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,['38d3fa5f-58e9-45e9-bdc2-1a09fa875215'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.978,Pass,,2011/2012
,,,,,,,,,,,,,,,2.208362,,,,,,,,,,,,,0b834421-0e93-46e2-95c5-1163d9417d2e,38,,"[97.4, 22.2]",69268,0,,,,,-0.29667744,,Right Foot,,,,"[116.7, 16.3]",,Ground Pass,,20.181675,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing Back,3,Barcelona,217,['e6414b1a-3731-4fd3-aed0-1fc332c3a847'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.688,Pass,,2011/2012
,,,,,,,,,,,,,,,0.02856,,,,,,,,,,,,,1a7a90d5-ea08-4388-91b3-24b5cdf2d265,41,,"[116.7, 16.3]",69268,0,,,,,2.0607536,,Left Foot,,,,"[115.9, 17.8]",,Low Pass,,1.7,,Incomplete,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['e3795794-ba6d-4cfa-8137-fe5ff18015fd'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.936,Pass,,2011/2012
,,,,,,,,,,,,,,,1.960439,,,,,,,,,,,,,72ea0a03-d482-4992-bc65-fe834fdc33d5,43,,"[109.3, 1.0]",69268,0,,True,,,1.4677147,,,,,,"[110.8, 15.5]",,Low Pass,,14.57738,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['7d146317-f902-4754-a1a1-ea35a080319a'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.865,Pass,,2011/2012
,,,,,,,,,,,,,,,1.354396,,,,,,,,,,,,,e53834ca-c54a-4d9f-9ff3-ada600f9c6b8,45,,"[106.0, 13.8]",69268,1,,,,,-2.501007,,Right Foot,,,,"[95.0, 5.6]",,High Pass,,13.720058,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['a1459d9c-f3a9-4e88-8eff-0f0c5bcd7ac0'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.792,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7852,,,,,,,,,,,,,c10095c2-5627-49f9-bbe0-15c998396ca6,48,,"[88.1, 13.2]",69268,1,,,,,1.5405025,,Right Foot,,,,"[88.5, 26.4]",,Ground Pass,,13.206059,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing Back,4,Barcelona,217,['389d1cc5-890b-4788-8e6d-63b877e952e8'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.530,Pass,,2011/2012
,,,,,,,,,,,,,,,0.3094,,,,,,,,,,,,,fc891939-0c18-4662-ab49-e404648691d5,58,,"[86.7, 71.0]",69268,1,,,,,-1.2924967,,Right Foot,,,,"[87.5, 68.2]",,Ground Pass,,2.912044,,Incomplete,,Borja Valero Iglesias,6997.0,,,,,,,1,From Throw In,Nilmar Honorato da Silva,26698.0,Left Center Forward,4,Barcelona,217,"['73f2752b-c674-4537-a08b-0e2b02507694', 'fdf39abf-2bd8-4140-b0cd-0f0ac909b63a']",16,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:16.651,Pass,,2011/2012
,,,,,,,,,,,,,,,1.094364,,,,,,,,,,,,,463a5859-7465-4f58-a63e-da564a45f0dc,62,,"[34.3, 16.8]",69268,1,,,,,0.24870999,,Left Foot,,,,"[40.6, 18.4]",,Low Pass,,6.5,,,,Andrés Iniesta Luján,5216.0,,,,,,Interception,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,4,Barcelona,217,"['7f500619-6b8b-4cdb-90bb-ebbc09175ba9', 'eea5a705-f330-417a-aad7-67a12c902817']",18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.456,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.531344,,,,,,,,,,,,,76e193cc-46d6-43e0-9a12-8223eb27478c,66,,"[40.2, 18.0]",69268,1,,,,,-1.2206297,,Right Foot,,,,"[44.4, 6.5]",,Low Pass,,12.242957,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing Back,4,Barcelona,217,['74e9282a-738a-4357-ac8d-622926ae7ddc'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.590,Pass,,2011/2012
,,,,,,,,,,,,,,,0.743572,,,,,,,,,,,,,6d546315-431b-402c-96c0-c572a7fb7cf7,69,,"[41.0, 7.7]",69268,1,,,,,2.0787697,,Right Foot,,,,"[35.6, 17.4]",,Ground Pass,,11.101802,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['a17aa99b-e05c-418e-a889-f143c9b39ff0'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.332,Pass,,2011/2012
,,,,,,,,,,,,,,,0.711266,,,,,,,,,,,,,547353c7-5ed8-4f62-a937-87c3d5ed55c7,72,,"[35.4, 17.6]",69268,1,,,,,-2.3197143,,Left Foot,,,,"[28.8, 10.5]",,Ground Pass,,9.693812,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,4,Barcelona,217,['9c7a1663-6f17-4a91-8718-ca8bbb632680'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.903,Pass,,2011/2012
,,,,,,,,,,,,,,,1.059108,,,,,,,,,,,,,1a30c0ab-2f87-4fdd-b92e-ec7d524d46c7,75,,"[27.8, 9.2]",69268,1,,,,,-0.4567273,,Left Foot,,,,"[39.4, 3.5]",,Ground Pass,,12.924783,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,['88109cbf-8566-4e66-9c84-5ccd8145be94'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.449,Pass,,2011/2012
,,,,,,,,,,,,,,,0.791795,,,,,,,,,,,,,090c3d46-0187-4751-b903-5c40bd99f5f2,78,,"[41.2, 4.8]",69268,1,,,,,1.3791479,,Right Foot,,,,"[43.8, 18.2]",,Ground Pass,,13.649908,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['472f9b80-97f5-4a47-a677-3486d259b317'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.141,Pass,,2011/2012
,,,,,,,,,,,,,,,1.660813,,,,,,,,,,,,,bf2a9de6-22d2-4a2e-8384-e3aaf6aafef4,81,,"[46.1, 31.7]",69268,1,,,,,1.3704888,,Right Foot,,,,"[52.8, 64.7]",,Low Pass,,33.673283,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing Back,4,Barcelona,217,['1eb2087f-0c72-4223-b06c-ced33e1e4751'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.615,Pass,,2011/2012
,,,,,,,,,,,,,,,0.965143,,,,,,,,,,,,,449eb34e-4c99-49c0-b22a-c73c44abe12d,84,,"[59.7, 69.1]",69268,1,,,,,0.56056523,,Right Foot,,,,"[73.4, 77.7]",,Ground Pass,,16.175598,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,4,Barcelona,217,['6bae8595-3de5-4dfc-ada8-3cbc6bcb321b'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.985,Pass,,2011/2012
,,,,,,,,,,,,,,,1.132052,,,,,,,,,,,,,367daf10-b8c9-4deb-abd8-bea80b486ae0,87,,"[75.1, 77.3]",69268,1,,,,,-2.462179,,Right Foot,,,,"[67.3, 71.0]",,Ground Pass,,10.026465,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,4,Barcelona,217,['31b4f839-5982-4ed4-b502-1d426ed7659a'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.764,Pass,,2011/2012
,,,,,,,,,,,,,,,1.770342,,,,,,,,,,,,,bc80a169-0a5a-46d4-83a3-a451a319cdd6,90,,"[67.7, 69.5]",69268,1,,,,,-1.3681047,,Right Foot,,,,"[75.9, 29.6]",,Ground Pass,,40.733894,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,4,Barcelona,217,['25c7c89f-42d9-4344-8132-bb8fff7f3dcb'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.217,Pass,,2011/2012
,,,,,,,,,,,,,,,1.281342,,,,,,,,,,,,,d3e33b72-b398-41ee-a830-4e894fb024eb,93,,"[77.2, 28.3]",69268,1,,,,,-1.0878274,,Right Foot,,,,"[85.8, 11.9]",,Ground Pass,,18.518099,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing Back,4,Barcelona,217,['c2126043-6302-4cbe-9cc8-010ef542e93d'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.144,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9665,,,,,,,,,,,,,634c6283-af7f-4f3a-b6ff-8401f4a7eeb1,96,,"[87.9, 24.5]",69268,1,,,,,0.38191882,,Left Foot,,,,"[100.1, 29.4]",,Low Pass,,13.1472435,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['c0220114-8078-45f0-8f76-8c5dfad96a24'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.510,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7097,,,,,,,,,,,,,49a7671d-88c9-4560-98f3-ee7a230903f2,101,,"[97.8, 29.4]",69268,1,,,,,-2.6779451,,Right Foot,,,,"[93.2, 27.1]",,Low Pass,,5.1429563,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,"['acd4b198-03d6-4575-a5aa-b39d33923922', 'd8591a0d-1407-46e3-81b4-8ca8533b03d5']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.517,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.658831,,,,,,,,,,,,,c520f452-d432-4b19-8d59-cb21f0fa9aa8,106,,"[37.7, 50.8]",69268,1,,,,,2.9973032,,Right Foot,,,,"[26.0, 52.5]",,Ground Pass,,11.822859,,,,Bruno Soriano Llido,22819.0,,,,,,Recovery,1,Regular Play,Borja Valero Iglesias,6997.0,Right Midfield,5,Villarreal,222,['91127596-671b-469a-af9f-7baac44a7162'],48,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:48.808,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2454,,,,,,,,,,,,,5408bb83-8cf9-4e99-86ed-d8e279afb62b,109,,"[29.5, 53.3]",69268,1,,,,,0.7728988,,Left Foot,,,,"[45.7, 69.1]",,Ground Pass,,22.629185,,,,Nilmar Honorato da Silva,26698.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Defensive Midfield,5,Villarreal,222,['4f1119e0-ed89-4599-a3d2-bfd133db3521'],49,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:49.507,Pass,,2011/2012
,,,,,,,,,,,,,,,0.681,,,,,,,,,,,,,fbdad2b5-e5e2-4648-a92c-6f797dc88eca,115,,"[80.5, 12.3]",69268,1,,,,,0.7270702,,Left Foot,,,,"[95.0, 25.2]",,Ground Pass,,19.40773,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['cf8e9f5d-ded5-4e15-a4bb-35ddc0d1147e'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.339,Pass,,2011/2012
,,,,,,,,,,,,,,,1.282951,,,,,,,,,,,,,2d59c090-9916-4495-b9b4-c87b6386b756,118,,"[97.6, 28.7]",69268,1,,,,,-2.0041502,,Right Foot,,,,"[88.3, 8.6]",,Ground Pass,,22.147234,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,6,Barcelona,217,['101f97e9-329b-4cad-9d51-83b071181c79'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.060,Pass,,2011/2012
,,,,,,,,,,,,,,,1.033271,,,,,,,,,,,,,fb76d5cd-0264-4a4e-9acc-03b929871a0a,121,,"[98.8, 14.2]",69268,1,,,,,1.6207547,,Right Foot,,,,"[98.4, 22.2]",,Ground Pass,,8.009994,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,['02ae44f3-4a27-41b3-9679-6159fd775f89'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.907,Pass,,2011/2012
