50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.123707,,,,,,,,,,,,05ddeb1c-4760-45d4-858c-4d260edcd738,17,,"[24.5, 19.3]",69330,0,,,,,-1.0232341,,Left Foot,,,,"[34.5, 2.9]",,Ground Pass,,19.208332,,,,Jon Aurtenetxe Borde,26788.0,,,,,,1,From Kick Off,Fernando Amorebieta Mardaras,26028.0,Left Center Back,2,Athletic Club,215,['1f92a61f-4c39-486e-b5e3-8656ae5dc57d'],8,,,,,,,,,,,,,,,Athletic Club,215,00:00:08.827,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.462356,,,,,,,,,,,,373766f3-206f-490c-a2ab-5a86dcabd083,21,,"[36.0, 0.4]",69330,0,,,,,0.35380518,,Left Foot,,,,"[75.8, 15.1]",,Low Pass,,42.42794,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,1,From Kick Off,Jon Aurtenetxe Borde,26788.0,Left Back,2,Athletic Club,215,"['11a99ced-9762-418d-9d61-22a57bcaa7b3', '7fc484e6-7f37-4b64-bda2-050792ba4e7c']",13,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.143,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.551917,,,,,,,,,,,,74c9a3ce-cc25-4f7e-b4ee-a1f53e3b36f1,26,,"[40.5, 77.3]",69330,0,,,,,-2.4145474,,Left Foot,,,,"[9.7, 49.9]",,Low Pass,,41.223778,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['82b586e2-d436-4ff6-9c68-9b926051fc91'],17,,,,,,,,,,,,,,,Barcelona,217,00:00:17.125,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.05078,,,,,,,,,,,,95b423a1-2984-432f-9e68-cf58e64ed441,29,,"[12.0, 49.9]",69330,0,,,,,-0.7853982,,Right Foot,,,,"[22.8, 39.1]",,Ground Pass,,15.273506,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['95ed1fb9-ad2c-43be-8be9-27c11cc50eea'],22,,,,,,,,,,,,,,,Barcelona,217,00:00:22.143,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.989152,,,,,,,,,,,,2cbbe12c-8642-4e70-a58f-c5436fe13456,33,,"[24.0, 40.7]",69330,0,,,,,-1.8242613,,Right Foot,,,,"[15.4, 7.5]",,Ground Pass,,34.295773,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,"['60e2329d-e32d-4f2a-8551-1b02ae4a3209', '7c4f8092-593d-4e51-8f1e-553b2ec39b2c']",24,,,,,,,,,,,,,,,Barcelona,217,00:00:24.106,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.727147,,,,,,,,,,,,bdd51150-43bb-43b9-8452-985661320971,37,,"[14.7, 13.1]",69330,0,,,,,1.6122472,,Left Foot,,,,"[13.8, 34.8]",,Ground Pass,,21.718655,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,"['1a7cde14-e828-49b7-aaff-e47ce76b040d', '8cf37920-3ead-4427-8394-ad8469d9dd3d']",27,,,,,,,,,,,,,,,Barcelona,217,00:00:27.121,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.418995,,,,,,,,,,,,42e51433-0897-4a52-85ce-72b06e44a966,40,,"[10.4, 29.9]",69330,0,,,,,2.084716,,Left Foot,,,,"[6.9, 36.1]",,Ground Pass,,7.119691,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['72adde39-2031-457e-8235-8795526b3e1b'],28,,,,,,,,,,,,,,,Barcelona,217,00:00:28.950,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.219272,,,,,,,,,,,,b2ca13b5-b38a-4838-9a7b-78da879f2fd9,44,,"[11.0, 47.4]",69330,0,,,,,0.6675665,,Right Foot,,,,"[46.9, 75.7]",,High Pass,,45.713238,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,"['2918a7b6-28f2-410e-bfc9-159fb7d6041f', '79338be1-1012-4b21-b2b5-4b55f0f7989f']",35,,,,,,,,,,,,,,,Barcelona,217,00:00:35.862,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.684522,,,,,,,,,,,,5606c44d-cbd2-407e-b2ce-80f1ff79ff50,48,,"[52.5, 76.5]",69330,0,,,,,-1.800259,,Right Foot,,,,"[49.3, 62.8]",,Ground Pass,,14.06876,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Wing Back,3,Barcelona,217,"['a3f98ec0-b4b5-486c-95a3-c3f4be0af711', 'e2d0a481-a8f4-4f05-a302-5715326892f8']",38,,,,,,,,,,,,,,,Barcelona,217,00:00:38.939,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.698023,,,,,,,,,,,,7da2953e-e337-4757-ad4c-80c84de285d7,52,,"[55.3, 54.4]",69330,0,,,,,-1.3995576,,Left Foot,,,,"[57.6, 41.1]",,Ground Pass,,13.497407,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,"['c79dbc6d-6fb8-4452-a9f5-fe15d7e32366', 'e21ab040-8547-4586-8877-5d246e1129a5']",41,,,,,,,,,,,,,,,Barcelona,217,00:00:41.037,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.106633,,,,,,,,,,,,ce593b08-e50f-4963-97a7-2e17fc9de3f1,55,,"[58.3, 46.0]",69330,0,,,,,1.2132859,,Right Foot,,,,"[64.8, 63.4]",,Ground Pass,,18.574446,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['1a80c88f-2dfa-4e17-834f-b8ba2a043f56'],44,,,,,,,,,,,,,,,Barcelona,217,00:00:44.110,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.054007,,,,,,,,,,,,4943f12d-a21d-4a01-bf4b-40304fd7a31d,58,,"[70.7, 59.3]",69330,0,,,,,-1.3068326,,Right Foot,,,,"[73.7, 48.2]",,Ground Pass,,11.4982605,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['0b4d066e-8628-45ab-89cc-0a9e31b0b495'],48,,,,,,,,,,,,,,,Barcelona,217,00:00:48.126,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.884098,,,,,,,,,,,,82a1f03a-5ed6-4ba4-94c7-1e51e1c3826e,62,,"[78.0, 39.2]",69330,0,,,,,-0.43662715,,Left Foot,,,,"[84.0, 36.4]",,Ground Pass,,6.621178,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,"['5a7e2b7c-2ce5-4179-8f7b-06b47d206f93', '7899ca09-0357-4bfe-a908-6cf8336888d2', 'c7cf83eb-f5b5-40c3-9c84-ef793f340d68']",49,,,,,,,,,,,,,,,Barcelona,217,00:00:49.839,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.5802,,,,,,,,,,,,ec39c364-8008-42d3-b81b-3070aaebf95e,66,,"[36.3, 41.9]",69330,0,,,,,-0.6716062,,Right Foot,,,,"[44.1, 35.7]",,Ground Pass,,9.963935,,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Defensive Midfield,4,Athletic Club,215,['c86a883a-126f-4305-baeb-bfa6049044c2'],51,,,,,,,,,,,,,,,Athletic Club,215,00:00:51.950,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.8013,,,,,,,,,,,,a118b933-7db8-4f28-a619-7f93e29c93ea,69,,"[43.7, 35.0]",69330,0,,,,,1.4209839,,Right Foot,,,,"[45.3, 45.6]",,Ground Pass,,10.720075,,,,Ander Iturraspe Derteano,6388.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,4,Athletic Club,215,['6b3e8f15-0cec-4ee0-95bc-e4f53de41ef1'],52,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.583,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.7992,,,,,,,,,,,,47413530-1e92-4eea-8121-454c948dff3f,73,,"[45.5, 46.2]",69330,0,,,,,3.0125835,,Left Foot,,,,"[8.5, 51.0]",,Ground Pass,,37.31005,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,4,Athletic Club,215,['fa89c5ca-2a24-499a-abf8-c0bb21535469'],54,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.526,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.7319,,,,,,,,,,,,02dba2cf-9733-4b69-925c-fd653a92fe4e,76,,"[7.3, 54.7]",69330,0,,,,,-0.04296717,,Right Foot,,,,"[70.1, 52.0]",,High Pass,,62.858013,,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,4,Athletic Club,215,['7b3baff9-d529-425c-8cb1-01646e77edf5'],58,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.377,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.7266,,,,,,,,,,,,b3b7451b-e1e0-4ad6-b6a7-8262579ad77b,78,,"[70.1, 52.0]",69330,1,,,,True,0.08673834,,,,,,"[86.2, 53.4]",,High Pass,,16.160755,,Incomplete,,,,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,4,Athletic Club,215,"['ad8601f7-68c0-44b8-b89b-e4d6b8ab6ebb', 'fdf6c9b3-97a7-436e-a408-f655f5d99ef0']",2,,,,,,,,,,,,,,,Athletic Club,215,00:01:02.149,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.686387,,,,,,,,,,,,ad8601f7-68c0-44b8-b89b-e4d6b8ab6ebb,80,,"[34.8, 27.6]",69330,1,,,,,3.01785,,Head,,,,"[14.7, 30.1]",,Low Pass,,20.254875,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,5,Barcelona,217,"['64d47ecf-fab5-4bb1-bd21-e73638b6ff04', 'b3b7451b-e1e0-4ad6-b6a7-8262579ad77b']",4,,,,,,,,,,,,,,,Barcelona,217,00:01:04.876,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,70312cb2-e667-4de8-9283-c710fe082811,83,,"[12.9, 38.4]",69330,1,,,,,-1.3387871,,Right Foot,,,,"[17.2, 20.2]",,Ground Pass,,18.701069,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['32a28fac-c6ec-4e54-b2a4-707bd9541c65'],12,,,,,,,,,,,,,,,Barcelona,217,00:01:12.064,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.10531,,,,,,,,,,,,c2839fc5-3507-4c81-b624-90d78a212e40,86,,"[41.7, 21.2]",69330,1,,,,,-1.1553042,,Right Foot,,,,"[49.2, 4.2]",,Ground Pass,,18.580904,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,5,Barcelona,217,['6e4de5c0-46d4-4cf6-a0ad-d689681e79d4'],20,,,,,,,,,,,,,,,Barcelona,217,00:01:20.166,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.278951,,,,,,,,,,,,bcf8ecbf-8881-4737-a47f-13400694c95c,89,,"[49.7, 4.2]",69330,1,,,,,2.9483812,,Right Foot,,,,"[31.3, 7.8]",,Ground Pass,,18.748867,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,5,Barcelona,217,['1d8236f7-f14a-4d98-88cc-f292c16dff21'],21,,,,,,,,,,,,,,,Barcelona,217,00:01:21.473,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.8671,,,,,,,,,,,,913c69c2-c97b-47d2-b893-27a42e4c7a56,92,,"[33.4, 8.7]",69330,1,,,,,-0.26346654,,Left Foot,,,,"[48.6, 4.6]",,Ground Pass,,15.743253,,Incomplete,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,5,Barcelona,217,['587394ce-b19d-4127-a881-2c7b6f5b157f'],23,,,,,,,,,,,,,,,Barcelona,217,00:01:23.077,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.224864,,,,,,,,,,,,3f5a8d9f-798d-4c5f-83c8-88d8b6198a88,96,,"[55.4, 57.8]",69330,1,,,,,-2.4928377,,Right Foot,,,,"[37.2, 44.0]",,Ground Pass,,22.840315,,,,Fernando Amorebieta Mardaras,26028.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,6,Athletic Club,215,['799e0429-c2f1-4e51-a144-87b7e7e61428'],26,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.641,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.790231,,,,,,,,,,,,3a147c66-6a2b-4f01-ade1-916cf4cdb371,99,,"[37.2, 40.0]",69330,1,,,,,-0.6055447,,Left Foot,,,,"[52.8, 29.2]",,Ground Pass,,18.973665,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Fernando Amorebieta Mardaras,26028.0,Left Center Back,6,Athletic Club,215,['780c604a-7233-4153-9ff5-64e9d003218e'],29,,,,,,,,,,,,,,,Athletic Club,215,00:01:29.795,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.414795,,,,,,,,,,,,f59a7272-cbe3-4fb9-baff-3f5dafa91f62,103,,"[48.5, 39.3]",69330,1,,,,,1.4220396,,Right Foot,,,,"[54.0, 76.0]",,Ground Pass,,37.109837,,,,Andoni Iraola Sagarna,26031.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,6,Athletic Club,215,['72b744af-e520-4b1c-92de-5144e520ef67'],33,,,,,,,,,,,,,,,Athletic Club,215,00:01:33.319,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.268942,,,,,,,,,,,,09157161-6e03-4308-8798-7ba90f0a3c00,107,,"[51.9, 66.0]",69330,1,,,,,-1.0251412,,Left Foot,,,,"[62.1, 49.2]",,Ground Pass,,19.654007,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Andoni Iraola Sagarna,26031.0,Right Back,6,Athletic Club,215,"['64e34c58-fb0e-4102-a2be-91f84a315c9b', '67bfa163-87dc-4f2f-bc78-c9ab198c5849']",36,,,,,,,,,,,,,,,Athletic Club,215,00:01:36.885,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.920194,,,,,,,,,,,,04876b10-b588-47f8-a472-4f860269410a,111,,"[67.8, 49.2]",69330,1,,,,,-0.57307833,,Right Foot,,,,"[88.1, 36.1]",,Ground Pass,,24.159883,,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,6,Athletic Club,215,['a6e4b816-2e58-4fbf-98f2-ea265474e4b0'],39,,,,,,,,,,,,,,,Athletic Club,215,00:01:39.305,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.083224,,,,,,,,,,,,1f776b0a-281c-409e-95b7-f6e5b11c64ce,116,,"[93.4, 29.9]",69330,1,,,,,-1.3292979,,Right Foot,,,,"[98.4, 9.6]",,Ground Pass,,20.906698,,,,Jon Aurtenetxe Borde,26788.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,6,Athletic Club,215,"['0066c160-7cb0-4334-bb2b-3a5d10995d97', '28b83e22-9159-45b7-9944-d3c56185b204']",42,,,,,,,,,,,,,,,Athletic Club,215,00:01:42.859,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.92931,,,,,,,,,,,,940cedcd-b8f4-43fd-8389-694e6d8bd112,119,,"[98.5, 6.4]",69330,1,,,,,0.80218315,,Left Foot,,,,"[119.0, 27.6]",,High Pass,,29.490507,,Out,,,,,,,,,1,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,6,Athletic Club,215,,45,,,,,,,,,,,,,,,Athletic Club,215,00:01:45.223,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.842425,,,,,,,,,,,,ef751276-f379-4110-ab72-85ee9755d392,120,,"[7.0, 45.0]",69330,2,,,,,0.24416433,,Right Foot,,,,"[35.9, 52.2]",,Ground Pass,,29.783384,,,,Sergio Busquets i Burgos,5203.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,7,Barcelona,217,['a57e6f8b-1d3b-408f-b187-f665a30185ca'],1,,,,,,,,,,,,,,,Barcelona,217,00:02:01.638,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.752585,,,,,,,,,,,,cead7ce0-8f06-4654-bc19-682c35b5b676,124,,"[39.1, 50.8]",69330,2,,,,,1.567065,,Right Foot,,,,"[39.2, 77.6]",,Ground Pass,,26.800186,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['d72f2ff2-0943-4c14-bd25-4b9203c37c92'],7,,,,,,,,,,,,,,,Barcelona,217,00:02:07.311,Pass,,2011/2012
