50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.1343,,,,,,,,,,,,,,,9080a841-d290-483c-82f3-dff79ea3e5bc,17,,"[55.8, 18.2]",303666,0,,,,1.4494443,,Other,,,,"[56.3, 22.3]",Low Pass,,4.1303754,,,,,Frenkie de Jong,8118.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,"['00216af4-1910-451f-9cbb-441c0cb8eee3', '08029775-bd18-4d06-8294-4d3f2898c469']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.534,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.671922,,,,,,,,,,,,,,,cac17d68-e175-44a5-b024-c2a3dd245315,20,,"[56.3, 23.5]",303666,0,,,,-2.5829933,,Right Foot,,,,"[49.9, 19.5]",Ground Pass,,7.547185,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Center Defensive Midfield,3,Barcelona,217,"['8c7addec-096f-472f-9db9-2e0aeca21fe6', 'e5cccc77-ac0b-4035-9367-aadaeac66c1f']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.668,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.826975,,,,,,,,,,,,,,,4ffe350f-2371-42d8-9336-9b883486357e,24,,"[48.8, 21.4]",303666,0,,,,2.9201536,,Left Foot,,,,"[29.7, 25.7]",Ground Pass,,19.578049,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['4ef60549-d7df-445c-b556-06cdf000a424'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.231,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.542903,,,,,,,,,,,,,,,6e5e84e1-1aff-4803-90cf-ed14f5394874,27,,"[28.4, 26.6]",303666,0,,,,2.702232,,Right Foot,,,,"[8.4, 36.0]",Ground Pass,,22.09887,,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7e7cdbeb-35ca-47e2-bff7-dddebfd2f72b'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.891,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.124266,,,,,,,,,,,,,,,50f6a3bc-6b28-4462-99d8-8a803cb196cc,30,,"[10.3, 36.0]",303666,0,,,,-0.43969256,,Right Foot,,,,"[42.4, 20.9]",High Pass,,35.474216,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['4905513f-8651-400f-adc6-06c6c25542bf', '61991a7d-d156-463f-8b5e-1699d8435936']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.476,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,4.042066,,,,,,,,,,,,,,,61991a7d-d156-463f-8b5e-1699d8435936,33,,"[77.7, 59.2]",303666,0,,,True,1.5293692,,,,,,"[78.5, 78.5]",High Pass,,19.316574,,,,,José Antonio Rodríguez Díaz,24126.0,,,,,Recovery,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Defensive Midfield,4,Granada,1049,"['09d33cec-092c-4acc-9d66-59ab522b74fe', '50f6a3bc-6b28-4462-99d8-8a803cb196cc', '7debaaf7-b6f8-4244-a3b4-102c7d18be71']",23,,,,,,,,,,,,,,,,,,Granada,1049,00:00:23.600,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.586726,,,,,,,,,,,,,,,c3ccab16-9eb0-4e6e-9fb7-96c47615b585,37,,"[77.8, 78.0]",303666,0,,,,-3.1162815,,Right Foot,,,,"[69.9, 77.8]",Ground Pass,,7.902531,,,,,Víctor David Díaz Miguel,24133.0,,,,,,1,Regular Play,José Antonio Rodríguez Díaz,24126.0,Right Wing,4,Granada,1049,"['231d3cd2-7f83-41bc-ac52-b38e236a5b13', 'e1b3de23-cdc1-4763-af7b-384e09ac9fd8']",28,,,,,,,,,,,,,,,,,,Granada,1049,00:00:28.696,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.199998,,,,,,,,,,,,,,,69c2ae60-3b5e-45de-9e9f-3620ae30e022,39,,"[68.9, 77.8]",303666,0,True,,,-0.20539539,,Right Foot,,,,"[71.3, 77.3]",High Pass,,2.4515302,,,Unknown,,,,,,,,,1,Regular Play,Víctor David Díaz Miguel,24133.0,Right Back,4,Granada,1049,,29,,,,,,,,,,,,,,,,,,Granada,1049,00:00:29.340,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.824699,,,,,,,,,,,,,,,a55f8f20-0db8-4028-a0b3-3d7b0f7117d0,41,,"[70.5, 77.0]",303666,0,True,,,-2.2565258,,Right Foot,,,,"[39.9, 39.6]",Ground Pass,,48.32308,,,,,Germán Sánchez Barahona,24134.0,,,,,Free Kick,1,From Free Kick,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,5,Granada,1049,['b7380dcf-2d63-448c-bfeb-d4a7825d18b5'],38,,,,,,,,,,,,,,,,,,Granada,1049,00:00:38.026,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.629525,,,,,,,,,,,,,,,bc46d590-0dbd-407b-bb5c-2fb4428c0b8d,43,,"[39.9, 39.6]",303666,0,,,,1.4305933,,Right Foot,,,,"[43.4, 64.4]",Low Pass,,25.045757,,,,,Domingos Sousa Coutinho Meneses Duarte,23807.0,,,,,,1,From Free Kick,Germán Sánchez Barahona,24134.0,Left Center Back,5,Granada,1049,['e7662969-0b44-476a-9370-668020828b79'],40,,,,,,,,,,,,,,,,,,Granada,1049,00:00:40.930,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.304561,,,,,,,,,,,,,,,f29d8330-50a9-488f-b456-2174dd0af190,46,,"[44.7, 64.4]",303666,0,,,,-2.0223315,,Right Foot,,,,"[30.2, 34.5]",Ground Pass,,33.230408,,,,,Germán Sánchez Barahona,24134.0,,,,,,1,From Free Kick,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,5,Granada,1049,['d0d47484-bc4b-45d8-8a2c-467846261c48'],43,,,,,,,,,,,,,,,,,,Granada,1049,00:00:43.958,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.902073,,,,,,,,,,,,,,,e924d148-6049-4525-9253-c4673aaad4dd,49,,"[30.2, 34.5]",303666,0,,,,0.64726996,,Right Foot,,,,"[42.9, 44.1]",Ground Pass,,15.920113,,,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,1,From Free Kick,Germán Sánchez Barahona,24134.0,Left Center Back,5,Granada,1049,['1d03e86e-56ce-49aa-bb54-38f0a9f3ce3d'],46,,,,,,,,,,,,,,,,,,Granada,1049,00:00:46.362,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.803624,,,,,,,,,,,,,,,a67b88e0-4fa8-4b00-8ca9-80d61d02d2d0,53,,"[37.2, 43.6]",303666,0,,,,-2.984233,,Right Foot,,,,"[10.1, 39.3]",Ground Pass,,27.439024,,,,,Rui Tiago Dantas da Silva,24140.0,,,,,,1,From Free Kick,Yangel Clemente Herrera Ravelo,16249.0,Right Defensive Midfield,5,Granada,1049,"['496a4ba4-da81-4fab-9c34-090145d3f95d', '867095b6-0ded-4c5d-bdff-f910d5cb339f']",48,,,,,,,,,,,,,,,,,,Granada,1049,00:00:48.527,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,5.168878,,,,,,,,,,,,,,,d3f23331-22d1-4795-abd5-96e539f8836f,57,,"[10.6, 37.9]",303666,0,,,,0.36717382,,Left Foot,,,,"[80.8, 64.9]",High Pass,,75.213295,,,Incomplete,,,,,,,,,1,From Free Kick,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,5,Granada,1049,"['6d49b44b-1e02-462f-87a8-c79e2228fe3d', 'ce693db0-fa19-4b8c-94cb-a4dd244a29ff']",52,,,,,,,,,,,,,,,,,,Granada,1049,00:00:52.125,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,2.233618,,,,,,,,,,,,,,,a38f04d9-6eb3-40af-8b61-3e3e00d2a889,62,,"[85.6, 59.2]",303666,1,,,,-0.08059428,,Right Foot,,,,"[111.6, 57.1]",Ground Pass,,26.08467,,,,,José Antonio Rodríguez Díaz,24126.0,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Center Forward,5,Granada,1049,['eb0f66ec-51c0-44dc-9920-72219c8e47a6'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:01:00.919,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.16524,,,,,,,,,,,,,,,f6249238-1983-4489-ba1a-f75e92d6cb92,66,,"[117.3, 54.4]",303666,1,,,,-1.4909663,,Right Foot,,,,"[117.5, 51.9]",Ground Pass,,2.5079873,,,Incomplete,,,,,,,,,1,From Free Kick,José Antonio Rodríguez Díaz,24126.0,Right Wing,5,Granada,1049,['f74717f5-d360-4b80-8e80-0b4b499fba99'],4,,,,,,,,,,,,,,,,,,Granada,1049,00:01:04.324,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.836193,,,,,,,,,,,,,,,f8b33014-a433-4925-a529-6fdf94815ba4,71,,"[60.0, 40.0]",303666,3,,,,-2.9434402,,Right Foot,,,,"[34.6, 34.9]",Ground Pass,,25.906948,,,,,Frenkie de Jong,8118.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,6,Barcelona,217,['7ebb748a-8250-4359-a335-16b8f5a56319'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:52.947,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.004155,,,,,,,,,,,,,,,f43c76cd-4491-4e11-a505-53b4d95bfa3e,74,,"[35.8, 26.6]",303666,4,,,,-1.9860946,,Right Foot,,,,"[30.2, 13.9]",Ground Pass,,13.879842,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Defensive Midfield,6,Barcelona,217,['009bf31e-6e08-43a0-a3b6-840401da0687'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:00.195,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.017513,,,,,,,,,,,,,,,7541a92b-b433-49ad-95a2-3dab9ee5336a,78,,"[28.1, 17.4]",303666,4,,,,2.6117437,,Left Foot,,,,"[7.1, 29.7]",Ground Pass,,24.33701,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Kick Off,Héctor Junior Firpo Adames,17304.0,Left Back,6,Barcelona,217,['cf6824b8-0dfe-4289-bd9d-dd88dd3522a7'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:02.331,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,4.671704,,,,,,,,,,,,,,,8b5aba78-e54b-4a96-b779-8ddbc1f4a02d,82,,"[8.0, 30.9]",303666,4,,,,-0.12914729,,Left Foot,,,,"[77.3, 21.9]",High Pass,,69.88197,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,6,Barcelona,217,"['0592e373-e2ca-4e0f-ba63-2cc13034a330', 'f1470592-edba-4a2f-ae13-76ed13b59567', 'f8929ee4-8690-4da6-b8c5-3ac0f2d6ce7b']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:04.429,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.893257,,,,,,,,,,,,,,,5e776bf6-e75c-48ef-a6c0-855f1235c984,85,,"[63.6, 77.8]",303666,4,,,,-2.490516,,Head,,,,"[57.3, 73.0]",High Pass,,7.920227,,,Incomplete,,Yangel Clemente Herrera Ravelo,16249.0,,,,,Recovery,1,From Kick Off,José Antonio Rodríguez Díaz,24126.0,Right Wing,6,Barcelona,217,"['d2a67825-2078-4c6e-b260-43ec8b3e6978', 'd6b89dac-d35f-4733-9194-c633be819967']",12,,,,,,,,,,,,,,,,,,Granada,1049,00:04:12.188,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.812,,,,,,,,,,,,,,,d6b89dac-d35f-4733-9194-c633be819967,87,,"[62.8, 7.1]",303666,4,,,,2.819842,,Left Foot,,,,"[55.3, 9.6]",Ground Pass,,7.905694,,,Incomplete,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Kick Off,Antoine Griezmann,5487.0,Left Wing,6,Barcelona,217,"['4eb90a3a-b5b4-454e-b198-3728abcfb85c', '5e776bf6-e75c-48ef-a6c0-855f1235c984', 'fdba6f4e-2f9a-491a-a22b-eaffdaf11eb3']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:13.081,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.499263,,,,,,,,,,,,,,,d696d44d-f6da-44aa-9c33-cea007a37df7,92,,"[70.8, 64.3]",303666,4,,,,-0.89455163,,Right Foot,,,,"[77.3, 56.2]",Ground Pass,,10.385567,,,,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Ramon Olamilekan Azeez,24127.0,Center Attacking Midfield,7,Granada,1049,"['ac809e15-dd61-485f-9858-f8eb01a36a1d', 'bd29e18c-9856-4219-9a65-18a5ea370a21']",15,,,,,,,,,,,,,,,,,,Granada,1049,00:04:15.772,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.793129,,,,,,,,,,,,,,,ce4af7ba-a8ef-43c3-9774-012a572940c8,95,,"[77.2, 56.6]",303666,4,,,,2.9718144,,Left Foot,,,,"[70.2, 57.8]",Ground Pass,,7.1021123,,,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,7,Granada,1049,['4cef9c55-42c6-4a0b-91c3-d35e03020186'],16,,,,,,,,,,,,,,,,,,Granada,1049,00:04:16.356,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,3.9501,,,,,,,,,,,,,,,38ab2770-4572-4881-bbbf-3ecf966f873b,98,,"[69.6, 58.2]",303666,4,,,,-0.027631156,,Right Foot,,,,"[109.4, 57.1]",High Pass,,39.815197,,,Incomplete,,Ramon Olamilekan Azeez,24127.0,,,Through Ball,True,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Defensive Midfield,7,Granada,1049,"['9663fa3b-bf4d-4ddc-a5fd-8e3763dd55ff', 'ef9b03c8-44e5-4437-b21e-79fd1880b029']",17,,,,,,,,,,,,,,,,,,Granada,1049,00:04:17.223,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.114731,,,,,,,,,,,,,,,a6681fea-9217-4c7a-b5b7-fde4319a41a8,102,,"[11.4, 23.1]",303666,4,,,,1.2629552,,Left Foot,,,,"[17.6, 42.6]",Ground Pass,,20.461916,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['563c7a42-f229-42ab-bf12-47f8fb22d4f0'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:22.271,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.207015,,,,,,,,,,,,,,,5ddb3f2c-bc0c-4173-8a86-9898d9a50769,105,,"[20.6, 47.0]",303666,4,,,,0.16977827,,Right Foot,,,,"[31.1, 48.8]",Ground Pass,,10.653169,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,8,Barcelona,217,['2ce91e72-a6ff-4229-8f75-3175acf5378d'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.705,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.089051,,,,,,,,,,,,,,,98db6bbd-7379-4a07-bb22-644fc54b16cd,108,,"[31.1, 48.8]",303666,4,,,,-3.0973737,,Right Foot,,,,"[19.8, 48.3]",Ground Pass,,11.311056,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,8,Barcelona,217,['cea43547-35a3-49ae-a617-043f254950eb'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:26.086,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.401563,,,,,,,,,,,,,,,d4cdb070-7729-48f9-bce4-64a3557fc3cc,111,,"[22.9, 46.1]",303666,4,,,,-1.3734008,,Right Foot,,,,"[28.0, 20.6]",Ground Pass,,26.005,,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,8,Barcelona,217,['c3bddda7-1590-4dc0-b88a-01c4d6fbb423'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:30.055,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.138792,,,,,,,,,,,,,,,bc9be23d-53f3-48e9-a477-c115ef4769f3,115,,"[21.6, 20.0]",303666,4,,,,-1.815775,,Left Foot,,,,"[19.0, 9.6]",Ground Pass,,10.720075,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Center Defensive Midfield,8,Barcelona,217,"['6ae83168-dc88-4802-8f7e-09e1db3ddfb8', 'c9c9fe55-1647-4595-9cae-741f6e359679']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:33.267,Pass,True,2019/2020
