50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.500562,,,,,,,,,,,,,,9688d3e1-9a00-4dfd-a4d5-5c25478a467c,16,,"[41.8, 11.0]",266066,0,,,,,2.0552742,,Left Foot,,,,"[32.8, 28.1]",,Ground Pass,,19.32382,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['a8cddc87-6831-4ee5-9093-0e1de6798250'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.235,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.16702,,,,,,,,,,,,,,d957b44b-99f1-4782-a557-59a38afdbecd,19,,"[32.0, 31.2]",266066,0,,,,,1.02754,,Right Foot,,,,"[44.5, 51.9]",,Ground Pass,,24.181398,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['1dbeacb9-342f-4fe6-bf8d-f0bf8e7c4a5d'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.610,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.777595,,,,,,,,,,,,,,424ff7c9-d166-4652-9df7-8a214f7927a3,22,,"[50.1, 59.0]",266066,0,,,,,1.3004102,,Right Foot,,,,"[55.2, 77.4]",,Ground Pass,,19.093716,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['3e23c5e2-680c-45ec-b067-7768e5273ee0'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.050,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.646442,,,,,,,,,,,,,,92b5532f-9bb3-4089-9e75-a37fa910fbf7,25,,"[55.5, 73.3]",266066,0,,,,,-1.6756732,,Right Foot,,,,"[54.9, 67.6]",,Ground Pass,,5.731492,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['66f1024b-2c26-4423-95a9-de647818da3f'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.018,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.088643,,,,,,,,,,,,,,d0660b55-c246-4e96-a1f9-daa5e6df47fc,28,,"[54.9, 67.6]",266066,0,,,,,2.564153,,Right Foot,,,,"[48.3, 71.9]",,Ground Pass,,7.877182,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['824c9d92-fc0c-424e-aca7-31a2ae048b6a'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.721,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.813891,,,,,,,,,,,,,,f93f0a13-c96a-4b67-addb-000a219c5885,32,,"[43.2, 69.0]",266066,0,,,,,-2.401209,,Left Foot,,,,"[25.8, 53.1]",,Ground Pass,,23.570532,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['0926ca99-466e-4b1d-b1f0-b64165554d0e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.924,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.85815,,,,,,,,,,,,,,eb5ddbb3-8284-4883-be19-eb9a2183505b,35,,"[27.9, 50.0]",266066,0,,,,,-1.3051928,,Right Foot,,,,"[35.0, 23.9]",,Ground Pass,,27.048475,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['09f0c5cf-e1a6-44b1-bd62-90094b3a2efd'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.610,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.584525,,,,,,,,,,,,,,12b23d97-89ff-4d08-ad81-3384b35dbb29,38,,"[50.5, 28.0]",266066,0,,,,,1.7126933,,Right Foot,,,,"[47.7, 47.6]",,Ground Pass,,19.79899,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['f2f1cc8b-08f0-46cd-816c-df90e1bd5341'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.424,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.916261,,,,,,,,,,,,,,0dc397e1-7edc-4f05-9e0b-92a32855702f,41,,"[49.9, 49.2]",266066,0,,,,,-1.4868357,,Right Foot,,,,"[51.6, 29.0]",,Ground Pass,,20.271408,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['02ee17ca-0dd9-4cfc-9b89-667d362192dd'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.264,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.623409,,,,,,,,,,,,,,ac52c0f6-cd76-42a8-b1c6-c7e6b0ba34fd,45,,"[54.9, 26.7]",266066,0,,,,,-0.90237826,,Right Foot,,,,"[74.8, 1.5]",,Ground Pass,,32.109966,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['b08bc0d7-5068-41d0-9f0a-154dc2eb8bdf'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.912,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.074633,,,,,,,,,,,,,,3ae63398-04e3-49a3-92b0-89462db92244,48,,"[92.4, 16.6]",266066,0,,,,,2.2618806,,Right Foot,,,,"[85.7, 24.7]",,Ground Pass,,10.511898,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['bf338b85-6cb7-4b4e-a23c-25a8299efecf'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.394,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.5805,,,,,,,,,,,,,,3312ee52-9709-41ee-bd6e-29abfac9ce98,52,,"[85.5, 31.5]",266066,0,,,,,1.2518262,,Right Foot,,,,"[96.2, 63.9]",,High Pass,,34.12111,,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,"['39fcdf9a-2b94-43f5-a242-acaffbb6429d', '7f346af9-8645-4469-a131-f15056045088']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.598,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.700365,,,,,,,,,,,,,,6244464f-5ab3-475c-97d7-8e3d9414a5d2,57,,"[85.2, 62.1]",266066,0,,,,,-2.5814712,,Right Foot,,,,"[79.3, 58.4]",,Ground Pass,,6.9641943,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['bf64e17f-cb61-4f72-8f4b-9f89a216171c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.659,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.695925,,,,,,,,,,,,,,61cfc5d3-499a-458f-b93a-e27cb5612ecc,60,,"[79.3, 54.7]",266066,0,,,,,-1.6988791,,Right Foot,,,,"[77.6, 41.5]",,Ground Pass,,13.309019,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['6ebb8ba8-fdfb-44de-b950-478ef8b77b9f'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.579,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.678187,,,,,,,,,,,,,,ee0902e0-05e7-4879-adb1-f03a0b15ec98,63,,"[75.7, 29.4]",266066,0,,,,,1.7482575,,Right Foot,,,,"[72.4, 47.8]",,Ground Pass,,18.693583,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3afda594-6c94-4e7c-8b4a-8dd73e0b0ac3'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.620,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.8038,,,,,,,,,,,,,,b4edffc9-b788-43c5-9c0a-8eb7d9cdcd9e,66,,"[75.9, 50.0]",266066,0,,,,,0.32175055,,Right Foot,,,,"[82.2, 52.1]",,Ground Pass,,6.6407833,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,"['7bca262e-2f50-4f06-b5dc-3b4f73ecc0aa', 'ea989213-c037-4bf4-9211-873753a319bf']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.218,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.063,,,,,,,,,,,,,,f082ec06-fdac-4bba-b722-1280ae178bfd,81,,"[76.0, 35.1]",266066,1,,,,,0.95378834,,Left Foot,,,,"[84.3, 46.8]",,Ground Pass,,14.345034,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['04b1551f-b829-400f-a618-0aabe79f7cf4'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.711,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.3586,,,,,,,,,,,,,,ced81cef-0c4b-47de-a609-25f931d86132,86,,"[44.5, 33.0]",266066,1,,,,,2.329174,,Right Foot,,,,"[42.7, 34.9]",,Ground Pass,,2.6172504,,,Incomplete,,,,,,,,,Interception,1,From Kick Off,Aleix Vidal Parreu,6400.0,Left Wing,2,Barcelona,217,['dbaee656-7a1b-43c7-815b-ae00474db416'],6,,,,,,,,,,,,,,,,,Almería,403,00:01:06.992,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.4135,,,,,,,,,,,,,,985269e0-8f61-48aa-abee-b720252f8d8d,89,,"[79.1, 51.3]",266066,1,,,,,1.2578951,,Left Foot,,,,"[82.4, 61.5]",,Ground Pass,,10.720541,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['5bd6d79b-0d4b-4e87-85eb-b0cc14dd2bb2'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.938,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.2397,,,,,,,,,,,,,,88e34981-458c-4910-97ef-dea976a56b2a,92,,"[82.4, 61.5]",266066,1,,,,,0.6699715,,Right Foot,,,,"[97.8, 73.7]",,Ground Pass,,19.646883,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['3fe2d207-c4c9-4cdf-b854-ffcf8b3654f6'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.391,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.100214,,,,,,,,,,,,,,1b4f2d3d-4c23-4d95-92a9-39b6bdfcc5e9,95,,"[100.9, 68.0]",266066,1,,,,,-2.56159,,Right Foot,,,,"[92.2, 62.3]",,Ground Pass,,10.400962,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Barcelona,217,['eef50a19-3c99-4394-8aff-3346b4981aa4'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.985,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.985389,,,,,,,,,,,,,,253b6208-ad22-4b1f-a9fa-ab4d66e793eb,98,,"[92.2, 62.3]",266066,1,,,,,-1.677532,,Right Foot,,,,"[91.0, 51.1]",,Ground Pass,,11.264102,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['2d5eea4e-d448-4316-ad44-02287b35b713'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.184,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.693199,,,,,,,,,,,,,,65da2fbe-88c2-46ed-ae3b-82325db3361d,102,,"[91.1, 47.8]",266066,1,,,,,-1.2895641,,Left Foot,,,,"[95.0, 34.3]",,Ground Pass,,14.052046,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['85d7fa9a-cfb1-42b4-acd6-a751a7f9480a'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.627,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.7818,,,,,,,,,,,,,,543dd53a-7ed1-4f1b-a10a-03e489e82163,104,,"[95.0, 34.3]",266066,1,,,,,1.4382448,,Right Foot,,,,"[96.2, 43.3]",,Ground Pass,,9.079648,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,"['6911fc47-87b9-48cf-b0c9-adef7bd6206c', '85d729d5-6902-418a-8c74-c7420b255b92']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.320,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.5107,,,,,,,,,,,,,,85d729d5-6902-418a-8c74-c7420b255b92,106,,"[24.8, 37.7]",266066,1,,,,,1.5430257,,Left Foot,,,,"[25.1, 48.5]",,Ground Pass,,10.804166,,,,,Rafael Ramos Lozano,27516.0,,,,,,Recovery,1,Regular Play,José Antonio García Rabasco,24149.0,Left Defensive Midfield,3,Almería,403,"['543dd53a-7ed1-4f1b-a10a-03e489e82163', 'df62c1ab-f5a1-4634-884a-ae001aa83543']",19,,,,,,,,,,,,,,,,,Almería,403,00:01:19.102,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.0338,,,,,,,,,,,,,,61951493-d5f8-432d-86e9-f34f69fbce41,110,,"[34.7, 59.9]",266066,1,,,,,0.0,,Right Foot,,,,"[52.1, 59.9]",,Ground Pass,,17.4,,,,,Ramon Olamilekan Azeez,24127.0,,,,,,,1,Regular Play,Rafael Ramos Lozano,27516.0,Right Back,3,Almería,403,['ad8565b5-3e30-47d7-a5ca-fda53990c38a'],23,,,,,,,,,,,,,,,,,Almería,403,00:01:23.198,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.7036,,,,,,,,,,,,,,50a8073a-b1aa-4cd6-9c8d-638f03eff743,113,,"[58.6, 63.2]",266066,1,,,,,0.49371374,,Right Foot,,,,"[84.8, 77.3]",,Ground Pass,,29.75315,,,,,Jonathan Sundy Zongo,27458.0,,,,,,,1,Regular Play,Ramon Olamilekan Azeez,24127.0,Right Defensive Midfield,3,Almería,403,['fe03933b-dc34-4b6c-ac39-80c3cbeb4669'],25,,,,,,,,,,,,,,,,,Almería,403,00:01:25.469,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.5328,,,,,,,,,,,,,,f7aaf298-25b1-4814-9cdb-279391376882,120,,"[41.2, 7.1]",266066,1,,,,,1.4905095,,Right Foot,,,,"[42.6, 24.5]",,Ground Pass,,17.45623,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['04621d4b-30dc-44d8-9cd7-ca9c0230daec'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.369,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.089269,,,,,,,,,,,,,,0edebcbd-059f-4d0f-a6df-935bf49a5533,123,,"[49.1, 27.8]",266066,1,,,,,-0.8286612,,Right Foot,,,,"[71.2, 3.7]",,Ground Pass,,32.69893,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['cc71de91-1476-4531-9e27-024fec31622e'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.991,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.895931,,,,,,,,,,,,,,bb339e16-51b8-4e8e-963f-043d3c9dbacd,129,,"[32.7, 71.6]",266066,1,,,,,0.24260055,,Right Foot,,,,"[52.5, 76.5]",,Low Pass,,20.397305,,,Incomplete,,Jonathan Sundy Zongo,27458.0,,,,,,,1,Regular Play,Rafael Ramos Lozano,27516.0,Right Back,4,Barcelona,217,"['c7858379-77e4-4149-91b4-f84eea1ad502', 'd8e1e3d6-dda7-4f04-87a4-7885502959fc']",43,,,,,,,,,,,,,,,,,Almería,403,00:01:43.467,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.7692,,,,,,,,,,,,,,1420fbec-662c-488a-b0dc-c19dd63b5854,133,,"[76.0, 1.1]",266066,1,,,,,1.3803612,,Left Foot,,,,"[77.6, 9.4]",,Low Pass,,8.45281,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['88f03b0f-e203-494a-9d2c-627157295cef'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.282,Pass,,2013/2014
