50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.527574,,,,,,,,,,,,84b9cb5c-2543-4453-95b6-cebe13b4de42,15,,"[94.7, 28.3]",69187,0,,,,,-0.61072594,,Left Foot,,,"[112.7, 15.7]",Low Pass,,21.9718,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Throw In,Enrique Sola Clemente,26518.0,Center Forward,3,Osasuna,422,['119c3357-36da-4411-810e-93e395751589'],22,,,,,,,,,,,,,,,,,Osasuna,422,00:00:22.624,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.418087,,,,,,,,,,,,fe298ffd-b86d-437b-815e-ba43a1a16422,19,,"[114.5, 12.2]",69187,0,,,,,2.848157,,Right Foot,,,"[100.6, 16.4]",Low Pass,,14.520675,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Throw In,Carlos Alberto Vela Garrido,5560.0,Left Wing,3,Osasuna,422,['1a58e7b9-069e-4b11-8438-5bf0f25a06e0'],27,,,,,,,,,,,,,,,,,Osasuna,422,00:00:27.272,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.3279,,,,,,,,,,,,ec7118db-554e-4980-a3b5-f87a786488d5,22,,"[100.9, 16.3]",69187,0,,,,,1.3774587,,Right Foot,True,,"[107.4, 49.5]",High Pass,,33.83031,Incomplete,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Wing,3,Osasuna,422,['ef70cb6f-6354-4740-9d92-a93e186ab8cf'],29,,,,,,,,,,,,,,,,,Osasuna,422,00:00:29.016,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.1037,,,,,,,,,,,,ff8f632c-d03b-47f3-81dc-d8b239886ac7,24,,"[82.6, 53.1]",69187,0,,,,,0.41478267,,Right Foot,,,"[106.9, 63.8]",High Pass,,26.55146,Incomplete,,Juan Francisco Torres Belén,6375.0,,,,,Recovery,1,From Throw In,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,3,Osasuna,422,"['98076583-43d0-4f0e-b3a4-80309510b0b8', 'db869310-99cd-43e4-9b6d-fe708f055797']",33,,,,,,,,,,,,,,,,,Osasuna,422,00:00:33.856,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.00804,,,,,,,,,,,,850ac9a0-a86c-4d09-8b43-ecb18933cf82,29,,"[32.0, 27.2]",69187,0,,,,,-0.67474097,,Right Foot,,,"[37.0, 23.2]",High Pass,,6.4031243,Incomplete,,,,,,,,Recovery,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Osasuna,422,['3bc43c2d-6339-4f6c-bca8-a1fca7a24a7d'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.336,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9227,,,,,,,,,,,,c7f8f081-cdd5-485e-ba06-a3f0669cd6eb,32,,"[80.4, 51.0]",69187,0,,,,,-2.7659523,,Right Foot,,,"[73.3, 48.2]",Low Pass,,7.632169,,,Francisco Javier García Fernández,6836.0,,,,,,1,From Throw In,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,3,Osasuna,422,['018a3788-3bbd-4e13-9500-356e861c30a2'],42,,,,,,,,,,,,,,,,,Osasuna,422,00:00:42.107,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3056,,,,,,,,,,,,e19b62a9-81ac-45ea-8fe9-093d5a68cd55,35,,"[73.3, 48.2]",69187,0,,,,,-1.0102538,,Right Foot,,,"[87.8, 25.1]",Low Pass,,27.273796,Incomplete,,,,,,,,,1,From Throw In,Francisco Javier García Fernández,6836.0,Left Defensive Midfield,3,Osasuna,422,['071b104e-41b7-4f0a-bd2a-b7f53724b970'],43,,,,,,,,,,,,,,,,,Osasuna,422,00:00:43.118,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6909,,,,,,,,,,,,b2eef020-f019-4fea-8850-8541bf528804,38,,"[37.3, 55.6]",69187,0,,,,,1.5427139,,Left Foot,,,"[37.8, 73.4]",Low Pass,,17.80702,,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,4,Barcelona,217,['18d044b1-9955-44c6-a70c-adc174f8b87d'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.030,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2723,,,,,,,,,,,,14bbb0d2-f253-4683-8236-642bd845b823,41,,"[37.7, 72.9]",69187,0,,,,,-2.297895,,Right Foot,,,"[25.6, 59.3]",Ground Pass,,18.203571,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,4,Barcelona,217,['48a84147-1356-4d2e-9027-6aba17247015'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.446,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8044,,,,,,,,,,,,088bf0c8-79ac-458d-abcd-f1b42a563e23,44,,"[25.8, 59.3]",69187,0,,,,,-1.6542037,,Right Foot,,,"[23.2, 28.2]",Low Pass,,31.208492,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,['f5becef6-d39c-4810-8342-ac757e3edf88'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.556,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.7762,,,,,,,,,,,,c719f4a9-3e16-41a5-b7cb-1a26263def78,47,,"[27.2, 27.8]",69187,0,,,,,-0.83445436,,Left Foot,,,"[45.6, 7.5]",Ground Pass,,27.397993,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,4,Barcelona,217,['057d7570-c6f6-4397-bdfb-37e66efb8841'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.083,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.2185,,,,,,,,,,,,23f33070-4316-44b8-a554-0e795fefde32,50,,"[47.3, 17.3]",69187,0,,,,,1.7647988,,Left Foot,,,"[39.5, 57.0]",Ground Pass,,40.458992,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['277b4e99-ead1-4841-a1b3-0f07f38d4487'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.337,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4076,,,,,,,,,,,,caa88307-0b77-4896-a028-b80b5da83fd4,53,,"[40.2, 56.3]",69187,1,,,,,-0.120222785,,Right Foot,,,"[55.1, 54.5]",Ground Pass,,15.008331,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,['da7a4c49-b960-485f-9dc1-68df6250ea46'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.637,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9416,,,,,,,,,,,,92d2d091-68e2-4156-ac08-452cd1943cc9,56,,"[55.1, 54.5]",69187,1,,,,,2.7620833,,Right Foot,,,"[37.8, 61.4]",Ground Pass,,18.625252,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,4,Barcelona,217,['0ecb1229-ab68-4eeb-aeaa-a77c7c33559c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.124,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4642,,,,,,,,,,,,32f3eb46-c234-429a-9662-50e9b6017fa0,59,,"[43.7, 64.3]",69187,1,,,,,-0.3464805,,Right Foot,,,"[85.8, 49.1]",Low Pass,,44.759914,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,"['5a220a41-45d9-4030-b89d-b822dbed8f8b', 'a4f17275-0cc2-430d-9113-16e0e3818dce']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.744,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3861,,,,,,,,,,,,a4f17275-0cc2-430d-9113-16e0e3818dce,61,,"[35.2, 31.9]",69187,1,,,,,-0.47014102,,Right Foot,,,"[65.9, 16.3]",Low Pass,,34.436172,,,Enrique Sola Clemente,26518.0,,,,,Recovery,1,Regular Play,César Cruchaga Lasa,25867.0,Left Center Back,5,Osasuna,422,"['32f3eb46-c234-429a-9662-50e9b6017fa0', '52879c7a-a4b6-4884-bc97-94307aaf4745']",11,,,,,,,,,,,,,,,,,Osasuna,422,00:01:11.208,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.784931,,,,,,,,,,,,7e2d1acc-c577-46c2-aff8-381ee2ac8670,64,,"[65.9, 16.4]",69187,1,,,,,2.819842,,Right Foot,,,"[57.8, 19.1]",Low Pass,,8.53815,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Enrique Sola Clemente,26518.0,Center Forward,5,Osasuna,422,['918c2586-caf6-442e-a586-8522e60040a7'],12,,,,,,,,,,,,,,,,,Osasuna,422,00:01:12.674,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.928626,,,,,,,,,,,,e1a3d265-153c-4d5e-ac83-a7be7465f167,67,,"[64.5, 15.9]",69187,1,,,,,-0.5547922,,Left Foot,,,"[78.7, 7.1]",Ground Pass,,16.705688,,,Enrique Sola Clemente,26518.0,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Left Wing,5,Osasuna,422,['38a5a234-d2eb-4297-a60a-0b77e06e905c'],15,,,,,,,,,,,,,,,,,Osasuna,422,00:01:15.031,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3147,,,,,,,,,,,,e0b9505d-b782-427a-89d2-ecb7f5546a32,72,,"[104.2, 14.3]",69187,1,,,,,1.4837441,,Right Foot,True,,"[106.6, 41.8]",Low Pass,,27.604528,Incomplete,,Jaroslav Plašil,3150.0,,,,,,1,Regular Play,Enrique Sola Clemente,26518.0,Center Forward,5,Osasuna,422,"['3cc874c5-9f8d-45e1-b150-fd091aea2913', 'dd2d64b8-cd37-4588-b265-fabfcc0bd69f']",23,,,,,,,,,,,,,,,,,Osasuna,422,00:01:23.803,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.882697,,,,,,,,,,,,6144cf0e-9c6d-49ea-a958-cb090df97275,77,,"[71.9, 34.1]",69187,1,,,,,1.4202206,,Right Foot,,,"[74.1, 48.6]",Ground Pass,,14.665947,,,Francisco Puñal Martínez,25874.0,,,,,,1,Regular Play,Francisco Javier García Fernández,6836.0,Left Defensive Midfield,5,Osasuna,422,['6c3c509e-d06c-47d5-aff7-65978ce9ffe2'],28,,,,,,,,,,,,,,,,,Osasuna,422,00:01:28.669,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.628,,,,,,,,,,,,16cd2127-bdc8-4812-89ba-f785bd9be5a1,81,,"[71.3, 48.4]",69187,1,,,,,2.8033147,,Right Foot,,,"[35.2, 61.1]",Ground Pass,,38.268787,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,5,Osasuna,422,"['11195fd6-7ae0-4cf3-af64-4bd8df4199f8', 'c9ebf730-c5c3-46ba-8ecf-7ada1728adf6']",30,,,,,,,,,,,,,,,,,Osasuna,422,00:01:30.580,Pass,True,2007/2008
,,,,,,,,,,,,,,,,5.1675,,,,,,,,,,,,167f1875-4d5c-4441-94a9-8c5f8bb3aa2a,84,,"[25.7, 60.5]",69187,1,,,,,-2.122695,,Left Foot,,,"[11.6, 37.6]",Ground Pass,,26.89275,,,Ricardo López Felipe,25912.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,5,Osasuna,422,['64553c28-e95a-4f90-b47e-7c096c678e85'],34,,,,,,,,,,,,,,,,,Osasuna,422,00:01:34.395,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.644798,,,,,,,,,,,,340786dc-2d67-42eb-89e9-07fdd681aaa1,88,,"[12.1, 36.8]",69187,1,,,,,0.39842692,,Left Foot,,,"[58.9, 56.5]",High Pass,,50.77726,,,Francisco Puñal Martínez,25874.0,,,,,,1,Regular Play,Ricardo López Felipe,25912.0,Goalkeeper,5,Osasuna,422,['3b84816e-d9da-4f6e-b0e5-9b0401fc877e'],39,,,,,,,,,,,,,,,,,Osasuna,422,00:01:39.643,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.710503,,,,,,,,,,,,c1c34e77-f811-496a-9e67-5a995ffac512,90,,"[58.9, 56.6]",69187,1,,,,,0.85646474,,Head,,,"[72.6, 72.4]",Low Pass,,20.912437,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,5,Osasuna,422,['2bb9f5f2-b055-45ab-a390-b5ba0bccdb20'],42,,,,,,,,,,,,,,,,,Osasuna,422,00:01:42.328,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.4905,,,,,,,,,,,,1d9c7496-1b9b-4178-b377-d142adbc8749,95,,"[42.4, 1.0]",69187,1,,,,,2.7310352,,,,,"[16.9, 12.1]",Low Pass,,27.81115,,,Gabriel Alejandro Milito,25919.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,6,Barcelona,217,['f4bab7ac-186d-4009-81f6-0e4910533736'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.423,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1867,,,,,,,,,,,,03cbc34c-8e5b-4ee3-ad19-63ef7a14523b,98,,"[16.9, 12.1]",69187,1,,,,,0.37956387,,Left Foot,,,"[35.2, 19.4]",Ground Pass,,19.702284,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,6,Barcelona,217,['6da97142-68cf-45b6-a413-cb92f1672168'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.063,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.269798,,,,,,,,,,,,91b071e7-0b09-4230-bd4d-e16474957a90,102,,"[36.9, 17.6]",69187,1,,,,,-0.60826206,,Right Foot,,,"[56.0, 4.3]",Low Pass,,23.27445,,,Thierry Henry,15516.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,6,Barcelona,217,"['abe41223-05a6-4b7c-8b47-adac59689bb6', 'b40cfcb2-48ef-4d61-b313-fb749d03bb34']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.373,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.609399,,,,,,,,,,,,0c6545cb-d2d6-4191-8907-44fa2b614424,105,,"[56.0, 4.3]",69187,1,,,,,1.234433,,Right Foot,,,"[61.0, 18.6]",Low Pass,,15.148928,,,Anderson Luís de Souza,19757.0,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,6,Barcelona,217,['fbbd5c12-3dbc-4653-9c1d-2422b1862367'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.683,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3786,,,,,,,,,,,,f0e08ec8-5074-4e71-8880-bfc5f67da719,108,,"[60.7, 21.2]",69187,2,,,,,1.467462,,Right Foot,,,"[62.1, 34.7]",Ground Pass,,13.572398,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,6,Barcelona,217,['4a2650c6-3d38-4312-a041-80d1cc379daf'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.332,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.752599,,,,,,,,,,,,58b77487-8e63-4483-b520-2b632deb1d77,111,,"[62.1, 32.4]",69187,2,,,,,1.2305782,,Right Foot,,,"[66.1, 43.7]",Ground Pass,,11.987077,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,6,Barcelona,217,['119f334a-5f3b-40f7-9d1a-62a7e9a6be88'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.711,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8252,,,,,,,,,,,,3bd94814-ff5c-4c1f-9529-36281cb873fc,114,,"[79.0, 45.9]",69187,2,,,,,1.0059915,,Left Foot,,,"[91.8, 66.1]",Ground Pass,,23.914013,,,Bojan Krkíc Pérez,4913.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,['d3bf7d63-4971-4a24-88d8-d9f5a1bbd135'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.607,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.0738,,,,,,,,,,,,c1d8b435-7c82-476e-9c42-36bc46ca088e,118,,"[101.8, 54.8]",69187,2,,,,,-2.4120972,,Right Foot,,,"[80.1, 35.4]",Ground Pass,,29.10756,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,6,Barcelona,217,"['892cd377-8d45-4f98-9312-4843acdd0cac', 'f82711c6-599e-4b2f-adf9-f779635a1391']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.567,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.0251,,,,,,,,,,,,7f14fc2d-ee40-4b5e-97f1-1688a9c717d2,121,,"[80.6, 35.8]",69187,2,,,,,-0.44713968,,Right Foot,,,"[97.7, 27.6]",Ground Pass,,18.964441,Pass Offside,,Thierry Henry,15516.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,6,Barcelona,217,['a8db2f0e-1700-45a1-8f81-73e27470f3de'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.292,Pass,,2007/2008
