50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.035642,,,,,,,,,,,1ea20a0f-ab53-4461-a32e-1f93fcdbb95d,16,,,"[79.7, 69.6]",267520,0,,,,-1.2031262,,Head,,,,"[84.9, 56.1]",,High Pass,,14.466859,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Kick Off,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,2,Real Sociedad,210,"['0fb66000-96b7-4701-b5c5-b9bf550cd49a', '96bff1c1-9ac3-4043-8271-2014d1072bc0']",10,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.034,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.3347,,,,,,,,,,,5b1ea65e-38bb-4104-8e57-37a34dced1eb,20,,,"[74.9, 56.5]",267520,0,,,,-0.14888994,,Right Foot,,,,"[78.9, 55.9]",,Low Pass,,4.0447497,Incomplete,,Haris Seferović,5543.0,,,,,Recovery,1,From Kick Off,Marco Sangalli Fuentes,23796.0,Left Wing,2,Real Sociedad,210,"['73a76d05-7ae6-4380-9f78-da57c921023d', 'a502ac39-2343-4180-867c-0d22a801f119']",12,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:12.511,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.982459,,,,,,,,,,,24f6aa56-e92a-4217-9e82-fe04768c74f1,23,,,"[67.7, 56.5]",267520,0,,,,0.37354004,,Head,,,,"[95.0, 67.2]",,High Pass,,29.322006,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,Recovery,1,From Kick Off,Markel Bergara Larrañaga,6633.0,Right Center Midfield,2,Real Sociedad,210,"['0fe4dcc0-9833-4490-8b5c-f1d5465578ac', '21cd675d-3603-4fd8-9533-0ecb53ce9118']",14,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:14.293,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.68973,,,,,,,,,,,a25c893b-ea9e-4b16-b19e-c56732e63b00,33,,,"[99.1, 68.0]",267520,0,,,,-1.9001225,84beacfc-48ea-4312-a351-4a90d1fc7867,Right Foot,,,,"[93.7, 52.2]",,Ground Pass,,16.697306,,,Markel Bergara Larrañaga,6633.0,True,,,,,1,From Kick Off,Marco Sangalli Fuentes,23796.0,Left Wing,2,Real Sociedad,210,"['e4af3d89-51d3-4308-9b67-303314e62251', 'eca7f078-2c2d-4848-8664-f8e57010740c']",22,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:22.592,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,2.120541,,,,,,,,,,,e92bb530-3d3a-4574-979d-0c99a98f8a37,38,,,"[6.0, 36.0]",267520,0,True,,,0.5435068,,Right Foot,,,,"[58.3, 67.6]",,High Pass,,61.105236,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['52c68cc5-903c-456c-8f2b-24bcbbd3b567'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.021,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.1631,,,,,,,,,,,52b131c5-c428-4533-a792-0139753bcda3,43,,,"[78.4, 1.0]",267520,0,,,,1.1297579,,,,,,"[86.0, 17.1]",,High Pass,,17.803652,,,Haris Seferović,5543.0,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,4,Real Sociedad,210,['d42c5082-d7db-4c58-97dd-f7a6ca6f0cf3'],58,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:58.979,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.202939,,,,,,,,,,,6944916f-6568-41bf-802c-12f67399a99d,47,,,"[85.4, 14.9]",267520,1,,,,3.0598083,,Right Foot,,,,"[79.3, 15.4]",,Ground Pass,,6.1204576,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Haris Seferović,5543.0,Center Forward,4,Real Sociedad,210,['5ec23bd3-b895-4f25-bdbd-6a2e1530027e'],1,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:01.182,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.148676,,,,,,,,,,,e580ab17-7128-4d0b-bf17-00ab87e86550,50,,,"[97.6, 25.2]",267520,1,,,,1.4564327,6bd68e0f-4a4c-4d0d-bba5-8696f3345309,Left Foot,,,,"[99.3, 40.0]",,Ground Pass,,14.897315,,,Haris Seferović,5543.0,True,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,4,Real Sociedad,210,['f8c7d1ed-96ad-4218-af73-dc0ba3a5e221'],5,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:05.600,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.720971,,,,,,,,,,,194aaa49-03d5-44f5-9413-c330b47b6051,58,,,"[14.9, 16.0]",267520,1,,True,,-1.276927,,Left Foot,,,,"[19.5, 0.8]",,Ground Pass,,15.880806,Injury Clearance,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['7c865d99-f6f2-4b42-9366-7896d3640a18'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.237,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.822863,,,,,,,,,,,81321d30-07d0-4974-8480-5a4951f4560b,61,,,"[99.5, 80.0]",267520,2,True,True,,0.07339732,,,,,,"[106.3, 80.5]",,High Pass,,6.8183575,Injury Clearance,,,,,,,,Throw-in,1,From Throw In,Daniel Estrada Agirrezablaga,26441.0,Right Back,6,Real Sociedad,210,,10,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:10.339,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.917,,,,,,,,,,,556b3b16-97d4-4237-8a6c-70d844521af1,62,,,"[33.9, 1.0]",267520,2,,,,0.39852244,,,,,,"[41.5, 4.2]",,Low Pass,,8.246211,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,7,Barcelona,217,['6f63c957-3295-4fbd-9b12-03c7c08d5e95'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.607,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.706258,,,,,,,,,,,e7d599e8-a970-40d6-a24a-7595f194c2ed,66,,,"[41.3, 6.0]",267520,2,,,,-2.6271412,,Right Foot,,,,"[36.7, 3.4]",,Low Pass,,5.283938,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,7,Barcelona,217,"['433b4fcc-b552-4f72-bb03-41b719124fa2', 'cb2562a1-42ad-4f60-b94e-ce5255c6c1ab']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:38.604,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,2.073258,,,,,,,,,,,341c4cd2-1e9c-4ee4-b42c-205e64496f57,69,,,"[36.7, 3.4]",267520,2,,,,0.2754261,,Left Foot,,,,"[45.9, 6.0]",,High Pass,,9.560335,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,7,Barcelona,217,['2899a6e3-22af-4f36-8440-4b9d5a2cbebf'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.390,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.79344,,,,,,,,,,,c851144e-af94-4f59-8b06-74a5ec2e7dd9,77,,,"[78.4, 77.8]",267520,2,,,,-3.1235766,,Right Foot,,,,"[67.3, 77.6]",,Ground Pass,,11.101802,,,Javier Ros Añón,24042.0,,,,,Recovery,1,Regular Play,Marco Sangalli Fuentes,23796.0,Left Wing,8,Real Sociedad,210,['289d5e87-1911-40c2-92c5-fee8b3f5d385'],43,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:43.614,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.655009,,,,,,,,,,,f8f75af1-cb95-426d-9d61-329e250ff9bd,81,,,"[63.8, 77.4]",267520,2,,,,-0.21109334,,Right Foot,,,,"[68.0, 76.5]",,Ground Pass,,4.2953463,,,Daniel Estrada Agirrezablaga,26441.0,,,,,,1,Regular Play,Javier Ros Añón,24042.0,Left Center Midfield,8,Real Sociedad,210,['95f46e98-5034-4b4a-9afb-d389deb8d47b'],45,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:45.770,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.355,,,,,,,,,,,2ddadcf1-ff38-4ac8-adc5-5db7c13b6795,84,,,"[82.6, 76.8]",267520,2,,,,0.30288488,,Right Foot,,,,"[85.8, 77.8]",,Ground Pass,,3.3526108,Incomplete,,Marco Sangalli Fuentes,23796.0,,,,,,1,Regular Play,Daniel Estrada Agirrezablaga,26441.0,Right Back,8,Real Sociedad,210,"['5baf38c5-6373-45a5-b17d-de646a7a2fc2', 'c14bc71c-8bba-4142-a3e0-2e8fe683af53']",48,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:48.660,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.466744,,,,,,,,,,,cac5834f-13df-486d-9d10-3c4346bb0019,87,,,"[84.5, 65.7]",267520,2,,,,0.9127059,,Right Foot,,,,"[95.4, 79.8]",,High Pass,,17.821898,Out,,Marco Sangalli Fuentes,23796.0,,,,,Recovery,1,Regular Play,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,8,Real Sociedad,210,['063a579b-5cba-42c4-8f7a-c12d9fbfc8b7'],50,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:50.050,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.993596,,,,,,,,,,,7fea981c-2670-4a3d-bba1-78dc741e85a4,89,,,"[21.5, 1.0]",267520,2,,,,2.6727638,,,,,,"[13.8, 4.9]",,Low Pass,,8.631338,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,9,Barcelona,217,['63a68eb7-0946-4669-9214-7cec3dcd29a4'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.573,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.674339,,,,,,,,,,,7499403b-b15b-4cbe-80c2-6a5a48ab6804,93,,,"[13.6, 3.8]",267520,3,,,,0.090304896,,Left Foot,,,,"[64.4, 8.4]",,High Pass,,51.007843,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,9,Barcelona,217,"['32b6eb89-91bd-4ccd-adda-51e086096e9f', 'ce9ab7a3-24d0-4c47-a221-59fe3fe9ae32', 'fbbda68f-f086-4713-8cf9-fa45fa806a28']",1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:01.229,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.667806,,,,,,,,,,,299db69f-0c49-4733-8b75-930c8249f72f,97,,,"[41.4, 67.8]",267520,3,,,,-1.5775076,,Left Foot,,,,"[41.2, 38.0]",,Ground Pass,,29.80067,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Liassine Cadamuro-Bentaïba,7321.0,Right Center Back,10,Real Sociedad,210,['613e2a16-79dc-4dae-9280-32cff40fe2f3'],5,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:05.828,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.390997,,,,,,,,,,,9a65d3bd-85cd-433f-8155-df5edcf2bb09,101,,,"[37.9, 28.6]",267520,3,,,,2.5111911,,Left Foot,,,,"[15.7, 44.8]",,Ground Pass,,27.482357,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,10,Real Sociedad,210,"['2a342617-f7e1-405f-8640-0101e6ae348d', 'afb18b0f-381a-489c-b5e5-e927901686ea']",13,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:13.496,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,3.1952,,,,,,,,,,,adfcef6e-7ede-4acd-9585-ed29d93a2882,104,,,"[15.9, 43.7]",267520,3,,,,-0.27094686,,Right Foot,,,,"[71.7, 28.2]",,High Pass,,57.91278,Incomplete,,Haris Seferović,5543.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,10,Real Sociedad,210,"['740d9060-09b3-483f-94dc-6bae9459c68b', '86ac5528-5945-460c-a96f-56dcf4c25200']",19,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:19.127,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.9651,,,,,,,,,,,f65c18ce-8f3b-4fc4-8f25-65ef8be515a7,107,,,"[44.3, 39.3]",267520,3,,,,0.5070985,,Right Foot,,,,"[59.6, 47.8]",,Ground Pass,,17.502571,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,10,Real Sociedad,210,"['31722059-bb31-4ad5-a37e-9555fbcf91e4', 'ffa18fc4-4a24-4732-82d8-e4c1f4b44b84']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.493,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.092471,,,,,,,,,,,6d205f22-d3b5-4a2d-9878-8af74f2e8f87,112,,,"[64.7, 35.2]",267520,3,,,,2.8835855,,Right Foot,,,,"[57.5, 37.1]",,Low Pass,,7.4464755,,,Javier Ros Añón,24042.0,,,,,,1,Regular Play,Markel Bergara Larrañaga,6633.0,Right Center Midfield,10,Real Sociedad,210,"['2759db1d-8fa0-4321-9cdd-69fa264730f4', '7e4db58f-36ec-4d1f-85d2-8ca3debe0548']",26,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:26.606,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.415853,,,,,,,,,,,f409636a-31e5-4bbf-b14f-5080324a7820,116,,,"[56.2, 36.3]",267520,3,,,,-2.1146288,,Right Foot,,,,"[45.8, 19.1]",,Ground Pass,,20.09975,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Javier Ros Añón,24042.0,Left Center Midfield,10,Real Sociedad,210,"['14d98b47-c1f6-4754-b6ec-536e1c6f0403', 'af18c4ac-dd0a-4ed4-a3a3-a6b0df82e046']",28,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:28.498,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.717985,,,,,,,,,,,bd984c66-63bb-42fe-ac1f-31e90f757323,119,,,"[47.3, 17.3]",267520,3,,,,-0.2811225,,Left Foot,,,,"[66.0, 11.9]",,Low Pass,,19.46407,,,Haris Seferović,5543.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,10,Real Sociedad,210,"['14d98b47-c1f6-4754-b6ec-536e1c6f0403', 'fbd93aae-6d38-495e-b1b8-e783d0f92e45']",31,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:31.154,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.274369,,,,,,,,,,,670bd41b-2501-47b4-bc13-5d3f93e1a87c,122,,,"[66.0, 11.9]",267520,3,,,,-1.0467242,,Right Foot,,,,"[72.3, 1.0]",,Low Pass,,12.589679,Out,,Alberto De La Bella Madureño,6674.0,,,,,,1,Regular Play,Haris Seferović,5543.0,Center Forward,10,Real Sociedad,210,['ddae4187-c6de-4f4e-b28b-5a13b2030142'],32,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:32.155,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.183586,,,,,,,,,,,64b03ae4-e44c-42a4-918b-3f490af61faf,124,,,"[49.8, 80.0]",267520,3,True,,,-0.6852558,,,,,,"[61.3, 70.6]",,Low Pass,,14.852946,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,11,Barcelona,217,['d08d510a-add7-497e-8ff5-36fc552d1dcd'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:40.464,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.383229,,,,,,,,,,,84ffdd39-b78f-4ccc-9b17-3841c9897205,126,,,"[61.7, 68.9]",267520,3,True,,,-2.329174,,Right Foot,,,,"[56.3, 63.2]",,Ground Pass,,7.8517513,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,['7c9c419b-35fe-4d3b-81e0-98d36ef67148'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:40.934,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.824407,,,,,,,,,,,871cae5e-1f26-4267-a905-d7386d74bd1a,128,,,"[46.7, 77.6]",267520,3,,,,-1.5943214,,Right Foot,,,,"[46.5, 69.1]",,Ground Pass,,8.502353,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,11,Barcelona,217,['a651d994-fb39-443d-8379-019aa3f4b094'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:42.953,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.618907,,,,,,,,,,,e8db87c1-5257-4941-85fc-f578fdef3e29,131,,,"[42.8, 67.6]",267520,3,,,,-3.0024967,,Right Foot,,,,"[22.8, 64.8]",,Ground Pass,,20.19505,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,['7514ed04-d868-4d0b-b80b-6351257e279a'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:44.961,Pass,,2013/2014
