50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_end_early_video_end,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.027722,,,,,,,,,,,,3e20d3c5-0f26-44ac-9972-db856e0a97da,16,,"[28.2, 67.4]",266557,0,,,,-2.3611205,,Left Foot,,,"[7.8, 47.2]",,Ground Pass,,28.708883,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['8c5db7cd-47ac-4df4-8a4c-d23d8a25d4c8'],10,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.960,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.662007,,,,,,,,,,,,7327f14e-ed55-4c42-a6b2-73d179af3802,20,,"[7.7, 46.2]",266557,0,,,,-1.0917095,,Right Foot,,,"[30.4, 2.5]",,High Pass,,49.244087,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,"['8acba94d-f318-4135-a34f-749557d4ec27', '9c01123d-406e-48cc-a263-9297619b6c0d']",15,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.350,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.790746,,,,,,,,,,,,35d5393a-7abb-4167-a22b-fa37bed83abb,23,,"[30.4, 3.5]",266557,0,,,,2.4531121,,Left Foot,,,"[14.6, 16.5]",,Low Pass,,20.460693,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['5e49b74f-0ddd-421e-bffb-2ad66958a96a'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.052,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.843273,,,,,,,,,,,,d7dc6a35-c380-4f98-b454-442f63bcee10,26,,"[17.1, 19.3]",266557,0,,,,0.75366277,,Right Foot,,,"[23.6, 25.4]",,Ground Pass,,8.914034,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['5f754a5b-f2e3-465f-b5e2-1cc4a658495e'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.110,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.667766,,,,,,,,,,,,5f564416-2c0a-4a39-8d9f-ad9f97b9f3ef,29,,"[24.7, 26.8]",266557,0,,,,2.6157763,,Right Foot,,,"[5.4, 38.0]",,Ground Pass,,22.314344,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['88d4e5a8-fb92-44ce-b4b8-795452f1ba79'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.994,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.054924,,,,,,,,,,,,f01fde8c-839e-413c-a5b0-9a1552d57d34,32,,"[5.6, 43.5]",266557,0,,,,1.1688234,,Right Foot,,,"[14.4, 64.2]",,Ground Pass,,22.492887,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['71f24b3b-9305-40f6-8712-8062a44140c1'],25,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.877,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.442845,,,,,,,,,,,,ef2efe57-3127-4494-aad2-b9a1fa519253,35,,"[26.4, 65.7]",266557,0,,,,-1.068106,,Right Foot,,,"[40.2, 40.6]",,Ground Pass,,28.643497,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['0c290678-e516-4d6c-99cf-b0eddfcd1040'],31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.024,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.671429,,,,,,,,,,,,effb8e67-2872-4a7f-9c78-54d4a9b08dc5,38,,"[39.5, 40.9]",266557,0,,,,2.1025205,,Right Foot,,,"[29.5, 57.9]",,Ground Pass,,19.723083,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['3825741d-9665-4a6b-82f1-fedf32b10db4'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.507,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.833735,,,,,,,,,,,,d609c380-edd0-4faa-b425-a30728679a52,41,,"[42.8, 58.7]",266557,0,,,,-1.5778759,,Right Foot,,,"[42.4, 2.2]",,High Pass,,56.501415,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['bd2be00c-3a0c-4a1b-803e-112a4914445e'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.379,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.777197,,,,,,,,,,,,d786af34-00f6-4177-bf9d-1df4c84aa271,43,,"[42.4, 2.2]",266557,0,,,,2.4912372,,Head,,,"[21.5, 18.1]",,Low Pass,,26.260616,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['e1bbead6-7aa8-442f-89dc-1461f43e7f38'],40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.451,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.032738,,,,,,,,,,,,f5f90928-fcff-4db3-92c6-33fc0d98ff67,46,,"[25.8, 23.8]",266557,0,,,,1.5313032,,Right Foot,,,"[27.1, 56.7]",,Ground Pass,,32.925674,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['b9efc1ec-dc91-468f-a798-c85186836a37'],49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.560,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.02897,,,,,,,,,,,,5e5bffca-fc56-4c88-9f4e-852fda08a22d,49,,"[35.2, 56.9]",266557,0,,,,-1.0265158,,Right Foot,,,"[42.1, 45.5]",,Ground Pass,,13.32554,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['4dc7abd8-572b-49d2-90a8-f145256a0200'],54,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.531,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.976285,,,,,,,,,,,,6861c564-fbfd-4fd6-ab48-f6f900f7fd96,52,,"[44.0, 44.5]",266557,0,,,,0.5404195,,Right Foot,,,"[62.5, 55.6]",,Ground Pass,,21.574522,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['07d41352-ee6d-4863-bbf4-4ebddb72b303'],58,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.671,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.2812,,,,,,,,,,,,3b1ef5ec-99a2-45e3-a32f-d37d3b47e23f,55,,"[63.6, 55.6]",266557,1,,,,0.08673834,,Right Foot,,,"[65.9, 55.8]",,Ground Pass,,2.3086793,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,"['82e2eff2-a04d-4b94-86e1-9b390ed16b29', 'c560fc20-5cb0-46cc-a6eb-cef5d0c8079d']",0,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.313,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.876099,,,,,,,,,,,,446bf861-40e3-4c61-8d32-4756cf231628,62,,"[47.2, 55.8]",266557,1,,,,1.424415,,Right Foot,,,"[49.5, 71.4]",,Low Pass,,15.76864,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['272b9877-cc90-43cf-8dbc-00d1b369bebf', '6d7a82f7-e24d-4740-a4ff-d90bb1c9eba6']",4,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.100,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,0.746111,,,,,,,,,,,,fafdfb0e-17f9-4aba-a967-d05fdfda83c8,68,,"[54.1, 73.8]",266557,1,,,,1.1220729,,Left Foot,,,"[56.7, 79.2]",,Ground Pass,,5.9933295,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['7b05502d-6963-4743-bd25-11fe8fc99b86'],7,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.048,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.872717,,,,,,,,,,,,fa0978f7-7462-463e-9cf6-1d9f9f9628a5,71,,"[56.7, 79.2]",266557,1,,,,-1.2220253,,Left Foot,,,"[60.3, 69.3]",,Ground Pass,,10.53423,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['40d88e5a-2282-4460-bb1c-044cebfe2d5d'],8,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.334,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.837222,,,,,,,,,,,,ceed8505-6587-4bc5-9697-ea2772d29d67,74,,"[63.2, 70.8]",266557,1,,,,-0.9288504,,Right Foot,,,"[70.9, 60.5]",,Ground Pass,,12.860016,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['e86ff80c-151f-44eb-a6c0-07c0fb1d1b9d'],9,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.515,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.3984,,,,,,,,,,,,081abfad-774e-4ae9-b1a5-dad6349bcb92,80,,"[49.0, 24.0]",266557,1,,,,2.8146787,,Right Foot,,,"[14.2, 35.8]",,Ground Pass,,36.746155,,,,,Diego Alves Carreira,25144.0,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,4,Valencia,207,['fbdc27da-39b8-4874-bff5-8c8b63576ae0'],12,,,,,,,,,,,,,,,,Valencia,207,00:01:12.545,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.889,,,,,,,,,,,,b04bab28-1f17-465a-91be-a097a63af3d5,83,,"[15.2, 37.1]",266557,1,,,,0.4291124,,Left Foot,,,"[57.6, 56.5]",,High Pass,,46.62746,,,,,Rodrigo Moreno Machado,5718.0,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,4,Valencia,207,['ffdf589a-ad67-4282-a57c-c32b28c521d0'],16,,,,,,,,,,,,,,,,Valencia,207,00:01:16.023,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.764661,,,,,,,,,,,,65814fcd-5de2-41cf-a6d4-b794a1fd9e03,87,,"[57.2, 57.2]",266557,1,,,,-1.6044915,,Left Foot,,,"[56.9, 48.3]",,Low Pass,,8.905055,,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,4,Valencia,207,"['3f9a678e-8ab0-48c0-853b-e09f7270db98', '6d29bb59-4b1b-4774-9e78-eb391f80b31d']",18,,,,,,,,,,,,,,,,Valencia,207,00:01:18.015,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.690395,,,,,,,,,,,,5a8cdb55-4ac7-41a8-98e9-c6c954ccb727,91,,"[63.6, 56.3]",266557,1,,,,1.2565644,,Right Foot,,,"[70.1, 76.3]",,Ground Pass,,21.029741,,,,,Rodrigo Moreno Machado,5718.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,4,Valencia,207,"['69fb6b1f-d2b9-4875-8cdb-a53c8eb71cae', 'f6032860-ea26-4391-96c1-41b36622507b']",20,,,,,,,,,,,,,,,,Valencia,207,00:01:20.049,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.004358,,,,,,,,,,,,64ae5b0a-dc3c-434c-937f-dc3a6fb30868,95,,"[87.2, 70.3]",266557,1,,,,-2.3673673,,Left Foot,,,"[69.1, 52.6]",,Ground Pass,,25.316002,,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,4,Valencia,207,['1061db68-8981-4089-98b2-33cf234605c7'],25,,,,,,,,,,,,,,,,Valencia,207,00:01:25.625,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.122702,,,,,,,,,,,,516357f2-bcc9-4d8f-87fd-632b72ca9333,98,,"[69.1, 52.6]",266557,1,,,,1.8291203,,Right Foot,,,"[62.6, 77.2]",,Ground Pass,,25.444252,,,,,Antonio Barragán Fernández,6663.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,4,Valencia,207,['ffd4bb25-9b92-449a-9de1-663e3e08a24d'],27,,,,,,,,,,,,,,,,Valencia,207,00:01:27.854,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.961628,,,,,,,,,,,,27a3bf21-f9ba-45c9-9e15-63838e78e22e,102,,"[52.3, 74.9]",266557,1,,,,-2.5854752,,Left Foot,,,"[12.4, 50.1]",,Ground Pass,,46.97925,,,,,Diego Alves Carreira,25144.0,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,4,Valencia,207,"['3f34adab-6306-496f-ab85-02e7f23e5141', 'eb1a9492-f45f-40b6-b817-9da8a6abbd4e']",30,,,,,,,,,,,,,,,,Valencia,207,00:01:30.532,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,3.0732,,,,,,,,,,,,379803ad-e965-465a-98e3-0e3c0401f614,106,,"[11.6, 50.7]",266557,1,,,,-0.7154125,,Left Foot,,,"[49.0, 18.2]",,High Pass,,49.548058,,,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,4,Valencia,207,"['107cd670-7583-4e4f-a627-41ef76a0c731', '27962414-a630-4189-a75e-e9912349afa2', '62c7b87e-7d00-4fe5-8892-03d7dc6e4ba3']",35,,,,,,,,,,,,,,,,Valencia,207,00:01:35.440,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,2.794396,,,,,,,,,,,,107cd670-7583-4e4f-a627-41ef76a0c731,109,,"[71.1, 61.9]",266557,1,,,True,2.7071872,,,,,"[48.9, 72.2]",,Low Pass,,24.473047,,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['379803ad-e965-465a-98e3-0e3c0401f614', '7373bf20-3e82-4c5b-802c-538949832b71', '7e60b649-1589-47a0-ae94-bc969de4850b']",38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.513,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.735713,,,,,,,,,,,,a33bdfa0-9325-468c-9efb-33b6bc074830,112,,"[50.0, 71.1]",266557,1,,,,-2.4227626,,Right Foot,,,"[35.6, 58.5]",,Ground Pass,,19.134262,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,5,Barcelona,217,['280d88e9-207c-4003-9caa-ec7339e14449'],42,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.885,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.659365,,,,,,,,,,,,15d89348-ea0d-42ea-a7dd-aa6a3b8d97e7,115,,"[35.6, 58.5]",266557,1,,,,-1.5533156,,Right Foot,,,"[36.1, 29.9]",,Ground Pass,,28.60437,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['7e13f4d7-e261-4e2d-bdd6-a2ebb99eff2c'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.080,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.86567,,,,,,,,,,,,54f2efb6-a096-4c5c-ac0c-375f49b55c66,118,,"[56.0, 26.2]",266557,1,,,,0.8570982,,Left Foot,,,"[64.4, 35.9]",,Ground Pass,,12.831601,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['1b47701f-ec99-49d9-a0ff-76408d63d78e'],53,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.180,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.317534,,,,,,,,,,,,c90a21da-a944-4371-b8d2-bf7f0a7038b8,121,,"[64.2, 36.3]",266557,1,,,,-2.4692242,,Right Foot,,,"[53.9, 28.1]",,Ground Pass,,13.165485,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['cffed599-295c-45e1-b1d7-04148ff205c6'],54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.086,Pass,,2015/2016
