bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.7251,,,,,,,,,,,,,,,f3c5c771-1463-4757-8aea-6b2584fc6a41,19,,"[65.0, 25.6]",69343,0,,,,,2.2752905,,Left Foot,,,"[56.5, 35.6]",,Ground Pass,,13.124405,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Center Back,2,Barcelona,217,['42b9683b-8504-4b67-9213-a18fcb7c67be'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.020,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.6913,,,,,,,,,,,,,,,5ad322ea-9698-46c8-b8ee-729705d8191e,22,,"[58.3, 37.7]",69343,0,,,,,1.1891923,,Left Foot,,,"[64.6, 53.4]",,Ground Pass,,16.916855,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Back,2,Barcelona,217,['6d20cd7c-3503-494e-9b55-b335ef7e9722'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.770,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,,4779fd3d-9263-4b7d-9abb-7de0338fb17e,25,,"[72.0, 63.4]",69343,0,,,,,0.8502422,,Right Foot,,,"[82.8, 75.7]",,Ground Pass,,16.368567,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['c3bbde49-7f2e-4744-9e01-2b79e7ae2fd0'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.959,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.4033,,,,,,,,,,,,,,,75ee830c-683c-4998-83f1-3b59ca5936c3,27,,"[82.8, 75.7]",69343,0,,,,,2.9829373,,Right Foot,,,"[70.3, 77.7]",,Ground Pass,,12.658989,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Juan Isaac Cuenca López,26776.0,Right Wing Back,2,Barcelona,217,['d64eee84-128d-4b4f-ad01-dedf0c1cf368'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.132,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.9532,,,,,,,,,,,,,,,ab7aad34-ab23-4e49-bbde-0d8b0429792a,30,,"[70.8, 74.6]",69343,0,,,,,-1.7082225,,Right Foot,,,"[69.5, 65.2]",,Ground Pass,,9.489468,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['729c36e9-273f-4263-9d4f-efaaf8d2a14f'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.763,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.032399,,,,,,,,,,,,,,,9fea0624-c8da-45de-a66f-76490bc6f7c9,33,,"[69.7, 61.8]",69343,0,,,,,-1.3054643,,Right Foot,,,"[72.2, 52.6]",,Ground Pass,,9.533625,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['e08a4c8d-7887-4809-85e9-081fbaa3ea05'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.557,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.0986,,,,,,,,,,,,,,,c17a10cf-161b-44ba-82e5-fcd0d45cfaba,37,,"[72.6, 52.0]",69343,0,,,,,2.5848298,,Right Foot,,,"[62.8, 58.1]",,Ground Pass,,11.543396,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9ea515a0-760b-4a2d-8b3f-900c096602a6'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.629,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.8015,,,,,,,,,,,,,,,495e107f-4cf5-454c-91c6-5b8e35192f42,40,,"[65.0, 48.3]",69343,0,,,,,-1.8473103,,Right Foot,,,"[58.7, 26.1]",,Ground Pass,,23.076612,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['f19f651b-9531-4357-8073-fe60f36e0663'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.463,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3104,,,,,,,,,,,,,,,83077f2e-2cac-4983-bc0d-32dd5c39493e,43,,"[73.2, 32.2]",69343,0,,,,,-1.3313835,,Right Foot,,,"[76.3, 19.5]",,Ground Pass,,13.072873,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Center Back,2,Barcelona,217,['20472490-4465-4d88-9a75-5d0e8a96c101'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.948,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.0812,,,,,,,,,,,,,,,26af3d16-d06d-4caf-8f96-e44dda37b013,46,,"[76.3, 19.5]",69343,0,,,,,0.57852423,,Right Foot,,,"[91.0, 29.1]",,Ground Pass,,17.55705,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['2eaeeb14-3dd1-4bdf-b592-62d587f0c717'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.402,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.909,,,,,,,,,,,,,,,c214eb51-0217-45cc-8d3b-443f86ac165e,52,,"[84.6, 26.3]",69343,1,,,,,0.4042078,,Right Foot,,,"[119.9, 41.4]",,High Pass,,38.39401,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['fd304157-ab77-421a-953f-79d6ec42b16c'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.080,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,3.1121,,,,,,,,,,,,,,,cf006ad4-eca9-4d6f-8ec2-12b10382fe00,54,,"[10.2, 34.1]",69343,1,,True,,,-0.64385736,,Drop Kick,,,"[55.1, 0.4]",,High Pass,,56.140003,,Out,,,,,,,,,1,From Free Kick,Miguel Ángel Moyà Rumbo,7069.0,Goalkeeper,3,Barcelona,217,,19,,,,,,,,,,,,,,,,,,Getafe,216,00:01:19.952,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.2497,,,,,,,,,,,,,,,0209cf18-995d-4b48-8264-4a80e7b22f03,55,,"[57.7, 80.0]",69343,1,,True,,,-2.145101,,,,,"[46.7, 63.0]",,Low Pass,,20.248457,,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['4e464906-3014-4853-b8ba-f817b401ce0d'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.099,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.6055,,,,,,,,,,,,,,,9fbce2aa-5027-4b50-a455-78ffa8454c8a,57,,"[46.1, 61.6]",69343,1,,True,,,-1.1789069,,Right Foot,,,"[54.2, 42.0]",,Ground Pass,,21.20778,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Back,4,Barcelona,217,['b38f7839-c424-436f-ada4-fb8a959aa6f3'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.088,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.8477,,,,,,,,,,,,,,,21b222b0-517f-4839-9470-5e201244b7f3,59,,"[53.8, 39.9]",69343,1,,,,,-1.3084658,,Right Foot,,,"[56.7, 29.1]",,Ground Pass,,11.182576,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['72921067-ea7a-451e-aab8-164afe0330d5'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.081,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3076,,,,,,,,,,,,,,,59678cae-a0ac-4bc5-a130-668029a48b79,62,,"[71.2, 29.1]",69343,1,,,,,-0.9390335,,Right Foot,,,"[87.3, 7.1]",,Ground Pass,,27.261879,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['be53d4cb-539a-43f6-b43a-71a64ab219b5'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.926,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.7676,,,,,,,,,,,,,,,acb68396-feae-4ab5-b1fc-e2e293776449,66,,"[25.5, 80.0]",69343,1,,True,,,-0.2020653,,,,,"[54.3, 74.1]",,High Pass,,29.398129,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Right Back,5,Getafe,216,['0e479809-8375-4465-87e9-32f5fdc131d3'],51,,,,,,,,,,,,,,,,,,Getafe,216,00:01:51.242,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.4295,,,,,,,,,,,,,,,0e479809-8375-4465-87e9-32f5fdc131d3,67,,"[66.7, 6.9]",69343,1,,True,,,0.1711486,,Head,,,"[74.8, 8.3]",,Low Pass,,8.220098,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,"['acb68396-feae-4ab5-b1fc-e2e293776449', 'd60da58a-f557-4358-899d-e5c2f8354235']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.009,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.8491,,,,,,,,,,,,,,,40bb3b07-6838-43a1-af35-533ecc280026,71,,"[70.1, 1.0]",69343,2,,,,,1.551191,,,,,"[70.3, 11.2]",,Low Pass,,10.201961,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Center Back,7,Barcelona,217,['4b13173b-7072-454a-844c-63636a1190da'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.303,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.8337,,,,,,,,,,,,,,,1460bd59-af66-4b1f-baab-8c0ac7eb14d4,73,,"[70.1, 12.2]",69343,2,,,,,-1.6295521,,Right Foot,,,"[69.7, 5.4]",,Ground Pass,,6.8117547,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['b5f75a80-7ff8-4768-a556-bd867fc731e4'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.152,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.4352,,,,,,,,,,,,,,,6926b98b-f49f-4fdb-949b-3bb30598c966,80,,"[57.5, 8.1]",69343,2,,,,,2.5998125,,Left Foot,,,"[46.7, 14.6]",,Ground Pass,,12.605158,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Center Back,7,Barcelona,217,['b1b685d1-abf5-41fd-bc94-9ce2c1391f77'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.926,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3204,,,,,,,,,,,,,,,e85efb63-9819-4bed-9851-d21157fd336b,83,,"[51.2, 24.6]",69343,2,,,,,1.4408144,,Right Foot,,,"[53.2, 39.9]",,Ground Pass,,15.430165,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Back,7,Barcelona,217,['7a4c68a9-564f-4a60-ae44-6e7b6bcb48ad'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.423,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.4195,,,,,,,,,,,,,,,d8bad64f-c30b-4277-9d2e-a32c708ea0db,86,,"[64.6, 38.7]",69343,2,,,,,-1.5152978,,Right Foot,,,"[65.6, 20.7]",,Ground Pass,,18.027756,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['8d5d55d1-3fc4-4747-b873-b95b8ff48b89'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.589,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1567,,,,,,,,,,,,,,,90ba6381-fe9f-4c52-9cab-2d34e451301a,89,,"[63.4, 20.7]",69343,2,,,,,-0.27057034,,Right Foot,,,"[77.1, 16.9]",,Ground Pass,,14.217243,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['bbfbafcd-31c6-4b7d-b9e1-cc2d412e9e2a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.220,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1506,,,,,,,,,,,,,,,5a2d649c-593a-4f8c-af67-4fa8a6d47213,92,,"[78.9, 8.9]",69343,2,,,,,2.5161076,,Left Foot,,,"[69.9, 15.4]",,Ground Pass,,11.101802,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,7,Barcelona,217,['0e5c379b-ad70-4dc3-a3f5-669fb3c49d11'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.650,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.877179,,,,,,,,,,,,,,,03650070-83bb-443d-b2f7-f959cd9a581b,95,,"[69.9, 15.4]",69343,2,,,,,1.7469451,,Right Foot,,,"[64.4, 46.3]",,Ground Pass,,31.385666,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['09455660-4db9-4d6f-8d77-d0e44596e551'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.822,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.0973,,,,,,,,,,,,,,,8992b9cc-a9d1-4a17-b939-28b72654fe25,99,,"[68.7, 41.4]",69343,2,,,,,-0.13850148,,Right Foot,,,"[85.2, 39.1]",,Low Pass,,16.659533,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,"['12185189-e867-4e7b-a259-e36e5b15c140', 'eff13115-74c5-4a41-bb87-e4e289f0ffc1']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.271,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.1265,,,,,,,,,,,,,,,985f8fc2-aee4-443e-938d-c5550babc901,103,,"[79.1, 34.6]",69343,2,,,,,-2.3252766,,Right Foot,,,"[69.7, 24.6]",,Ground Pass,,13.724431,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Center Forward,7,Barcelona,217,['da137d0d-760c-4671-b77a-7c03b4d1025b'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.617,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.779,,,,,,,,,,,,,,,e9a47b57-379d-4d5e-96cc-602b5a329af6,106,,"[71.0, 24.8]",69343,2,,,,,-0.61180764,,Right Foot,,,"[83.4, 16.1]",,Ground Pass,,15.147607,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['455ece8d-a09c-4faa-ab24-86c85ffb6000'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.367,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.6142,,,,,,,,,,,,,,,470f5a65-e5a6-4f1f-8f54-63b063154da2,108,,"[83.4, 16.1]",69343,2,,,,,2.241318,,Right Foot,,,"[76.5, 24.8]",,Ground Pass,,11.1040535,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,7,Barcelona,217,['46530f97-75d4-40b9-b7cb-666f62fc4f23'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.146,Pass,,2011/2012
