50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.530896,,,,,,,,,,,,,fcc9d760-f057-4c41-a270-a89c1191c424,17,,"[50.4, 47.1]",266525,0,,,,-3.0676537,,Right Foot,,,"[45.0, 46.7]",,Ground Pass,,5.4147944,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,"['3438b307-7359-4d83-8d63-5e48e6c7deab', '6a488da9-06b0-4a50-b39c-3e14351aafa0']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.878,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.204145,,,,,,,,,,,,,a876a881-b2b5-4c45-a7ea-661fd70d022c,21,,"[43.1, 46.4]",266525,0,,,,-1.8224863,,Right Foot,,,"[35.9, 18.4]",,Ground Pass,,28.910898,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,3,Barcelona,217,"['d1cf9946-9c7f-40f1-9654-321c8a6caedc', 'e912ac59-70fc-4523-a7e2-08692bfc4a0a']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.609,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.322601,,,,,,,,,,,,,1b143ce2-95c7-4f6b-882f-1f7d741da0aa,25,,"[28.9, 14.2]",266525,0,,,,-0.7968045,,Left Foot,,,"[41.9, 0.9]",,Ground Pass,,18.598118,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,"['526e5f3e-427e-4636-88f0-18bf7d360234', '791872f1-9e35-4d72-89f1-33e7b35d19ea']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.874,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.022266,,,,,,,,,,,,,ae63c4e3-36d1-4453-adb9-1d37a934b4e1,29,,"[41.9, 1.6]",266525,0,,,,2.868584,,Right Foot,,,"[19.4, 7.9]",,Ground Pass,,23.365358,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['74807cb8-a5a8-45eb-8ef1-48d86a989acf'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.405,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.142237,,,,,,,,,,,,,5a05303a-1612-4305-b3fe-0e93dbbdcf89,33,,"[17.4, 6.2]",266525,0,,,,2.7336366,,Right Foot,,,"[5.6, 11.3]",,Ground Pass,,12.85496,,,,Jérémy Mathieu,10609.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,"['162a030a-5bec-43cd-8e60-36ac109d302b', 'f15281b9-86a6-4cce-a884-4f227a08817b']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.575,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.343935,,,,,,,,,,,,,f2aa877e-ab34-4568-a1df-13f59c51e76e,37,,"[7.8, 9.7]",266525,0,,,,0.046020117,,Left Foot,,,"[38.2, 11.1]",,High Pass,,30.43222,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['e5444d65-23bb-4909-8708-ae31fa68582c'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.803,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8708,,,,,,,,,,,,,942ae3bb-2b86-4ef6-9db6-a479bd02f736,41,,"[76.4, 56.0]",266525,0,,,,2.2126794,,Right Foot,,,"[69.0, 65.9]",,Ground Pass,,12.360016,,,,Antonio Barragán Fernández,6663.0,,,,,Recovery,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,4,Valencia,207,['468ba60d-d815-4d36-962f-102e4c55abc0'],26,,,,,,,,,,,,,,,,,,Valencia,207,00:00:26.403,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.3975,,,,,,,,,,,,,77de5b2b-7cf1-4759-a8d3-726ad45db47d,43,,"[68.7, 66.2]",266525,0,,,,-2.9672446,,Right Foot,,,"[51.1, 63.1]",,Ground Pass,,17.870926,,,,Shkodran Mustafi,3638.0,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,4,Valencia,207,['3976f78c-2020-4f9d-a232-45d6ac758f4e'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:00:27.274,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.9683,,,,,,,,,,,,,78ee6fd7-04e4-45bd-8e8e-cc2141c3f693,46,,"[50.6, 61.9]",266525,0,,,,-1.9537517,,Right Foot,,,"[42.1, 40.8]",,Ground Pass,,22.747747,,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,4,Valencia,207,['210cdb7c-95df-4a99-822a-120d1ffb7544'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:00:29.503,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.4033,,,,,,,,,,,,,ac366985-7d1f-4ca5-a3a5-ecab17956080,50,,"[40.0, 33.5]",266525,0,,,,3.0555983,,Right Foot,,,"[16.8, 35.5]",,Ground Pass,,23.286047,,,,Diego Alves Carreira,25144.0,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Valencia,207,['aee96a66-11ae-492b-a898-a8ddc09ddb89'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:00:32.249,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.6997,,,,,,,,,,,,,67ec7a0c-ce19-4f83-b7b3-988dee54e729,52,,"[16.8, 35.5]",266525,0,,,,0.45906574,,Left Foot,,,"[51.8, 52.8]",,Low Pass,,39.042156,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,4,Valencia,207,['4dde9241-e577-4952-8e7f-df18bd527ed9'],34,,,,,,,,,,,,,,,,,,Valencia,207,00:00:34.652,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.8739,,,,,,,,,,,,,4d9a042c-f1bf-429b-86e0-1cbbc5e935c4,55,,"[52.9, 59.9]",266525,0,,,,-0.020509943,,Right Foot,,,"[91.9, 59.1]",,Ground Pass,,39.008205,,,,Sofiane Feghouli,18724.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,4,Valencia,207,['68098249-3dc2-45d6-8343-cde1e968dd84'],38,,,,,,,,,,,,,,,,,,Valencia,207,00:00:38.617,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.6591,,,,,,,,,,,,,9eab3ff3-2790-409f-b58d-bf02660f5a4a,58,,"[96.3, 61.7]",266525,0,,,,-1.0202966,,Right Foot,,,"[105.2, 47.2]",,High Pass,,17.013523,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,4,Valencia,207,"['4aacd9b7-df19-462a-ad22-1316e3a3c6aa', '750a45e7-350c-4076-825f-9b541b9ed861']",41,,,,,,,,,,,,,,,,,,Valencia,207,00:00:41.932,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.132326,,,,,,,,,,,,,4aacd9b7-df19-462a-ad22-1316e3a3c6aa,60,,"[14.9, 32.9]",266525,0,,,,-0.26811078,,Head,,,"[24.0, 30.4]",,Low Pass,,9.4371605,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,From Counter,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['5c347295-2c4f-480c-ba3f-38a3bf8ee294', '9eab3ff3-2790-409f-b58d-bf02660f5a4a']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.591,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.901501,,,,,,,,,,,,,e57d930f-7687-46f4-a316-09e89f49f777,64,,"[23.8, 29.0]",266525,0,,,,-0.2483858,,Right Foot,,,"[37.6, 25.5]",,Ground Pass,,14.236924,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Counter,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,5,Barcelona,217,"['e1cbfcba-63e4-44e0-8fdd-5c3093e12b87', 'fbaa806d-9d37-4292-887b-8e486edf56ff']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.801,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.086697,,,,,,,,,,,,,42c36833-7595-4c38-8a0c-1eed931f9fa8,68,,"[37.3, 26.1]",266525,0,,,,1.2850239,,Right Foot,,,"[43.0, 45.5]",,Ground Pass,,20.22004,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Counter,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['fcbc2d4c-d4a5-47f5-8cf0-a75c7a28d876'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.478,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.526852,,,,,,,,,,,,,38efce1d-435d-4aba-85cf-88215003f5b6,71,,"[50.4, 47.7]",266525,0,,,,0.037020117,,Right Foot,,,"[80.1, 48.8]",,Ground Pass,,29.720364,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Counter,Sergio Busquets i Burgos,5203.0,Left Center Midfield,5,Barcelona,217,['f7995932-4894-4471-b936-dc3296436e2b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.263,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.3949,,,,,,,,,,,,,3e30dde0-46d7-4516-81a8-f901cace0cfa,75,,"[100.0, 42.3]",266525,0,,,,0.6463022,a01d1be9-ec03-4cf9-ad44-84033f30150f,Left Foot,,,"[111.4, 50.9]",True,Ground Pass,,14.280056,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['7546d7af-c472-4834-a71c-56a6f870332a'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.985,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.9233,,,,,,,,,,,,,68ba01bd-7adf-4702-9cdd-73a18787d2ef,80,,"[61.0, 40.1]",266525,1,True,,,1.69142,,Right Foot,,,"[60.6, 43.4]",,Ground Pass,,3.3241541,,,,Francisco Alcácer García,6402.0,,,,,Kick Off,1,From Kick Off,Rodrigo Moreno Machado,5718.0,Left Wing,6,Valencia,207,['f7a8bcac-0992-44e0-b123-2104dd5df402'],56,,,,,,,,,,,,,,,,,,Valencia,207,00:01:56.919,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.7995,,,,,,,,,,,,,f7fbb279-987d-4f66-bc26-b11eda7b857d,82,,"[60.6, 43.4]",266525,1,True,,,3.012682,,Right Foot,,,"[39.0, 46.2]",,Ground Pass,,21.780725,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,6,Valencia,207,['cb85e8cd-b403-410a-b419-b137972c7c0f'],57,,,,,,,,,,,,,,,,,,Valencia,207,00:01:57.842,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.6459,,,,,,,,,,,,,c2c8d86c-1654-42fb-ac06-f787a7978bb7,84,,"[39.5, 46.3]",266525,2,True,,,-1.5817848,,Right Foot,,,"[39.3, 28.1]",,High Pass,,18.2011,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,From Kick Off,André Filipe Tavares Gomes,10802.0,Left Center Midfield,6,Valencia,207,['05b5ec7c-ad7f-40e1-8935-6a8021a7526d'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:02:01.196,Pass,,2014/2015
,,,,,,,,,,,,,,,,,4.4088,,,,,,,,,,,,,ad7aca93-1d29-4a7a-b214-01b30b56c01d,86,,"[39.0, 27.8]",266525,2,True,,,-0.19483584,,Right Foot,,,"[84.1, 18.9]",,Ground Pass,,45.969772,,Incomplete,,,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Right Center Midfield,6,Valencia,207,['cbe3b215-30d2-4276-b7b8-ef6f78c7a4b0'],6,,,,,,,,,,,,,,,,,,Valencia,207,00:02:06.657,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.911755,,,,,,,,,,,,,cbe3b215-30d2-4276-b7b8-ef6f78c7a4b0,87,,"[36.0, 61.2]",266525,2,True,,,-0.822615,,Right Foot,,,"[54.1, 41.7]",,Ground Pass,,26.605639,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,"['a0df536e-3c4c-43a8-a27c-b3ddd21fc154', 'ad7aca93-1d29-4a7a-b214-01b30b56c01d']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.066,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.718235,,,,,,,,,,,,,2ee4eead-fe7b-4960-ac77-88de3cb2360e,91,,"[54.2, 40.4]",266525,2,,,,-2.4339595,,Right Foot,,,"[37.6, 26.2]",,Ground Pass,,21.844908,,,,Jérémy Mathieu,10609.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,7,Barcelona,217,"['16688f0d-96ef-4e93-a692-82e097f1283f', '2a50cf4f-7bd1-4497-990e-2aea836f2451']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.991,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.036659,,,,,,,,,,,,,03397570-a0a1-4df6-9a53-9dbb43e37df3,94,,"[41.3, 25.8]",266525,2,,,,-0.561025,,Right Foot,,,"[56.1, 16.5]",,Ground Pass,,17.479416,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,7,Barcelona,217,['6245d90f-8fa7-4213-ba10-b4df698824f4'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.724,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.299233,,,,,,,,,,,,,32864986-ef76-44be-9fd6-10abd0ae58c7,98,,"[55.0, 16.4]",266525,2,,,,2.740704,,Left Foot,,,"[39.9, 22.8]",,Ground Pass,,16.400305,,,,Jérémy Mathieu,10609.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,"['55b13948-ce92-42f2-9b77-4a9e918074af', '8a768182-33c8-4727-935f-725f822c2377']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.840,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.775252,,,,,,,,,,,,,66e3cf1a-df7f-4e0f-917c-8ad8445203cb,101,,"[41.3, 23.9]",266525,2,,,,1.7069353,,Left Foot,,,"[37.3, 53.1]",,Ground Pass,,29.4727,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,7,Barcelona,217,['51eaa567-0dc9-4def-90df-c6ea19b76c09'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.843,Pass,,2014/2015
,,,,,,,,,,,,,,,,,3.01184,,,,,,,,,,,,,106b20e5-6e98-48fe-a4fd-8bbb3007ebc0,105,,"[44.7, 59.4]",266525,2,,,,-0.2371048,,Right Foot,,,"[95.6, 47.1]",,High Pass,,52.365067,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,"['439a5de5-497d-4572-afa2-0626f28706fc', 'bf42aecc-e6f8-4a0b-866b-108c3f904a45']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.867,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.7112,,,,,,,,,,,,,3f4b342e-0102-47c4-b68c-c1b733209ada,107,,"[26.9, 35.2]",266525,2,True,,,1.2073506,,Right Foot,,,"[35.8, 58.6]",,Ground Pass,,25.035376,,,,Shkodran Mustafi,3638.0,,,,,Free Kick,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,8,Valencia,207,['aa1ea92d-ca30-4b08-b43d-7a2dde234e87'],44,,,,,,,,,,,,,,,,,,Valencia,207,00:02:44.518,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.7899,,,,,,,,,,,,,8b7cd1bd-a0d4-4798-b1b9-9a59e32ee4d9,109,,"[36.9, 58.6]",266525,2,,,,-0.90039015,,Right Foot,,,"[66.0, 21.9]",,High Pass,,46.836952,,,,Rodrigo Moreno Machado,5718.0,,,,,,1,From Free Kick,Shkodran Mustafi,3638.0,Right Center Back,8,Valencia,207,['8cc85067-3b9c-4a98-92d9-ceee34a367bd'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:02:48.288,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.5391,,,,,,,,,,,,,7eda3644-969d-4d42-97db-bbe9390bca2f,112,,"[65.9, 21.3]",266525,2,,,True,1.2015847,,,,,"[74.8, 44.3]",,High Pass,,24.661915,,,,Francisco Alcácer García,6402.0,,,,,,1,From Free Kick,Rodrigo Moreno Machado,5718.0,Left Wing,8,Valencia,207,"['01f77af7-3db4-41b9-bbfb-dea59c119779', '518595d6-2c47-4efa-a0ad-125d49c70972']",51,,,,,,,,,,,,,,,,,,Valencia,207,00:02:51.078,Pass,True,2014/2015
