bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,"[56.1, 3.4]",,,,,,,,,,,,1.185195,,,,,,,,,,,,,,,,,6c25c8e8-f6bb-49c0-b2a6-090fdf07de66,1386,,"[56.1, 3.4]",69174,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,94,Barcelona,217,"['8fbec360-ec12-47cf-a7cc-c5d018cdcba6', '90faf8bc-39d2-4554-b370-f8d9ea8ce139']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:59.999,Carry,,2006/2007
,,,,,,"[50.1, 20.4]",,,,,,,,,,,,0.039956,,,,,,,,,,,,,,,,,e9619cea-bee5-4fdf-9eb0-6833a6bcc675,1389,,"[50.1, 20.4]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,94,Barcelona,217,"['96ae6460-0801-4397-8e7e-78b3fe307900', '9e6ba9f6-3654-47aa-a63d-81fbf0926589']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.402,Carry,,2006/2007
,,,,,,"[47.1, 6.8]",,,,,,,,,,,,1.473276,,,,,,,,,,,,,,,,,429203db-483d-4965-a1ed-884730a793ea,1392,,"[48.4, 6.2]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,94,Barcelona,217,"['5990b050-1886-4e45-8823-4b93c70abbfe', 'ac635c7f-4a71-483c-9113-445354b8b6b4']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:04.521,Carry,,2006/2007
,,,,,,"[51.0, 23.5]",,,,,,,,,,,,1.650499,,,,,,,,,,,,,,,,,34e25529-0ceb-4f69-8e11-2c87cf7803cd,1395,,"[55.9, 21.0]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,94,Barcelona,217,"['c93d0bc5-b6f5-4bb6-9a11-74b6c7a847d8', 'c9f53af7-fd9a-4757-93a1-1b13a18a15fe']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:07.142,Carry,,2006/2007
,,,,,,"[48.5, 66.5]",,,,,,,,,,,,1.85725,,,,,,,,,,,,,,,,,eb084215-62a3-4d40-b05f-04f8c6ca855d,1398,,"[53.3, 66.2]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,94,Barcelona,217,"['918cd4fe-c7ca-4134-95bc-3a952c6f25b7', '9b571766-777b-40df-83eb-e21db3b92514', 'bc19dc9d-fcf2-4f13-827f-6efdb755f168']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.870,Carry,True,2006/2007
,,,,,,"[18.0, 43.8]",,,,,,,,,,,,1.191334,,,,,,,,,,,,,,,,,16b1253f-556f-4ca2-9ea3-f24061a9cae7,1402,,"[18.0, 43.8]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,94,Barcelona,217,"['1b3d8666-0d74-47ca-813a-51ab09a31081', '52ca77e4-3a58-4428-b86a-be7f6d67566f']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:15.057,Carry,,2006/2007
,,,,,,"[35.4, 9.1]",,,,,,,,,,,,0.842146,,,,,,,,,,,,,,,,,22ea5670-24dd-4e3f-9e04-2065bb554bb5,1405,,"[35.4, 9.1]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,94,Barcelona,217,"['71fb5605-6641-4e30-9f08-688e2e98b24e', '914938f1-5f8f-48f0-9edf-27c30c5ea0b3']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:17.771,Carry,,2006/2007
,,,,,,"[50.1, 5.3]",,,,,,,,,,,,0.983911,,,,,,,,,,,,,,,,,ef4a3b5f-3dae-471b-b600-cda8f634cbbe,1408,,"[50.8, 4.9]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,94,Barcelona,217,"['06cee513-7d3f-4bd3-b977-70b7d697826d', 'be6f2ae8-309f-445a-a4f3-642a0c7937cb']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:20.229,Carry,,2006/2007
,,,,,,"[38.8, 13.0]",,,,,,,,,,,,1.498279,,,,,,,,,,,,,,,,,ab85158f-7f44-4a8a-bdcc-ec140e328e62,1411,,"[38.8, 13.0]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,94,Barcelona,217,"['50ffe98d-6b47-4eaf-a84d-b23220f2b0c2', 'cb7ee50d-a1b2-43fb-baaf-1e40c415b5e0']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:22.273,Carry,,2006/2007
,,,,,,"[43.9, 25.2]",,,,,,,,,,,,0.943069,,,,,,,,,,,,,,,,,6a5d6a0d-0fcb-4388-977b-f91e94433e9d,1414,,"[43.7, 21.6]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,94,Barcelona,217,"['3c8ec765-3402-47be-b175-77b174ab76d0', '55458dcd-275d-4116-a39c-bcdc4aafce00']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:25.002,Carry,,2006/2007
,,,,,,"[46.9, 75.7]",,,,,,,,,,,,1.645101,,,,,,,,,,,,,,,,,b8089a83-9253-4029-abee-b31044d73fbb,1419,,"[52.4, 78.2]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Arbeloa Coca,20215.0,Right Back,94,Barcelona,217,"['a904cb9a-728c-4d76-9af9-d5ac321074b6', 'e491e968-c2da-4f53-943c-1c9da3250077', 'ea3e6c69-f61f-4081-8e4d-7fb5e0f2dbf2']",31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:33:31.157,Carry,True,2006/2007
,,,,,,"[67.0, 11.9]",,,,,,,,,,,,1.257174,,,,,,,,,,,,,,,,,bd0f8008-213d-4acf-ba9b-acf75ac547a4,1423,,"[67.6, 11.7]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,94,Barcelona,217,"['2d1e3129-a894-48c9-8d94-f9a857396700', 'c9bed821-ece9-4e38-9304-a98dfc5a6e06']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:34.375,Carry,,2006/2007
,,,,,,"[72.1, 11.6]",,,,,,,,,,,,0.998263,,,,,,,,,,,,,,,,,9cd5990c-1d4f-4c02-b4d7-c0ba27f175d9,1427,,"[76.9, 9.4]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,94,Barcelona,217,"['1d2b4740-5a51-466b-8364-c843905ee1f7', '29dee045-ceeb-4f63-ada4-7d014c0fc703', '39870b81-fd19-4a19-a86f-de839aad6e2e', '7c0a111a-00f1-4d06-ac90-18fd3c830081']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:36.397,Carry,True,2006/2007
,,,,,,"[64.2, 58.3]",,,,,,,,,,,,1.292753,,,,,,,,,,,,,,,,,5eb51efc-3da3-4610-822a-7ed757b945bd,1435,,"[67.8, 60.3]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,95,Barcelona,217,"['5478d198-66a9-4486-a3eb-6f8a1f8b61d1', 'b0530c91-c010-4781-85a0-81e3e192717e', 'eaa07d4c-7fd1-4821-9a9f-62b8c0476bcd']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:50.601,Carry,True,2006/2007
,,,,,,"[84.5, 73.1]",,,,,,,,,,,,3.002326,,,,,,,,,,,,,,,,,1e208a98-e4e4-4337-8622-37e6588ab819,1438,,"[79.8, 73.7]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,95,Barcelona,217,"['416f77f4-b050-476c-9239-89f391f30be7', '7434b519-1403-472c-8ff0-09a03e88e029', 'a82d32fe-4d1e-48ac-8277-39a2594749da']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:53.542,Carry,True,2006/2007
,,,,,,"[86.6, 51.8]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,e8d1738f-e211-41c1-a44a-51a380866acc,1442,,"[86.6, 51.8]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,95,Barcelona,217,"['b05a3c30-ebff-44a2-9108-c81664734b02', 'f760dfda-2f3d-4155-b91a-cd356e7a445b']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.763,Carry,,2006/2007
,,,,,,"[92.0, 42.7]",,,,,,,,,,,,0.03998,,,,,,,,,,,,,,,,,c014f215-9120-4cb1-9c45-19a18050c3bc,1445,,"[92.0, 42.7]",69174,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Pedro Saviola Fernández,25962.0,Center Forward,95,Barcelona,217,"['141a889f-05e1-4413-bb5d-c5b7c02ac9f6', '263b1ee9-8a1b-49fa-ac2f-2d3901f12cf1']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:58.797,Carry,,2006/2007
,,,,,,"[92.2, 56.3]",,,,,,,,,,,,0.792827,,,,,,,,,,,,,,,,,48c7fd59-657d-46d9-a771-d7095507e637,1454,,"[89.7, 53.8]",69174,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,96,Barcelona,217,"['b9c01b41-3798-4390-b409-caa25d8ed29e', 'c0272e55-d1bb-4c93-892b-012fc1b0610a', 'ca82abf1-c62b-43c1-9ecf-3df19f6b7edb']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:15.248,Carry,True,2006/2007
,,,,,,"[41.3, 73.0]",,,,,,,,,,,,2.338751,,,,,,,,,,,,,,,,,1786a0f2-4449-4029-85e6-f586151fa0a0,1462,,"[41.7, 73.1]",69174,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,97,Barcelona,217,"['c24c24d4-2910-4461-8df6-5a4105a9cb84', 'd9edbc38-4faa-4d91-8040-c06b679770fa']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:38.253,Carry,,2006/2007
,,,,,,"[35.9, 38.9]",,,,,,,,,,,,0.87503,,,,,,,,,,,,,,,,,333db016-abbb-4f80-883e-74b09c7967e7,1465,,"[35.3, 38.4]",69174,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lilian Thuram,15071.0,Left Center Back,97,Barcelona,217,"['16bb6636-78be-4f25-b40d-5f68dc39dac4', '9c8250a7-e0b3-47c3-a38f-cded3f0aafaa']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:42.406,Carry,,2006/2007
,,,,,,"[60.4, 13.7]",,,,,,,,,,,,2.762465,,,,,,,,,,,,,,,,,6a61a6d5-8e01-4564-aba1-21a32e7ea56d,1468,,"[54.1, 18.2]",69174,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,97,Barcelona,217,"['118aede5-fa92-49bc-8c2b-19d8cacb71af', 'b8cb521a-955c-4f6d-9493-1d07c8b61ddd']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:44.776,Carry,,2006/2007
,,,,,,"[87.8, 24.1]",,,,,,,,,,,,3.712773,,,,,,,,,,,,,,,,,e4c16ef9-7c45-4df9-a448-bda9214d10d5,1472,,"[71.0, 25.8]",69174,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,97,Barcelona,217,"['9d5c5c78-9c45-44ce-a738-c0c52310ee94', 'c0724709-9fdc-413c-81e3-0a3b867c58e3', 'd01aeb89-8b2c-4435-811f-ee550e59516f', 'e80b4ae3-4ba9-450b-bfdd-8b428abd391f']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:48.422,Carry,True,2006/2007
,,,,,,"[9.6, 35.0]",,,,,,,,,,,,1.138936,,,,,,,,,,,,,,,,,7576f1a2-db80-4738-b259-38e098a85236,1481,,"[5.2, 32.3]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,99,Barcelona,217,"['b2e72420-9218-4138-8bc6-bd901fc9b7a1', 'fd3c122b-d474-4b26-9c62-4f008ef80839']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:39.707,Carry,,2006/2007
,,,,,,"[34.3, 54.5]",,,,,,,,,,,,3.784692,,,,,,,,,,,,,,,,,b293f90b-12b2-4fda-9971-cdae4077bd8e,1484,,"[14.7, 50.6]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,99,Barcelona,217,"['201ba6e7-d82c-4541-9a33-ac16b7c20236', '7cb230b6-6f1d-4798-8f1d-4fe4995cd0ef', '8d15708b-8091-440c-a72b-9a5ea8b17ca0']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:42.949,Carry,True,2006/2007
,,,,,,"[23.7, 21.9]",,,,,,,,,,,,2.458385,,,,,,,,,,,,,,,,,550af62c-9046-4dc2-961a-abd426c09169,1488,,"[23.2, 25.2]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,99,Barcelona,217,"['50a0ba68-06b3-4a00-ab5f-d540bdc248f6', '614d5ba5-3a6b-4df6-87ef-227c541981eb']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:48.399,Carry,,2006/2007
,,,,,,"[37.3, 10.3]",,,,,,,,,,,,0.040017,,,,,,,,,,,,,,,,,3a896f2a-d198-4a9b-b644-baf13b31252f,1491,,"[38.0, 9.9]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,99,Barcelona,217,"['c13a2c5d-cae2-4b20-845c-bda709b08134', 'c3aa6135-b3d6-4200-bc6c-47def5d16937']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:53.022,Carry,,2006/2007
,,,,,,"[38.0, 31.2]",,,,,,,,,,,,0.472644,,,,,,,,,,,,,,,,,9996b346-4bda-4017-8957-f204d14fc42d,1494,,"[38.0, 31.2]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,99,Barcelona,217,"['280cc196-0234-47c2-b577-73074ac63553', '3d24be8e-0171-4772-a67c-0f5fda78c77e']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.318,Carry,,2006/2007
,,,,,,"[33.1, 16.8]",,,,,,,,,,,,4.549161,,,,,,,,,,,,,,,,,e3961658-c8b1-453e-9d2f-a9f6c30cee4d,1497,,"[25.8, 16.8]",69174,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,99,Barcelona,217,"['790917a1-1d80-4c9c-a707-65f678fa51f9', 'e849b96a-48a4-461a-85a6-107d05650155']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:55.646,Carry,,2006/2007
,,,,,,"[61.9, 15.7]",,,,,,,,,,,,2.391465,,,,,,,,,,,,,,,,,59790521-0112-4422-b923-5506c74b4eab,1500,,"[63.6, 15.9]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,99,Barcelona,217,"['02782100-1b2f-42d8-8d28-c28fb27c5fd1', '60591907-158b-4f17-b422-e283918a6baa', 'e93eca57-e809-46c6-b077-aa5024e85108']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:01.810,Carry,True,2006/2007
,,,,,,"[68.3, 8.7]",,,,,,,,,,,,0.111189,,,,,,,,,,,,,,,,,ae9c8b26-fb5f-40cf-9954-6dcb141bed28,1507,,"[68.9, 8.5]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,99,Barcelona,217,"['4b9e7618-bc10-4ac9-b578-dc8748f53dff', '97b8157b-7ebf-4beb-a217-bc3c03c3ece9']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.290,Carry,,2006/2007
,,,,,,"[73.7, 17.0]",,,,,,,,,,,,0.973446,,,,,,,,,,,,,,,,,02ca55e3-9bed-4606-a570-1bcb930bac6c,1510,,"[72.3, 17.0]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,99,Barcelona,217,"['292e4cc3-a3b3-47d3-982e-3615ef2c8afe', 'd4fdf0ed-8125-42b8-b1e0-2a9d61a413ef']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:09.043,Carry,,2006/2007
,,,,,,"[98.6, 36.1]",,,,,,,,,,,,2.261815,,,,,,,,,,,,,,,,,94df4539-1a1a-4d78-8317-f4689fcaf427,1513,,"[97.6, 27.8]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Pedro Saviola Fernández,25962.0,Center Forward,99,Barcelona,217,"['13b75f49-66df-48da-927e-d4040203f7ec', '4913ab9f-0cad-455d-a3f5-267777ce63af', '61522e71-1a2a-4580-b083-1ac29602a49c']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:11.503,Carry,True,2006/2007
,,,,,,"[90.9, 72.4]",,,,,,,,,,,,0.764604,,,,,,,,,,,,,,,,,9af5d832-7e2d-486f-8e2a-769b084765b4,1520,,"[91.4, 72.8]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,100,Barcelona,217,"['22ee80db-5de7-46e3-84f8-8ecb59155a68', '7e781a7e-9607-44e0-ae68-b0faa726b0f0']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:29.217,Carry,,2006/2007
,,,,,,"[94.8, 55.2]",,,,,,,,,,,,0.40839902,,,,,,,,,,,,,,,,,0c984318-8af7-49e9-aa02-9efccdcc7314,1523,,"[95.3, 55.2]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Pedro Saviola Fernández,25962.0,Center Forward,100,Barcelona,217,"['2209dd0f-7ab7-47d3-a9f5-40c4e345fa13', '2528df83-32ad-498b-8fbd-408d48460742', '2cf112c9-fadd-47a8-8e73-69152c1debf2']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:30.978,Carry,True,2006/2007
,,,,,,"[37.6, 16.5]",,,,,,,,,,,,1.5738,,,,,,,,,,,,,,,,,e49c1968-2893-499f-9804-09b9c4e3ac4f,1529,,"[36.4, 25.8]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Defensive Midfield,101,RC Deportivo La Coruña,219,"['68098811-c81a-4cc0-9cd9-2344bc698d80', 'b76acf1f-063c-48c9-b971-4a02583f5784']",33,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:37:33.830,Carry,,2006/2007
,,,,,,"[47.7, 5.3]",,,,,,,,,,,,0.63989,,,,,,,,,,,,,,,,,58181f3e-ff92-41e4-900f-4c6c9a381fa9,1535,,"[45.8, 7.9]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Defensive Midfield,101,RC Deportivo La Coruña,219,"['00972d2b-0dcc-4601-b037-e1b6958bd734', '694836c5-9c29-41eb-9f3d-2a0f36d6f11a']",37,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:37:37.472,Carry,,2006/2007
,,,,,,"[9.2, 44.0]",,,,,,,,,,,,3.738859,,,,,,,,,,,,,,,,,5d6f61fe-d139-44f5-b680-b3fe60ac6b50,1540,,"[9.8, 47.8]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,102,Barcelona,217,"['b6019d16-7fd0-4d2c-8859-20db2d9d8628', 'be2d2699-65af-40b1-8a25-2588151b1328']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:43.537,Carry,,2006/2007
,,,,,,"[20.0, 66.6]",,,,,,,,,,,,1.067829,,,,,,,,,,,,,,,,,4719c2a7-6508-4d7b-9e1e-d8dd2b511b72,1543,,"[20.0, 66.2]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Left Center Back,102,Barcelona,217,"['bdafd73e-2f0c-47cc-bd88-c0243d182422', 'ec5089cd-55f3-4265-88d4-100e63508ef8']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:48.582,Carry,,2006/2007
,,,,,,"[35.3, 36.7]",,,,,,,,,,,,2.46199,,,,,,,,,,,,,,,,,65b80f72-d765-4b99-992e-54ffe3dc0094,1546,,"[34.9, 42.0]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,102,Barcelona,217,"['24cfaa13-3356-4f2f-bd73-fa8c5e6ee92b', 'ade39d26-37ba-43bb-9465-30ba0e6a14ac']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:52.061,Carry,,2006/2007
,,,,,,"[49.0, 20.2]",,,,,,,,,,,,2.061708,,,,,,,,,,,,,,,,,d9db6fdb-505e-4b03-a371-0fef49782561,1549,,"[51.1, 23.3]",69174,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,102,Barcelona,217,"['57ffa099-b75c-44b5-b3a7-c880cc1cf88d', 'c039de37-4b79-4b05-9215-cd085a3b6fd3']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:55.297,Carry,,2006/2007
,,,,,,"[92.0, 18.8]",,,,,,,,,,,,6.886162,,,,,,,,,,,,,,,,,0f28d3a5-ca0d-4d46-8269-722c0d95671f,1560,,"[86.5, 16.2]",69174,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,102,Barcelona,217,"['67970b22-0423-498a-a58f-ea06f1996cab', 'ad1e34ce-a6bf-4faa-9603-a288c2b162e8', 'fc180bdc-a9a2-4854-8009-dc768e58d331']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:03.599,Carry,True,2006/2007
,,,,,,"[107.6, 35.0]",,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,46b9c3a0-d5b3-4256-8888-a5417d814b87,1564,,"[107.6, 35.0]",69174,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,102,Barcelona,217,"['9b93135a-383f-42a6-9568-c48c7e67e145', 'ec11693c-bed1-43fb-b0a5-feb4266d0bf4']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:11.964,Carry,,2006/2007
,,,,,,"[103.7, 33.3]",,,,,,,,,,,,0.0942,,,,,,,,,,,,,,,,,85f4ec07-533e-43c9-8228-e11ac0e08926,1568,,"[103.7, 33.3]",69174,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Pedro Saviola Fernández,25962.0,Center Forward,102,Barcelona,217,"['3ac6a13f-1866-45c7-9d5e-13f12fc076c0', 'aa815a7a-c23f-453f-8a3a-60efca2595e4', 'e8c10f44-047a-46ce-9bd8-f700f1261bda', 'f2ba12fd-b3f1-4b05-9ce3-47d85dd705a9']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:13.079,Carry,True,2006/2007
,,,,,,"[100.4, 9.1]",,,,,,,,,,,,0.533,,,,,,,,,,,,,,,,,d59f575c-a2db-4c08-987d-8e1e33d7e44f,1583,,"[96.5, 12.3]",69174,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristian Hidalgo González,26212.0,Left Wing,105,RC Deportivo La Coruña,219,"['1bd0ca9c-d13d-4367-8af4-55293fb1bcaf', '95743c65-39e0-46bc-8edf-c44975287e14']",41,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:41.011,Carry,,2006/2007
,,,,,,"[30.8, 69.4]",,,,,,,,,,,,0.677738,,,,,,,,,,,,,,,,,55ecfbdb-7212-4866-854e-dc4f55fdd9f3,1588,,"[30.3, 71.1]",69174,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,106,Barcelona,217,"['5ed93a06-7e82-4702-b1c9-bb0dadef9323', '808d85c5-de1d-4ec5-bb4c-09864a57116e', 'e7a039ae-96f4-41a2-b5fa-8781655f7bd4']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:42.459,Carry,True,2006/2007
,,,,,,"[20.1, 70.3]",,,,,,,,,,,,0.526743,,,,,,,,,,,,,,,,,84d1cad3-5397-4e08-8b81-9da4b6e09324,1592,,"[31.1, 71.1]",69174,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,106,Barcelona,217,"['52d9c923-07e8-4574-85a5-166584fea372', '55073763-a5c2-4df7-bdca-d1ed4bf6b1b6']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:44.477,Carry,,2006/2007
