ID_Partido,Fecha,Rival,Entrenador,Formacion,Posesion_Bruta
1092,2024-03-17,Atlético_Madrid,Xavi,4-3-3,
1093,2024-03-30,Las_Palmas,Xavi,4-3-3,
1094,2024-04-10,Paris_Saint-Germain,Xavi,4-3-3,
1095,2024-04-13,Cádiz,Xavi,4-3-3,
1096,2024-04-16,Paris_Saint-Germain,Luis Enrique,4-2-3-1,
1097,2024-04-21,Real_Madrid,Xavi,4-3-3,
1098,2024-04-29,Valencia,Xavi,4-3-3,
1099,2024-05-04,Girona,Xavi,4-3-3,
109,2005-11-22,Werder_Bremen,Frank Rijkaard,Desconocida,
10,2003-10-26,Mallorca,Frank Rijkaard,Desconocida,
1100,2024-05-13,Real_Sociedad,Xavi,4-3-3,
1101,2024-05-16,Almería,Xavi,4-3-3,
1102,2024-05-19,Rayo_Vallecano,Xavi,4-2-3-1,
1103,2024-05-26,Sevilla,Xavi,4-3-3,
1104,2024-08-17,Valencia,Hansi Flick,4-2-3-1,
1105,2024-08-24,Athletic_Club,Ernesto Valverde,4-2-3-1,
1106,2024-08-27,Rayo_Vallecano,Hansi Flick,4-2-3-1,
1107,2024-08-31,Valladolid,Hansi Flick,4-3-3,
1108,2024-09-15,Girona,Hansi Flick,4-2-3-1,
1109,2024-09-19,Monaco,Hansi Flick,4-2-3-1,
1110,2024-09-22,Villarreal,Hansi Flick,4-3-3,
1111,2024-09-25,Getafe,Hansi Flick,4-2-3-1,
1112,2024-09-28,Osasuna,Hansi Flick,4-3-3,
1113,2024-10-01,Young_Boys,Hansi Flick,4-2-3-1,
1114,2024-10-06,Alavés,Hansi Flick,4-2-3-1,
1115,2024-10-20,Sevilla,Hansi Flick,4-2-3-1,
1116,2024-10-23,Bayern_Munich,Hansi Flick,4-2-3-1,
1117,2024-10-26,Real_Madrid,Hansi Flick,4-2-3-1,
1118,2024-11-03,Espanyol,Hansi Flick,4-2-3-1,
1119,2024-11-06,Red_Star,Hansi Flick,4-2-3-1,
1120,2024-11-10,Real_Sociedad,Hansi Flick,4-2-3-1,
1121,2024-11-23,Celta_Vigo,Hansi Flick,4-2-3-1,
1122,2024-11-26,Brest,Hansi Flick,4-2-3-1,
1123,2024-11-30,Las_Palmas,Hansi Flick,4-2-3-1,
1124,2024-12-03,Mallorca,Hansi Flick,4-2-3-1,
1125,2024-12-07,Real_Betis,Hansi Flick,4-3-3,
1126,2024-12-11,Dortmund,Hansi Flick,4-2-3-1,
1127,2024-12-15,Leganés,Hansi Flick,4-2-3-1,
1128,2024-12-21,Atlético_Madrid,Hansi Flick,4-2-3-1,
1129,2025-01-04,Barbastro,Hansi Flick,4-2-3-1,
112,2005-12-07,Udinese,Frank Rijkaard,Desconocida,
1130,2025-01-08,Athletic_Club,Hansi Flick,4-2-3-1,
1131,2025-01-12,Real_Madrid,Hansi Flick,4-2-3-1,
1132,2025-01-15,Real_Betis,Hansi Flick,4-3-3,
1133,2025-01-18,Getafe,Hansi Flick,4-2-3-1,
1134,2025-01-21,Benfica,Hansi Flick,4-2-3-1,
1135,2025-01-26,Valencia,Hansi Flick,4-2-3-1,
1136,2025-01-29,Atalanta,Hansi Flick,4-2-3-1,
1137,2025-02-02,Alavés,Hansi Flick,4-3-3,
1138,2025-02-06,Valencia,Hansi Flick,4-3-3,
1139,2025-02-09,Sevilla,Hansi Flick,4-2-3-1,
113,2005-12-11,Sevilla,Frank Rijkaard,4-3-3,
1140,2025-02-17,Rayo_Vallecano,Hansi Flick,4-2-3-1,
1141,2025-02-22,Las_Palmas,Hansi Flick,4-2-3-1,
1142,2025-02-25,Atlético_Madrid,Hansi Flick,4-2-3-1,
1143,2025-03-02,Real_Sociedad,Hansi Flick,4-1-4-1,
1144,2025-03-05,Benfica,Hansi Flick,4-2-3-1,
1145,2025-03-11,Benfica,Hansi Flick,4-2-3-1,
1146,2025-03-16,Atlético_Madrid,Hansi Flick,4-2-3-1,
1147,2025-03-27,Osasuna,Hansi Flick,4-3-3,
1148,2025-03-30,Girona,Hansi Flick,4-2-3-1,
1149,2025-04-02,Atlético_Madrid,Hansi Flick,4-2-3-1,
114,2005-12-17,Cádiz,Frank Rijkaard,4-3-3,
1150,2025-04-05,Real_Betis,Hansi Flick,4-3-3,
1151,2025-04-09,Dortmund,Hansi Flick,4-2-3-1,
1152,2025-04-12,Leganés,Hansi Flick,4-2-3-1,
1153,2025-04-15,Dortmund,Hansi Flick,4-2-3-1,
1154,2025-04-19,Celta_Vigo,Hansi Flick,4-3-3,
1155,2025-04-22,Mallorca,Hansi Flick,4-2-3-1,
1156,2025-04-26,Real_Madrid,Hansi Flick,4-2-3-1,
1157,2025-04-30,Inter,Hansi Flick,4-2-3-1,
1158,2025-05-03,Valladolid,Hansi Flick,4-2-3-1,
1159,2025-05-06,Inter,Hansi Flick,4-2-3-1,
115,2005-12-20,Celta_Vigo,Frank Rijkaard,4-3-3,
1160,2025-05-11,Real_Madrid,Hansi Flick,4-2-3-1,
1161,2025-05-15,Espanyol,Hansi Flick,4-2-3-1,
1162,2025-05-18,Villarreal,Hansi Flick,4-2-3-1,
1163,2025-05-25,Athletic_Club,Hansi Flick,4-2-3-1,
116,2006-01-07,Espanyol,Frank Rijkaard,4-3-3,
117,2006-01-15,Athletic_Club,Frank Rijkaard,4-3-3,
118,2006-01-22,Alavés,Frank Rijkaard,4-3-3,
119,2006-01-29,Mallorca,Frank Rijkaard,4-3-3,
11,2003-10-29,Real_Murcia,Frank Rijkaard,Desconocida,
120,2006-02-05,Atlético_Madrid,Frank Rijkaard,4-3-3,
121,2006-02-12,Valencia,Frank Rijkaard,Desconocida,
122,2006-02-18,Real_Betis,Frank Rijkaard,4-3-3,
123,2006-02-22,Chelsea,Frank Rijkaard,Desconocida,
124,2006-02-25,Zaragoza,Frank Rijkaard,4-3-3,
125,2006-03-04,Dep_La_Coruña,Frank Rijkaard,Desconocida,
126,2006-03-07,Chelsea,Frank Rijkaard,Desconocida,
127,2006-03-12,Osasuna,Frank Rijkaard,Desconocida,
128,2006-03-18,Real_Sociedad,Frank Rijkaard,Desconocida,
129,2006-03-21,Getafe,Frank Rijkaard,Desconocida,
12,2003-11-02,Real_Sociedad,Frank Rijkaard,Desconocida,
130,2006-03-25,Málaga,Frank Rijkaard,Desconocida,
131,2006-03-28,Benfica,Frank Rijkaard,Desconocida,
132,2006-04-01,Real_Madrid,Frank Rijkaard,Desconocida,
133,2006-04-05,Benfica,Ronald Koeman,Desconocida,
134,2006-04-09,Racing_Sant,Frank Rijkaard,Desconocida,
135,2006-04-14,Villarreal,Frank Rijkaard,Desconocida,
136,2006-04-18,Milan,Frank Rijkaard,Desconocida,
137,2006-04-26,Milan,Frank Rijkaard,Desconocida,
138,2006-04-29,Cádiz,Frank Rijkaard,Desconocida,
139,2006-05-03,Celta_Vigo,Frank Rijkaard,Desconocida,
13,2003-11-06,Panionios,Frank Rijkaard,Desconocida,
140,2006-05-06,Espanyol,Frank Rijkaard,Desconocida,
141,2006-05-13,Sevilla,Frank Rijkaard,Desconocida,
142,2006-05-17,Arsenal,Frank Rijkaard,Desconocida,
143,2006-05-20,Athletic_Club,Frank Rijkaard,Desconocida,
144,2006-08-28,Celta_Vigo,Frank Rijkaard,4-3-3,
145,2006-09-09,Osasuna,Frank Rijkaard,4-3-3,
146,2006-09-12,Levski_Sofia,Frank Rijkaard,Desconocida,
147,2006-09-17,Racing_Sant,Frank Rijkaard,4-3-3,
148,2006-09-24,Valencia,Frank Rijkaard,4-3-3,
149,2006-09-27,Werder_Bremen,Frank Rijkaard,Desconocida,
14,2003-11-09,Real_Betis,Frank Rijkaard,Desconocida,
150,2006-09-30,Athletic_Club,Frank Rijkaard,4-3-3,
151,2006-10-15,Sevilla,Frank Rijkaard,4-3-3,
152,2006-10-18,Chelsea,Frank Rijkaard,Desconocida,
153,2006-10-22,Real_Madrid,Frank Rijkaard,4-3-3,
154,2006-10-28,Recreativo,Frank Rijkaard,Desconocida,
155,2006-10-31,Chelsea,Frank Rijkaard,Desconocida,
156,2006-11-04,Dep_La_Coruña,Frank Rijkaard,4-3-3,
157,2006-11-12,Zaragoza,Frank Rijkaard,4-3-3,
158,2006-11-19,Mallorca,Frank Rijkaard,Desconocida,
159,2006-11-22,Levski_Sofia,Frank Rijkaard,Desconocida,
15,2003-11-22,Villarreal,Frank Rijkaard,Desconocida,
160,2006-11-25,Villarreal,Frank Rijkaard,Desconocida,
161,2006-12-02,Levante,Frank Rijkaard,Desconocida,
162,2006-12-05,Werder_Bremen,Frank Rijkaard,Desconocida,
163,2006-12-09,Real_Sociedad,Frank Rijkaard,Desconocida,
164,2006-12-21,Atlético_Madrid,Frank Rijkaard,Desconocida,
165,2007-01-07,Getafe,Frank Rijkaard,Desconocida,
166,2007-01-13,Espanyol,Frank Rijkaard,Desconocida,
167,2007-01-21,Gimnàstic,Frank Rijkaard,Desconocida,
168,2007-01-24,Real_Betis,Frank Rijkaard,Desconocida,
169,2007-01-28,Celta_Vigo,Frank Rijkaard,Desconocida,
16,2003-11-27,Panionios,Frank Rijkaard,Desconocida,
170,2007-02-04,Osasuna,Frank Rijkaard,Desconocida,
171,2007-02-11,Racing_Sant,Frank Rijkaard,4-3-3,
172,2007-02-18,Valencia,Frank Rijkaard,4-3-3,
173,2007-02-21,Liverpool,Frank Rijkaard,Desconocida,
174,2007-02-25,Athletic_Club,Frank Rijkaard,4-3-3,
175,2007-03-03,Sevilla,Frank Rijkaard,3-4-3,
176,2007-03-06,Liverpool,Frank Rijkaard,Desconocida,
177,2007-03-10,Real_Madrid,Frank Rijkaard,3-4-3,
178,2007-03-17,Recreativo,Frank Rijkaard,4-3-3,
179,2007-03-31,Dep_La_Coruña,Frank Rijkaard,4-3-3,
17,2003-11-30,Valladolid,Frank Rijkaard,Desconocida,
180,2007-04-07,Zaragoza,Frank Rijkaard,3-4-3,
181,2007-04-15,Mallorca,Frank Rijkaard,4-3-3,
182,2007-04-22,Villarreal,Frank Rijkaard,4-3-3,
183,2007-04-29,Levante,Frank Rijkaard,4-3-3,
184,2007-05-05,Real_Sociedad,Frank Rijkaard,4-3-3,
185,2007-05-13,Real_Betis,Frank Rijkaard,4-3-3,
186,2007-05-20,Atlético_Madrid,Frank Rijkaard,4-3-3,
187,2007-05-26,Getafe,Frank Rijkaard,4-3-3,
188,2007-06-09,Espanyol,Ernesto Valverde,4-3-3,
18,2003-12-03,Málaga,Frank Rijkaard,Desconocida,
190,2007-08-26,Racing_Sant,Frank Rijkaard,4-3-3,
191,2007-09-02,Athletic_Club,Frank Rijkaard,4-3-3,
192,2007-09-16,Osasuna,Frank Rijkaard,Desconocida,
193,2007-09-19,Lyon,Frank Rijkaard,Desconocida,
194,2007-09-22,Sevilla,Frank Rijkaard,4-3-3,
195,2007-09-26,Zaragoza,Frank Rijkaard,4-3-3,
196,2007-09-29,Levante,Frank Rijkaard,4-3-3,
197,2007-10-02,Stuttgart,Frank Rijkaard,Desconocida,
198,2007-10-07,Atlético_Madrid,Frank Rijkaard,4-3-3,
199,2007-10-20,Villarreal,Frank Rijkaard,4-3-3,
19,2003-12-06,Real_Madrid,Frank Rijkaard,Desconocida,
1,2003-08-30,Athletic_Club,Frank Rijkaard,Desconocida,
200,2007-10-23,Rangers,Frank Rijkaard,Desconocida,
201,2007-10-28,Almería,Frank Rijkaard,4-3-3,
202,2007-11-01,Valladolid,Frank Rijkaard,4-3-3,
203,2007-11-04,Real_Betis,Frank Rijkaard,4-3-3,
204,2007-11-07,Rangers,Frank Rijkaard,Desconocida,
205,2007-11-10,Getafe,Frank Rijkaard,4-3-3,
206,2007-11-24,Recreativo,Frank Rijkaard,4-3-3,
207,2007-11-27,Lyon,Frank Rijkaard,Desconocida,
208,2007-12-01,Espanyol,Frank Rijkaard,4-3-3,
209,2007-12-09,Dep_La_Coruña,Frank Rijkaard,4-3-3,
20,2003-12-13,Espanyol,Frank Rijkaard,Desconocida,
210,2007-12-12,Stuttgart,Frank Rijkaard,Desconocida,
211,2007-12-15,Valencia,Frank Rijkaard,4-3-3,
212,2007-12-23,Real_Madrid,Frank Rijkaard,Desconocida,
213,2008-01-05,Mallorca,Frank Rijkaard,Desconocida,
214,2008-01-12,Real_Murcia,Frank Rijkaard,Desconocida,
215,2008-01-20,Racing_Sant,Frank Rijkaard,4-3-3,
216,2008-01-27,Athletic_Club,Frank Rijkaard,4-3-3,
217,2008-02-03,Osasuna,Frank Rijkaard,4-3-3,
218,2008-02-09,Sevilla,Frank Rijkaard,4-3-3,
219,2008-02-16,Zaragoza,Frank Rijkaard,4-3-3,
21,2003-12-21,Celta_Vigo,Frank Rijkaard,Desconocida,
220,2008-02-20,Celtic,Frank Rijkaard,Desconocida,
221,2008-02-24,Levante,Frank Rijkaard,4-3-3,
222,2008-03-01,Atlético_Madrid,Frank Rijkaard,4-3-3,
223,2008-03-04,Celtic,Frank Rijkaard,Desconocida,
224,2008-03-09,Villarreal,Frank Rijkaard,Desconocida,
225,2008-03-16,Almería,Frank Rijkaard,Desconocida,
226,2008-03-23,Valladolid,Frank Rijkaard,Desconocida,
227,2008-03-29,Real_Betis,Frank Rijkaard,Desconocida,
228,2008-04-01,Schalke_04,Frank Rijkaard,Desconocida,
229,2008-04-06,Getafe,Frank Rijkaard,Desconocida,
22,2004-01-04,Racing_Sant,Frank Rijkaard,Desconocida,
230,2008-04-09,Schalke_04,Frank Rijkaard,Desconocida,
231,2008-04-12,Recreativo,Frank Rijkaard,4-3-3,
232,2008-04-19,Espanyol,Ernesto Valverde,4-3-3,
233,2008-04-23,Manchester_Utd,Frank Rijkaard,Desconocida,
234,2008-04-26,Dep_La_Coruña,Frank Rijkaard,Desconocida,
235,2008-04-29,Manchester_Utd,Frank Rijkaard,Desconocida,
236,2008-05-04,Valencia,Frank Rijkaard,4-3-3,
237,2008-05-07,Real_Madrid,Frank Rijkaard,4-3-3,
238,2008-05-11,Mallorca,Frank Rijkaard,4-3-3,
239,2008-05-17,Real_Murcia,Frank Rijkaard,4-3-3,
23,2004-01-11,Zaragoza,Frank Rijkaard,Desconocida,
240,2008-08-13,Wisła_Kraków,Pep Guardiola,Desconocida,
241,2008-08-26,Wisła_Kraków,Pep Guardiola,Desconocida,
242,2008-08-31,Numancia,Pep Guardiola,4-3-3,
243,2008-09-13,Racing_Sant,Pep Guardiola,4-3-3,
244,2008-09-16,Sporting_CP,Pep Guardiola,Desconocida,
245,2008-09-21,Sporting_Gijón,Pep Guardiola,4-3-3,
246,2008-09-24,Real_Betis,Pep Guardiola,4-3-3,
247,2008-09-27,Espanyol,Pep Guardiola,4-3-3,
248,2008-10-01,Shakhtar_Donetsk,Pep Guardiola,Desconocida,
249,2008-10-04,Atlético_Madrid,Pep Guardiola,4-3-3,
24,2004-01-17,Athletic_Club,Ernesto Valverde,Desconocida,
250,2008-10-19,Athletic_Club,Pep Guardiola,Desconocida,
251,2008-10-22,Basel,Pep Guardiola,Desconocida,
252,2008-10-25,Almería,Pep Guardiola,4-3-3,
253,2008-11-01,Málaga,Pep Guardiola,4-3-3,
254,2008-11-04,Basel,Pep Guardiola,Desconocida,
255,2008-11-08,Valladolid,Pep Guardiola,4-3-3,
256,2008-11-16,Recreativo,Pep Guardiola,4-3-3,
257,2008-11-23,Getafe,Pep Guardiola,Desconocida,
258,2008-11-26,Sporting_CP,Pep Guardiola,Desconocida,
259,2008-11-29,Sevilla,Pep Guardiola,4-3-3,
25,2004-01-25,Sevilla,Frank Rijkaard,Desconocida,
260,2008-12-06,Valencia,Pep Guardiola,4-3-3,
261,2008-12-09,Shakhtar_Donetsk,Pep Guardiola,Desconocida,
262,2008-12-13,Real_Madrid,Pep Guardiola,4-3-3,
263,2008-12-21,Villarreal,Pep Guardiola,4-3-3,
264,2009-01-03,Mallorca,Pep Guardiola,Desconocida,
265,2009-01-11,Osasuna,Pep Guardiola,4-3-3,
266,2009-01-17,Dep_La_Coruña,Pep Guardiola,4-3-3,
267,2009-01-24,Numancia,Sergije Krešić,4-3-3,
268,2009-02-01,Racing_Sant,Pep Guardiola,4-3-3,
269,2009-02-08,Sporting_Gijón,Pep Guardiola,4-3-3,
26,2004-02-01,Albacete,Frank Rijkaard,Desconocida,
270,2009-02-14,Real_Betis,Pep Guardiola,4-3-3,
271,2009-02-21,Espanyol,Pep Guardiola,4-3-3,
272,2009-02-24,Lyon,Pep Guardiola,Desconocida,
273,2009-03-01,Atlético_Madrid,Pep Guardiola,4-3-3,
274,2009-03-07,Athletic_Club,Pep Guardiola,4-3-3,
275,2009-03-11,Lyon,Pep Guardiola,Desconocida,
276,2009-03-15,Almería,Pep Guardiola,4-3-3,
277,2009-03-22,Málaga,Pep Guardiola,4-3-3,
278,2009-04-04,Valladolid,Pep Guardiola,4-3-3,
279,2009-04-08,Bayern_Munich,Pep Guardiola,Desconocida,
27,2004-02-08,Osasuna,Frank Rijkaard,Desconocida,
280,2009-04-11,Recreativo,Pep Guardiola,4-3-3,
281,2009-04-14,Bayern_Munich,Pep Guardiola,Desconocida,
282,2009-04-18,Getafe,Pep Guardiola,4-3-3,
283,2009-04-22,Sevilla,Pep Guardiola,Desconocida,
284,2009-04-25,Valencia,Pep Guardiola,4-3-3,
285,2009-04-28,Chelsea,Pep Guardiola,Desconocida,
286,2009-05-02,Real_Madrid,Pep Guardiola,4-3-3,
287,2009-05-06,Chelsea,Pep Guardiola,Desconocida,
288,2009-05-10,Villarreal,Pep Guardiola,4-3-3,
289,2009-05-17,Mallorca,Pep Guardiola,Desconocida,
28,2004-02-15,Atlético_Madrid,Frank Rijkaard,Desconocida,
290,2009-05-23,Osasuna,Pep Guardiola,Desconocida,
291,2009-05-27,Manchester_Utd,Pep Guardiola,4-3-3,
292,2009-05-30,Dep_La_Coruña,Pep Guardiola,Desconocida,
293,2009-08-31,Sporting_Gijón,Pep Guardiola,Desconocida,
294,2009-09-12,Getafe,Pep Guardiola,4-3-3,
295,2009-09-16,Inter,Pep Guardiola,Desconocida,
296,2009-09-19,Atlético_Madrid,Pep Guardiola,4-3-3,
297,2009-09-22,Racing_Sant,Pep Guardiola,4-3-3,
298,2009-09-26,Málaga,Pep Guardiola,4-3-3,
299,2009-09-29,Dynamo_Kyiv,Pep Guardiola,Desconocida,
29,2004-02-21,Valencia,Frank Rijkaard,Desconocida,
2,2003-09-03,Sevilla,Frank Rijkaard,Desconocida,
300,2009-10-03,Almería,Pep Guardiola,4-3-3,
301,2009-10-17,Valencia,Pep Guardiola,4-3-3,
302,2009-10-20,Rubin_Kazan,Pep Guardiola,Desconocida,
303,2009-10-25,Zaragoza,Pep Guardiola,4-3-3,
304,2009-10-31,Osasuna,Pep Guardiola,4-3-3,
305,2009-11-04,Rubin_Kazan,Pep Guardiola,Desconocida,
306,2009-11-07,Mallorca,Pep Guardiola,4-3-3,
307,2009-11-21,Athletic_Club,Pep Guardiola,4-3-3,
308,2009-11-24,Inter,Pep Guardiola,Desconocida,
309,2009-11-29,Real_Madrid,Pep Guardiola,4-3-3,
30,2004-02-26,Brøndby,Frank Rijkaard,Desconocida,
310,2009-12-02,Xerez,Pep Guardiola,4-3-3,
311,2009-12-05,Dep_La_Coruña,Pep Guardiola,4-3-3,
312,2009-12-09,Dynamo_Kyiv,Pep Guardiola,Desconocida,
313,2009-12-12,Espanyol,Pep Guardiola,Desconocida,
314,2010-01-02,Villarreal,Ernesto Valverde,Desconocida,
315,2010-01-10,Tenerife,Pep Guardiola,4-3-3,
316,2010-01-16,Sevilla,Pep Guardiola,4-3-3,
317,2010-01-23,Valladolid,Pep Guardiola,4-3-3,
318,2010-01-30,Sporting_Gijón,Pep Guardiola,4-3-3,
319,2010-02-06,Getafe,Pep Guardiola,4-3-3,
31,2004-02-29,Dep_La_Coruña,Frank Rijkaard,Desconocida,
320,2010-02-14,Atlético_Madrid,Pep Guardiola,4-3-3,
321,2010-02-20,Racing_Sant,Pep Guardiola,4-3-3,
322,2010-02-23,Stuttgart,Pep Guardiola,Desconocida,
323,2010-02-27,Málaga,Pep Guardiola,4-2-3-1,
324,2010-03-06,Almería,Pep Guardiola,4-3-3,
325,2010-03-14,Valencia,Pep Guardiola,4-3-3,
326,2010-03-17,Stuttgart,Pep Guardiola,Desconocida,
327,2010-03-21,Zaragoza,Pep Guardiola,4-3-3,
328,2010-03-24,Osasuna,Pep Guardiola,4-3-3,
329,2010-03-27,Mallorca,Pep Guardiola,4-3-3,
32,2004-03-03,Brøndby,Frank Rijkaard,Desconocida,
330,2010-03-31,Arsenal,Pep Guardiola,Desconocida,
331,2010-04-03,Athletic_Club,Pep Guardiola,4-4-2,
332,2010-04-06,Arsenal,Pep Guardiola,Desconocida,
333,2010-04-10,Real_Madrid,Pep Guardiola,4-3-3,
334,2010-04-14,Dep_La_Coruña,Pep Guardiola,4-3-3,
335,2010-04-17,Espanyol,Pep Guardiola,4-3-3,
336,2010-04-20,Inter,Pep Guardiola,Desconocida,
337,2010-04-24,Xerez,Pep Guardiola,4-3-3,
338,2010-04-28,Inter,Pep Guardiola,Desconocida,
339,2010-05-01,Villarreal,Pep Guardiola,4-3-3,
33,2004-03-07,Mallorca,Frank Rijkaard,Desconocida,
340,2010-05-04,Tenerife,Pep Guardiola,4-3-3,
341,2010-05-08,Sevilla,Pep Guardiola,4-3-3,
342,2010-05-16,Valladolid,Pep Guardiola,4-3-3,
343,2010-08-29,Racing_Sant,Pep Guardiola,4-3-3,
344,2010-09-11,Hércules,Pep Guardiola,4-3-3,
345,2010-09-14,Panathinaikos,Pep Guardiola,Desconocida,
346,2010-09-19,Atlético_Madrid,Pep Guardiola,4-1-2-1-2,
347,2010-09-22,Sporting_Gijón,Pep Guardiola,Desconocida,
348,2010-09-25,Athletic_Club,Pep Guardiola,Desconocida,
349,2010-09-29,Rubin_Kazan,Pep Guardiola,Desconocida,
34,2004-03-11,Celtic,Frank Rijkaard,Desconocida,
350,2010-10-03,Mallorca,Pep Guardiola,4-3-3,
351,2010-10-16,Valencia,Pep Guardiola,4-3-3,
352,2010-10-20,FC_Copenhagen,Pep Guardiola,Desconocida,
353,2010-10-23,Zaragoza,Pep Guardiola,3-4-1-2,
354,2010-10-30,Sevilla,Pep Guardiola,4-3-3,
