ID_Partido,ID_StatsBomb,ID_Entrenador,Fecha,Temporada,Competicion,Rival,Localia,Resultado,Goles_Barca,Goles_Rival,Penaltis_Barca,Penaltis_Rival
638,,5,2016-02-03,2015-2016,Copa del Rey,Valencia,Home,W,7,0,,
639,266160.0,5,2016-02-07,2015-2016,La Liga,Levante,Away,W,2,0,,
640,,5,2016-02-10,2015-2016,Copa del Rey,Valencia,Away,D,1,1,,
641,266254.0,5,2016-02-14,2015-2016,La Liga,Celta Vigo,Home,W,6,1,,
642,266815.0,5,2016-02-17,2015-2016,La Liga,Sporting Gijón,Away,W,3,1,,
643,267273.0,5,2016-02-20,2015-2016,La Liga,Las Palmas,Away,W,2,1,,
644,,5,2016-02-23,2015-2016,Champions Lg,Arsenal,Away,W,2,0,,
645,265839.0,5,2016-02-28,2015-2016,La Liga,Sevilla,Home,W,2,1,,
646,266653.0,5,2016-03-03,2015-2016,La Liga,Rayo Vallecano,Away,W,5,1,,
647,266056.0,5,2016-03-06,2015-2016,La Liga,Eibar,Away,W,4,0,,
648,266498.0,5,2016-03-12,2015-2016,La Liga,Getafe,Home,W,6,0,,
649,,5,2016-03-16,2015-2016,Champions Lg,Arsenal,Home,W,3,1,,
650,266106.0,5,2016-03-20,2015-2016,La Liga,Villarreal,Away,D,2,2,,
651,267533.0,5,2016-04-02,2015-2016,La Liga,Real Madrid,Home,L,1,2,,
652,,5,2016-04-05,2015-2016,Champions Lg,Atlético Madrid,Home,W,2,1,,
653,266664.0,5,2016-04-09,2015-2016,La Liga,Real Sociedad,Away,L,0,1,,
654,,5,2016-04-13,2015-2016,Champions Lg,Atlético Madrid,Away,L,0,2,,
655,266557.0,5,2016-04-17,2015-2016,La Liga,Valencia,Home,L,1,2,,
656,266310.0,5,2016-04-20,2015-2016,La Liga,Dep La Coruña,Away,W,8,0,,
657,265944.0,5,2016-04-23,2015-2016,La Liga,Sporting Gijón,Home,W,6,0,,
658,266986.0,5,2016-04-30,2015-2016,La Liga,Real Betis,Away,W,2,0,,
659,265958.0,5,2016-05-08,2015-2016,La Liga,Espanyol,Home,W,5,0,,
660,267506.0,5,2016-05-14,2015-2016,La Liga,Granada,Away,W,3,0,,
661,,5,2016-05-22,2015-2016,Copa del Rey,Sevilla,Home,W,2,0,,
662,,5,2016-08-14,2016-2017,Supercopa de España,Sevilla,Away,W,2,0,,
663,,5,2016-08-17,2016-2017,Supercopa de España,Sevilla,Home,W,3,0,,
664,267670.0,5,2016-08-20,2016-2017,La Liga,Real Betis,Home,W,6,2,,
665,266892.0,5,2016-08-28,2016-2017,La Liga,Athletic Club,Away,W,1,0,,
666,266669.0,5,2016-09-10,2016-2017,La Liga,Alavés,Home,L,1,2,,
667,,5,2016-09-13,2016-2017,Champions Lg,Celtic,Home,W,7,0,,
668,267212.0,5,2016-09-17,2016-2017,La Liga,Leganés,Away,W,5,1,,
669,267220.0,5,2016-09-21,2016-2017,La Liga,Atlético Madrid,Home,D,1,1,,
670,,5,2016-09-24,2016-2017,La Liga,Sporting Gijón,Away,W,5,0,,
671,,5,2016-09-28,2016-2017,Champions Lg,Gladbach,Away,W,2,1,,
672,,5,2016-10-02,2016-2017,La Liga,Celta Vigo,Away,L,3,4,,
673,267492.0,5,2016-10-15,2016-2017,La Liga,Dep La Coruña,Home,W,4,0,,
674,,5,2016-10-19,2016-2017,Champions Lg,Manchester City,Home,W,4,0,,
675,266033.0,5,2016-10-22,2016-2017,La Liga,Valencia,Away,W,3,2,,
676,267058.0,5,2016-10-29,2016-2017,La Liga,Granada,Home,W,1,0,,
677,,5,2016-11-01,2016-2017,Champions Lg,Manchester City,Away,L,1,3,,
678,266989.0,5,2016-11-06,2016-2017,La Liga,Sevilla,Away,W,2,1,,
679,,5,2016-11-19,2016-2017,La Liga,Málaga,Home,D,0,0,,
680,,5,2016-11-23,2016-2017,Champions Lg,Celtic,Away,W,2,0,,
681,266191.0,5,2016-11-27,2016-2017,La Liga,Real Sociedad,Away,D,1,1,,
682,,5,2016-11-30,2016-2017,Copa del Rey,Hércules,Away,D,1,1,,
683,267076.0,5,2016-12-03,2016-2017,La Liga,Real Madrid,Home,D,1,1,,
684,,5,2016-12-06,2016-2017,Champions Lg,Gladbach,Home,W,4,0,,
685,266357.0,5,2016-12-10,2016-2017,La Liga,Osasuna,Away,W,3,0,,
686,266528.0,5,2016-12-18,2016-2017,La Liga,Espanyol,Home,W,4,1,,
687,,5,2016-12-21,2016-2017,Copa del Rey,Hércules,Home,W,7,0,,
688,,5,2017-01-05,2016-2017,Copa del Rey,Athletic Club,Away,L,1,2,,
689,266477.0,5,2017-01-08,2016-2017,La Liga,Villarreal,Away,D,1,1,,
690,,5,2017-01-11,2016-2017,Copa del Rey,Athletic Club,Home,W,3,1,,
691,267395.0,5,2017-01-14,2016-2017,La Liga,Las Palmas,Home,W,5,0,,
692,,5,2017-01-19,2016-2017,Copa del Rey,Real Sociedad,Away,W,1,0,,
693,266731.0,5,2017-01-22,2016-2017,La Liga,Eibar,Away,W,4,0,,
694,,5,2017-01-26,2016-2017,Copa del Rey,Real Sociedad,Home,W,5,2,,
695,266516.0,5,2017-01-29,2016-2017,La Liga,Real Betis,Away,D,1,1,,
696,,5,2017-02-01,2016-2017,Copa del Rey,Atlético Madrid,Away,W,2,1,,
697,266874.0,5,2017-02-04,2016-2017,La Liga,Athletic Club,Home,W,3,0,,
698,,5,2017-02-07,2016-2017,Copa del Rey,Atlético Madrid,Home,D,1,1,,
699,266273.0,5,2017-02-11,2016-2017,La Liga,Alavés,Away,W,6,0,,
700,,5,2017-02-14,2016-2017,Champions Lg,Paris Saint-Germain,Away,L,0,4,,
701,267596.0,5,2017-02-19,2016-2017,La Liga,Leganés,Home,W,2,1,,
702,267464.0,5,2017-02-26,2016-2017,La Liga,Atlético Madrid,Away,W,2,1,,
703,265952.0,5,2017-03-01,2016-2017,La Liga,Sporting Gijón,Home,W,6,1,,
704,266299.0,5,2017-03-04,2016-2017,La Liga,Celta Vigo,Home,W,5,0,,
705,,5,2017-03-08,2016-2017,Champions Lg,Paris Saint-Germain,Home,W,6,1,,
706,267660.0,5,2017-03-12,2016-2017,La Liga,Dep La Coruña,Away,L,1,2,,
707,266440.0,5,2017-03-19,2016-2017,La Liga,Valencia,Home,W,4,2,,
708,,5,2017-04-02,2016-2017,La Liga,Granada,Away,W,4,1,,
709,266280.0,5,2017-04-05,2016-2017,La Liga,Sevilla,Home,W,3,0,,
710,267590.0,5,2017-04-08,2016-2017,La Liga,Málaga,Away,L,0,2,,
711,,5,2017-04-11,2016-2017,Champions Lg,Juventus,Away,L,0,3,,
712,267373.0,5,2017-04-15,2016-2017,La Liga,Real Sociedad,Home,W,3,2,,
713,,5,2017-04-19,2016-2017,Champions Lg,Juventus,Home,D,0,0,,
714,267569.0,5,2017-04-23,2016-2017,La Liga,Real Madrid,Away,W,3,2,,
715,267101.0,5,2017-04-26,2016-2017,La Liga,Osasuna,Home,W,7,1,,
716,267077.0,5,2017-04-29,2016-2017,La Liga,Espanyol,Away,W,3,0,,
717,266952.0,5,2017-05-06,2016-2017,La Liga,Villarreal,Home,W,4,1,,
718,267039.0,5,2017-05-14,2016-2017,La Liga,Las Palmas,Away,W,4,1,,
719,267432.0,5,2017-05-21,2016-2017,La Liga,Eibar,Home,W,4,2,,
720,,5,2017-05-27,2016-2017,Copa del Rey,Alavés,Home,W,3,1,,
721,,6,2017-08-13,2017-2018,Supercopa de España,Real Madrid,Neutral,L,1,3,,
722,,6,2017-08-16,2017-2018,Supercopa de España,Real Madrid,Away,L,0,2,,
723,9575.0,6,2017-08-20,2017-2018,La Liga,Real Betis,Home,W,2,0,,
724,9581.0,6,2017-08-26,2017-2018,La Liga,Alavés,Away,W,2,0,,
725,9592.0,6,2017-09-09,2017-2018,La Liga,Espanyol,Home,W,5,0,,
726,,6,2017-09-12,2017-2018,Champions Lg,Juventus,Home,W,3,0,,
727,9602.0,6,2017-09-16,2017-2018,La Liga,Getafe,Away,W,2,1,,
728,9609.0,6,2017-09-19,2017-2018,La Liga,Eibar,Home,W,6,1,,
729,9620.0,6,2017-09-23,2017-2018,La Liga,Girona,Away,W,3,0,,
730,,6,2017-09-27,2017-2018,Champions Lg,Sporting CP,Away,W,1,0,,
731,9636.0,6,2017-10-01,2017-2018,La Liga,Las Palmas,Home,W,3,0,,
732,9642.0,6,2017-10-14,2017-2018,La Liga,Atlético Madrid,Away,D,1,1,,
733,,6,2017-10-18,2017-2018,Champions Lg,Olympiacos,Home,W,3,1,,
734,9650.0,6,2017-10-21,2017-2018,La Liga,Málaga,Home,W,2,0,,
735,,6,2017-10-24,2017-2018,Copa del Rey,Real Murcia,Away,W,3,0,,
736,9661.0,6,2017-10-28,2017-2018,La Liga,Athletic Club,Away,W,2,0,,
737,,6,2017-10-31,2017-2018,Champions Lg,Olympiacos,Away,D,0,0,,
738,9673.0,6,2017-11-04,2017-2018,La Liga,Sevilla,Home,W,2,1,,
739,9682.0,6,2017-11-18,2017-2018,La Liga,Leganés,Away,W,3,0,,
740,,6,2017-11-22,2017-2018,Champions Lg,Juventus,Away,D,0,0,,
741,9695.0,6,2017-11-26,2017-2018,La Liga,Valencia,Away,D,1,1,,
742,,6,2017-11-29,2017-2018,Copa del Rey,Real Murcia,Home,W,5,0,,
743,9700.0,6,2017-12-02,2017-2018,La Liga,Celta Vigo,Home,D,2,2,,
744,,6,2017-12-05,2017-2018,Champions Lg,Sporting CP,Home,W,2,0,,
745,9717.0,6,2017-12-10,2017-2018,La Liga,Villarreal,Away,W,2,0,,
746,9726.0,6,2017-12-17,2017-2018,La Liga,Dep La Coruña,Home,W,4,0,,
747,9736.0,6,2017-12-23,2017-2018,La Liga,Real Madrid,Away,W,3,0,,
748,,6,2018-01-04,2017-2018,Copa del Rey,Celta Vigo,Away,D,1,1,,
749,9742.0,6,2018-01-07,2017-2018,La Liga,Levante,Home,W,3,0,,
750,,6,2018-01-11,2017-2018,Copa del Rey,Celta Vigo,Home,W,5,0,,
751,9754.0,6,2018-01-14,2017-2018,La Liga,Real Sociedad,Away,W,4,2,,
752,,6,2018-01-17,2017-2018,Copa del Rey,Espanyol,Away,L,0,1,,
753,9765.0,6,2018-01-21,2017-2018,La Liga,Real Betis,Away,W,5,0,,
754,,6,2018-01-25,2017-2018,Copa del Rey,Espanyol,Home,W,2,0,,
755,9774.0,6,2018-01-28,2017-2018,La Liga,Alavés,Home,W,2,1,,
756,,6,2018-02-01,2017-2018,Copa del Rey,Valencia,Home,W,1,0,,
757,9783.0,6,2018-02-04,2017-2018,La Liga,Espanyol,Away,D,1,1,,
758,,6,2018-02-08,2017-2018,Copa del Rey,Valencia,Away,W,2,0,,
759,9794.0,6,2018-02-11,2017-2018,La Liga,Getafe,Home,D,0,0,,
760,9799.0,6,2018-02-17,2017-2018,La Liga,Eibar,Away,W,2,0,,
761,,6,2018-02-20,2017-2018,Champions Lg,Chelsea,Away,D,1,1,,
762,9811.0,6,2018-02-24,2017-2018,La Liga,Girona,Home,W,6,1,,
763,9827.0,6,2018-03-01,2017-2018,La Liga,Las Palmas,Away,D,1,1,,
764,9837.0,6,2018-03-04,2017-2018,La Liga,Atlético Madrid,Home,W,1,0,,
765,,6,2018-03-10,2017-2018,La Liga,Málaga,Away,W,2,0,,
766,,6,2018-03-14,2017-2018,Champions Lg,Chelsea,Home,W,3,0,,
767,9855.0,6,2018-03-18,2017-2018,La Liga,Athletic Club,Home,W,2,0,,
768,9860.0,6,2018-03-31,2017-2018,La Liga,Sevilla,Away,D,2,2,,
769,,6,2018-04-04,2017-2018,Champions Lg,Roma,Home,W,4,1,,
770,9870.0,6,2018-04-07,2017-2018,La Liga,Leganés,Home,W,3,1,,
771,,6,2018-04-10,2017-2018,Champions Lg,Roma,Away,L,0,3,,
772,9880.0,6,2018-04-14,2017-2018,La Liga,Valencia,Home,W,2,1,,
773,9889.0,6,2018-04-17,2017-2018,La Liga,Celta Vigo,Away,D,2,2,,
774,,6,2018-04-21,2017-2018,Copa del Rey,Sevilla,Neutral,W,5,0,,
775,9912.0,6,2018-04-29,2017-2018,La Liga,Dep La Coruña,Away,W,4,2,,
776,9924.0,6,2018-05-06,2017-2018,La Liga,Real Madrid,Home,D,2,2,,
777,9928.0,6,2018-05-09,2017-2018,La Liga,Villarreal,Home,W,5,1,,
778,,6,2018-05-13,2017-2018,La Liga,Levante,Away,L,4,5,,
779,9948.0,6,2018-05-20,2017-2018,La Liga,Real Sociedad,Home,W,1,0,,
780,,6,2018-08-12,2018-2019,Supercopa de España,Sevilla,Neutral,W,2,1,,
781,15946.0,6,2018-08-18,2018-2019,La Liga,Alavés,Home,W,3,0,,
782,15956.0,6,2018-08-25,2018-2019,La Liga,Valladolid,Away,W,1,0,,
783,15973.0,6,2018-09-02,2018-2019,La Liga,Huesca,Home,W,8,2,,
784,15978.0,6,2018-09-15,2018-2019,La Liga,Real Sociedad,Away,W,2,1,,
785,,6,2018-09-18,2018-2019,Champions Lg,PSV,Home,W,4,0,,
786,15986.0,6,2018-09-23,2018-2019,La Liga,Girona,Home,D,2,2,,
787,15998.0,6,2018-09-26,2018-2019,La Liga,Leganés,Away,L,1,2,,
788,16010.0,6,2018-09-29,2018-2019,La Liga,Athletic Club,Home,D,1,1,,
789,,6,2018-10-03,2018-2019,Champions Lg,Tottenham Hotspur,Away,W,4,2,,
790,16023.0,6,2018-10-07,2018-2019,La Liga,Valencia,Away,D,1,1,,
791,16029.0,6,2018-10-20,2018-2019,La Liga,Sevilla,Home,W,4,2,,
792,,6,2018-10-24,2018-2019,Champions Lg,Inter,Home,W,2,0,,
793,,6,2018-10-28,2018-2019,La Liga,Real Madrid,Home,W,5,1,,
794,,6,2018-10-31,2018-2019,Copa del Rey,Cultural Leonesa,Away,W,1,0,,
795,,6,2018-11-03,2018-2019,La Liga,Rayo Vallecano,Away,W,3,2,,
796,,6,2018-11-06,2018-2019,Champions Lg,Inter,Away,D,1,1,,
797,16056.0,6,2018-11-11,2018-2019,La Liga,Real Betis,Home,L,3,4,,
798,16073.0,6,2018-11-24,2018-2019,La Liga,Atlético Madrid,Away,D,1,1,,
799,,6,2018-11-28,2018-2019,Champions Lg,PSV,Away,W,2,1,,
800,16079.0,6,2018-12-02,2018-2019,La Liga,Villarreal,Home,W,2,0,,
801,,6,2018-12-05,2018-2019,Copa del Rey,Cultural Leonesa,Home,W,4,1,,
802,16086.0,6,2018-12-08,2018-2019,La Liga,Espanyol,Away,W,4,0,,
803,,6,2018-12-11,2018-2019,Champions Lg,Tottenham Hotspur,Home,D,1,1,,
804,16095.0,6,2018-12-16,2018-2019,La Liga,Levante,Away,W,5,0,,
805,16109.0,6,2018-12-22,2018-2019,La Liga,Celta Vigo,Home,W,2,0,,
806,16120.0,6,2019-01-06,2018-2019,La Liga,Getafe,Away,W,2,1,,
807,,6,2019-01-10,2018-2019,Copa del Rey,Levante,Away,L,1,2,,
808,16131.0,6,2019-01-13,2018-2019,La Liga,Eibar,Home,W,3,0,,
809,,6,2019-01-17,2018-2019,Copa del Rey,Levante,Home,W,3,0,,
810,16136.0,6,2019-01-20,2018-2019,La Liga,Leganés,Home,W,3,1,,
811,,6,2019-01-23,2018-2019,Copa del Rey,Sevilla,Away,L,0,2,,
812,16149.0,6,2019-01-27,2018-2019,La Liga,Girona,Away,W,2,0,,
813,,6,2019-01-30,2018-2019,Copa del Rey,Sevilla,Home,W,6,1,,
814,16157.0,6,2019-02-02,2018-2019,La Liga,Valencia,Home,D,2,2,,
815,,6,2019-02-06,2018-2019,Copa del Rey,Real Madrid,Home,D,1,1,,
816,16173.0,6,2019-02-10,2018-2019,La Liga,Athletic Club,Away,D,0,0,,
817,16182.0,6,2019-02-16,2018-2019,La Liga,Valladolid,Home,W,1,0,,
818,,6,2019-02-19,2018-2019,Champions Lg,Lyon,Away,D,0,0,,
819,16190.0,6,2019-02-23,2018-2019,La Liga,Sevilla,Away,W,4,2,,
820,,6,2019-02-27,2018-2019,Copa del Rey,Real Madrid,Away,W,3,0,,
821,16196.0,6,2019-03-02,2018-2019,La Liga,Real Madrid,Away,W,1,0,,
822,16205.0,6,2019-03-09,2018-2019,La Liga,Rayo Vallecano,Home,W,3,1,,
823,,6,2019-03-13,2018-2019,Champions Lg,Lyon,Home,W,5,1,,
824,16215.0,6,2019-03-17,2018-2019,La Liga,Real Betis,Away,W,4,1,,
825,16231.0,6,2019-03-30,2018-2019,La Liga,Espanyol,Home,W,2,0,,
826,16240.0,6,2019-04-02,2018-2019,La Liga,Villarreal,Away,D,4,4,,
827,16248.0,6,2019-04-06,2018-2019,La Liga,Atlético Madrid,Home,W,2,0,,
828,,6,2019-04-10,2018-2019,Champions Lg,Manchester Utd,Away,W,1,0,,
829,,6,2019-04-13,2018-2019,La Liga,Huesca,Away,D,0,0,,
830,,6,2019-04-16,2018-2019,Champions Lg,Manchester Utd,Home,W,3,0,,
831,16265.0,6,2019-04-20,2018-2019,La Liga,Real Sociedad,Home,W,2,1,,
832,16275.0,6,2019-04-23,2018-2019,La Liga,Alavés,Away,W,2,0,,
833,16289.0,6,2019-04-27,2018-2019,La Liga,Levante,Home,W,1,0,,
834,,6,2019-05-01,2018-2019,Champions Lg,Liverpool,Home,W,3,0,,
835,,6,2019-05-04,2018-2019,La Liga,Celta Vigo,Away,L,0,2,,
836,,6,2019-05-07,2018-2019,Champions Lg,Liverpool,Away,L,0,4,,
837,16306.0,6,2019-05-12,2018-2019,La Liga,Getafe,Home,W,2,0,,
838,16317.0,6,2019-05-19,2018-2019,La Liga,Eibar,Away,D,2,2,,
839,,6,2019-05-25,2018-2019,Copa del Rey,Valencia,Neutral,L,1,2,,
840,,6,2019-08-16,2019-2020,La Liga,Athletic Club,Away,L,0,1,,
841,,6,2019-08-25,2019-2020,La Liga,Real Betis,Home,W,5,2,,
842,,6,2019-08-31,2019-2020,La Liga,Osasuna,Away,D,2,2,,
843,,6,2019-09-14,2019-2020,La Liga,Valencia,Home,W,5,2,,
844,,6,2019-09-17,2019-2020,Champions Lg,Dortmund,Away,D,0,0,,
845,303666.0,6,2019-09-21,2019-2020,La Liga,Granada,Away,L,0,2,,
846,303430.0,6,2019-09-24,2019-2020,La Liga,Villarreal,Home,W,2,1,,
847,,6,2019-09-28,2019-2020,La Liga,Getafe,Away,W,2,0,,
848,,6,2019-10-02,2019-2020,Champions Lg,Inter,Home,W,2,1,,
849,303473.0,6,2019-10-06,2019-2020,La Liga,Sevilla,Home,W,4,0,,
850,303700.0,6,2019-10-19,2019-2020,La Liga,Eibar,Away,W,3,0,,
851,,6,2019-10-23,2019-2020,Champions Lg,Slavia Prague,Away,W,2,1,,
852,303600.0,6,2019-10-29,2019-2020,La Liga,Valladolid,Home,W,5,1,,
853,303504.0,6,2019-11-02,2019-2020,La Liga,Levante,Away,L,1,3,,
854,,6,2019-11-05,2019-2020,Champions Lg,Slavia Prague,Home,D,0,0,,
855,303487.0,6,2019-11-09,2019-2020,La Liga,Celta Vigo,Home,W,4,1,,
856,303715.0,6,2019-11-23,2019-2020,La Liga,Leganés,Away,W,2,1,,
857,,6,2019-11-27,2019-2020,Champions Lg,Dortmund,Home,W,3,1,,
858,303524.0,6,2019-12-01,2019-2020,La Liga,Atlético Madrid,Away,W,1,0,,
859,303451.0,6,2019-12-07,2019-2020,La Liga,Mallorca,Home,W,5,2,,
860,,6,2019-12-10,2019-2020,Champions Lg,Inter,Away,W,2,1,,
861,303664.0,6,2019-12-14,2019-2020,La Liga,Real Sociedad,Away,D,2,2,,
862,303596.0,6,2019-12-18,2019-2020,La Liga,Real Madrid,Home,D,0,0,,
863,303517.0,6,2019-12-21,2019-2020,La Liga,Alavés,Home,W,4,1,,
864,303652.0,6,2020-01-04,2019-2020,La Liga,Espanyol,Away,D,2,2,,
865,,6,2020-01-09,2019-2020,Supercopa de España,Atlético Madrid,Home,L,2,3,,
866,303610.0,7,2020-01-19,2019-2020,La Liga,Granada,Home,W,1,0,,
867,,7,2020-01-22,2019-2020,Copa del Rey,Ibiza,Away,W,2,1,,
868,303400.0,7,2020-01-25,2019-2020,La Liga,Valencia,Away,L,0,2,,
869,,7,2020-01-30,2019-2020,Copa del Rey,Leganés,Home,W,5,0,,
870,303682.0,7,2020-02-02,2019-2020,La Liga,Levante,Home,W,2,1,,
871,,7,2020-02-06,2019-2020,Copa del Rey,Athletic Club,Away,L,0,1,,
872,303707.0,7,2020-02-09,2019-2020,La Liga,Real Betis,Away,W,3,2,,
873,303377.0,7,2020-02-15,2019-2020,La Liga,Getafe,Home,W,2,1,,
874,303731.0,7,2020-02-22,2019-2020,La Liga,Eibar,Home,W,5,0,,
875,,7,2020-02-25,2019-2020,Champions Lg,Napoli,Away,D,1,1,,
876,303470.0,7,2020-03-01,2019-2020,La Liga,Real Madrid,Away,L,0,2,,
877,303479.0,7,2020-03-07,2019-2020,La Liga,Real Sociedad,Home,W,1,0,,
878,303548.0,7,2020-06-13,2019-2020,La Liga,Mallorca,Away,W,4,0,,
879,303532.0,7,2020-06-16,2019-2020,La Liga,Leganés,Home,W,2,0,,
880,303674.0,7,2020-06-19,2019-2020,La Liga,Sevilla,Away,D,0,0,,
881,303493.0,7,2020-06-23,2019-2020,La Liga,Athletic Club,Home,W,1,0,,
882,303516.0,7,2020-06-27,2019-2020,La Liga,Celta Vigo,Away,D,2,2,,
883,303696.0,7,2020-06-30,2019-2020,La Liga,Atlético Madrid,Home,D,2,2,,
884,303725.0,7,2020-07-05,2019-2020,La Liga,Villarreal,Away,W,4,1,,
885,303615.0,7,2020-07-08,2019-2020,La Liga,Espanyol,Home,W,1,0,,
886,303680.0,7,2020-07-11,2019-2020,La Liga,Valladolid,Away,W,1,0,,
887,303634.0,7,2020-07-16,2019-2020,La Liga,Osasuna,Home,L,1,2,,
888,303421.0,7,2020-07-19,2019-2020,La Liga,Alavés,Away,W,5,0,,
889,,7,2020-08-08,2019-2020,Champions Lg,Napoli,Home,W,3,1,,
890,,7,2020-08-14,2019-2020,Champions Lg,Bayern Munich,Neutral,L,2,8,,
891,3773593.0,8,2020-09-27,2020-2021,La Liga,Villarreal,Home,W,4,0,,
892,3773466.0,8,2020-10-01,2020-2021,La Liga,Celta Vigo,Away,W,3,0,,
893,3773672.0,8,2020-10-04,2020-2021,La Liga,Sevilla,Home,D,1,1,,
894,3773587.0,8,2020-10-17,2020-2021,La Liga,Getafe,Away,L,0,1,,
895,,8,2020-10-20,2020-2021,Champions Lg,Ferencváros,Home,W,5,1,,
896,3773585.0,8,2020-10-24,2020-2021,La Liga,Real Madrid,Home,L,1,3,,
897,,8,2020-10-28,2020-2021,Champions Lg,Juventus,Away,W,2,0,,
898,3773386.0,8,2020-10-31,2020-2021,La Liga,Alavés,Away,D,1,1,,
899,,8,2020-11-04,2020-2021,Champions Lg,Dynamo Kyiv,Home,W,2,1,,
900,3773477.0,8,2020-11-07,2020-2021,La Liga,Real Betis,Home,W,5,2,,
901,3773656.0,8,2020-11-21,2020-2021,La Liga,Atlético Madrid,Away,L,0,1,,
902,,8,2020-11-24,2020-2021,Champions Lg,Dynamo Kyiv,Away,W,4,0,,
903,3773547.0,8,2020-11-29,2020-2021,La Liga,Osasuna,Home,W,4,0,,
904,,8,2020-12-02,2020-2021,Champions Lg,Ferencváros,Away,W,3,0,,
905,3773428.0,8,2020-12-05,2020-2021,La Liga,Cádiz,Away,L,1,2,,
906,,8,2020-12-08,2020-2021,Champions Lg,Juventus,Home,L,0,3,,
907,3773660.0,8,2020-12-13,2020-2021,La Liga,Levante,Home,W,1,0,,
908,3773523.0,8,2020-12-16,2020-2021,La Liga,Real Sociedad,Home,W,2,1,,
909,3773377.0,8,2020-12-19,2020-2021,La Liga,Valencia,Home,D,2,2,,
910,3773571.0,8,2020-12-22,2020-2021,La Liga,Valladolid,Away,W,3,0,,
911,,8,2020-12-29,2020-2021,La Liga,Eibar,Home,D,1,1,,
912,3773552.0,8,2021-01-03,2020-2021,La Liga,Huesca,Away,W,1,0,,
913,3764661.0,8,2021-01-06,2020-2021,La Liga,Athletic Club,Away,W,3,2,,
914,3773565.0,8,2021-01-09,2020-2021,La Liga,Granada,Away,W,4,0,,
915,,8,2021-01-13,2020-2021,Supercopa de España,Real Sociedad,Away,D,1,1,3.0,2.0
916,,8,2021-01-17,2020-2021,Supercopa de España,Athletic Club,Home,L,2,3,,
917,,8,2021-01-21,2020-2021,Copa del Rey,UE Cornellà,Away,W,2,0,,
918,,8,2021-01-24,2020-2021,La Liga,Elche,Away,W,2,0,,
919,,8,2021-01-27,2020-2021,Copa del Rey,Rayo Vallecano,Away,W,2,1,,
920,3773403.0,8,2021-01-31,2020-2021,La Liga,Athletic Club,Home,W,2,1,,
921,,8,2021-02-03,2020-2021,Copa del Rey,Granada,Away,W,5,3,,
922,3773631.0,8,2021-02-07,2020-2021,La Liga,Real Betis,Away,W,3,2,,
923,,8,2021-02-10,2020-2021,Copa del Rey,Sevilla,Away,L,0,2,,
924,3773526.0,8,2021-02-13,2020-2021,La Liga,Alavés,Home,W,5,1,,
925,,8,2021-02-16,2020-2021,Champions Lg,Paris Saint-Germain,Home,L,1,4,,
926,3773415.0,8,2021-02-21,2020-2021,La Liga,Cádiz,Home,D,1,1,,
927,3764440.0,8,2021-02-24,2020-2021,La Liga,Elche,Home,W,3,0,,
928,3773625.0,8,2021-02-27,2020-2021,La Liga,Sevilla,Away,W,2,0,,
929,,8,2021-03-03,2020-2021,Copa del Rey,Sevilla,Home,W,3,0,,
930,3773665.0,8,2021-03-06,2020-2021,La Liga,Osasuna,Away,W,2,0,,
931,,8,2021-03-10,2020-2021,Champions Lg,Paris Saint-Germain,Away,D,1,1,,
932,3773369.0,8,2021-03-15,2020-2021,La Liga,Huesca,Home,W,4,1,,
933,3773597.0,8,2021-03-21,2020-2021,La Liga,Real Sociedad,Away,W,6,1,,
934,3773474.0,8,2021-04-05,2020-2021,La Liga,Valladolid,Home,W,1,0,,
935,3773497.0,8,2021-04-10,2020-2021,La Liga,Real Madrid,Away,L,1,2,,
936,,8,2021-04-17,2020-2021,Copa del Rey,Athletic Club,Neutral,W,4,0,,
937,3773661.0,8,2021-04-22,2020-2021,La Liga,Getafe,Home,W,5,2,,
938,3773689.0,8,2021-04-25,2020-2021,La Liga,Villarreal,Away,W,2,1,,
939,3773586.0,8,2021-04-29,2020-2021,La Liga,Granada,Home,L,1,2,,
940,3773695.0,8,2021-05-02,2020-2021,La Liga,Valencia,Away,W,3,2,,
941,3773372.0,8,2021-05-08,2020-2021,La Liga,Atlético Madrid,Home,D,0,0,,
942,3773387.0,8,2021-05-11,2020-2021,La Liga,Levante,Away,D,3,3,,
943,3773457.0,8,2021-05-16,2020-2021,La Liga,Celta Vigo,Home,L,1,2,,
944,,8,2021-05-22,2020-2021,La Liga,Eibar,Away,W,1,0,,
945,,8,2021-08-15,2021-2022,La Liga,Real Sociedad,Home,W,4,2,,
946,,8,2021-08-21,2021-2022,La Liga,Athletic Club,Away,D,1,1,,
947,,8,2021-08-29,2021-2022,La Liga,Getafe,Home,W,2,1,,
948,,8,2021-09-14,2021-2022,Champions Lg,Bayern Munich,Home,L,0,3,,
949,,8,2021-09-20,2021-2022,La Liga,Granada,Home,D,1,1,,
950,,8,2021-09-23,2021-2022,La Liga,Cádiz,Away,D,0,0,,
951,,8,2021-09-26,2021-2022,La Liga,Levante,Home,W,3,0,,
952,,8,2021-09-29,2021-2022,Champions Lg,Benfica,Away,L,0,3,,
953,,8,2021-10-02,2021-2022,La Liga,Atlético Madrid,Away,L,0,2,,
954,,8,2021-10-17,2021-2022,La Liga,Valencia,Home,W,3,1,,
955,,8,2021-10-20,2021-2022,Champions Lg,Dynamo Kyiv,Home,W,1,0,,
