id_partido,fecha,equipo_rival,resultado,fase,minuto,jugador_implicado,tipo_evento,detalle_accion,etiqueta_partido
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,38,Lionel Messi,Gol,Asistencia de Rafinha,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,46,Giorgos Efrem,Sustitución,Entra al campo (Sale Stathis Aloneftis),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,54,João Guilherme,Tarjeta Amarilla,0:2  — Yellow Card,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,58,Lionel Messi,Gol,Asistencia de Dani Alves,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,62,Adriano,Sustitución,Entra al campo (Sale Jordi Alba),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,62,Xavi,Sustitución,Entra al campo (Sale Ivan Rakitić),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,63,Tomas De Vincenti,Sustitución,Entra al campo (Sale Gustavo Manduca),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,70,Rafinha,Tarjeta Roja,0:3  — Second Yellow Card,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,74,Rafik Djebbour,Sustitución,Entra al campo (Sale Vinicius),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,77,Sergio Busquets,Sustitución,Entra al campo (Sale Luis Suárez),"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,84,João Guilherme,Tarjeta Roja,0:3  — Second Yellow Card,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
2046986569,"Tuesday November 25, 2014",APOEL FC,0-4,Fase de Grupos,87,Lionel Messi,Gol,Asistencia de Pedro,"Fase de Grupos vs APOEL FC (Tuesday November 25, 2014)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,7,Alexandre Song,Tarjeta Amarilla,0:0  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,26,David Villa,Gol,Goal,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,28,Samir Nasri,Tarjeta Amarilla,0:1  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,29,Andrés Iniesta,Tarjeta Amarilla,0:1  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,58,Gerard Piqué,Tarjeta Amarilla,0:1  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,68,Seydou Keita,Sustitución,Entra al campo (Sale David Villa),"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,68,Andrey Arshavin,Sustitución,Entra al campo (Sale Alexandre Song),"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,77,Nicklas Bendtner,Sustitución,Entra al campo (Sale Theo Walcott),"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,78,Robin van Persie,Gol,Goal,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,83,Andrey Arshavin,Tarjeta Amarilla,1:1  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,83,Andrey Arshavin,Gol,Goal,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,86,Robin van Persie,Tarjeta Amarilla,2:1  — Yellow Card,"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
734762883,"Wednesday February 16, 2011",Arsenal,2-1,Octavos de Final,89,Adriano,Sustitución,Entra al campo (Sale Andrés Iniesta),"Octavos de Final vs Arsenal (Wednesday February 16, 2011)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,7,Neymar,Gol,Asistencia de Lionel Messi,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,24,Lionel Messi,Gol,Asistencia de Andrés Iniesta,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,32,Joël Veltman,Tarjeta Amarilla,2:0  — Yellow Card,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,46,Arkadiusz Milik,Tarjeta Amarilla,2:0  for Ricardo Kishna — Substitute,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,56,Jaïro Riedewald,Sustitución,Entra al campo (Sale Niki Zimling),"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,62,Sandro Ramírez,Sustitución,Entra al campo (Sale Neymar),"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,67,Munir El Haddadi,Sustitución,Entra al campo (Sale Lionel Messi),"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,69,Ricardo van Rhijn,Tarjeta Amarilla,2:0  — Yellow Card,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,73,Anwar El Ghazi,Sustitución,Entra al campo (Sale Kolbeinn Sigþórsson),"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,76,Rafinha,Sustitución,Entra al campo (Sale Andrés Iniesta),"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,80,Pedro,Tarjeta Amarilla,2:0  — Yellow Card,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,88,Anwar El Ghazi,Gol,Goal,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,90,Jaïro Riedewald,Tarjeta Amarilla,2:1  — Yellow Card,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
2877968264,"Tuesday October 21, 2014",Ajax,3-1,Fase de Grupos,90+4,Sandro Ramírez,Gol,Asistencia de Rafinha,"Fase de Grupos vs Ajax (Tuesday October 21, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,12,Vinicius,Tarjeta Amarilla,0:0  — Yellow Card,"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,27,Marios Antoniades,Tarjeta Amarilla,0:0  — Yellow Card,"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,28,Gerard Piqué,Gol,Asistencia de Lionel Messi,"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,61,Andrés Iniesta,Sustitución,Entra al campo (Sale Xavi),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,61,Gustavo Manduca,Sustitución,Entra al campo (Sale Tiago Gomes),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,68,Sandro Ramírez,Sustitución,Entra al campo (Sale Munir El Haddadi),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,75,Rafik Djebbour,Sustitución,Entra al campo (Sale Cillian Sheridan),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,79,Rafinha,Sustitución,Entra al campo (Sale Sergi Roberto),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
247915284,"Wednesday September 17, 2014",APOEL FC,1-0,Fase de Grupos,79,Constantinos Charalambides,Sustitución,Entra al campo (Sale Tomas De Vincenti),"Fase de Grupos vs APOEL FC (Wednesday September 17, 2014)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,16,Laurent Koscielny,Tarjeta Amarilla,0:0  — Yellow Card,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,19,Manuel Almunia,Sustitución,Entra al campo (Sale Wojciech Szczęsny),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,29,Bacary Sagna,Tarjeta Amarilla,0:0  — Yellow Card,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,37,Jack Wilshere,Tarjeta Amarilla,0:0  — Yellow Card,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,46,Robin van Persie,Tarjeta Amarilla,0:0  — Yellow Card,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,48,Lionel Messi,Gol,Goal,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,53,Sergio Busquets,Gol,Own Goal  Goal,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,56,Robin van Persie,Tarjeta Roja,1:1  — Second Yellow Card,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,69,Xavi,Gol,Goal,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,71,Lionel Messi,Gol,De Penalti,"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,73,Andrey Arshavin,Sustitución,Entra al campo (Sale Tomáš Rosický),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,78,Nicklas Bendtner,Sustitución,Entra al campo (Sale Cesc Fàbregas),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,82,Ibrahim Afellay,Sustitución,Entra al campo (Sale David Villa),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,88,Seydou Keita,Sustitución,Entra al campo (Sale Javier Mascherano),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
427255149,"Tuesday March 8, 2011",Arsenal,3-1,Octavos de Final,90,Maxwell,Sustitución,Entra al campo (Sale Adriano),"Octavos de Final vs Arsenal (Tuesday March 8, 2011)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,18,Manuel Almunia,Sustitución,Entra al campo (Sale Robert Pirès),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,18,Jens Lehmann,Tarjeta Roja,0:0  — Red Card,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,22,Emmanuel Eboué,Tarjeta Amarilla,0:0  — Yellow Card,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,37,Sol Campbell,Gol,Goal,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,46,Andrés Iniesta,Sustitución,Entra al campo (Sale Edmílson),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,51,Thierry Henry,Tarjeta Amarilla,0:1  — Yellow Card,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,61,Henrik Larsson,Sustitución,Entra al campo (Sale Mark van Bommel),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,69,Oleguer Presas,Tarjeta Amarilla,0:1  — Yellow Card,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,71,Juliano Belletti,Sustitución,Entra al campo (Sale Oleguer Presas),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,74,Mathieu Flamini,Sustitución,Entra al campo (Sale Cesc Fàbregas),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,76,Samuel Eto'o,Gol,Goal,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,81,Juliano Belletti,Gol,Goal,"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,85,José Antonio Reyes,Sustitución,Entra al campo (Sale Alexander Hleb),"Final vs Arsenal (Wednesday May 17, 2006)"
305710489,"Wednesday May 17, 2006",Arsenal,2-1,Final,90+3,Henrik Larsson,Tarjeta Amarilla,2:1  — Yellow Card,"Final vs Arsenal (Wednesday May 17, 2006)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,59,Marko Perović,Sustitución,Entra desde el banquillo,"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,60,Lionel Messi,Sustitución,Entra al campo (Sale Víctor Sánchez),"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,60,Xavi,Sustitución,Entra al campo (Sale Bojan Krkić),"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,62,Lionel Messi,Gol,Goal,"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,67,Samuel Eto'o,Sustitución,Entra al campo (Sale Andrés Iniesta),"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,69,Eren Derdiyok,Sustitución,Entra al campo (Sale Marco Streller),"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,82,Eren Derdiyok,Gol,Goal,"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,83,Marcos Gelabert,Sustitución,Entra al campo (Sale Valentin Stocker),"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3901541334,"Tuesday November 4, 2008",Basel,1-1,Fase de Grupos,89,Franco Costanzo,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs Basel (Tuesday November 4, 2008)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,9,Lionel Messi,Gol,Goal,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,12,Samuel Eto'o,Gol,Goal,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,17,Lionel Messi,Tarjeta Amarilla,2:0  — Yellow Card,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,38,Lionel Messi,Gol,Goal,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,43,Thierry Henry,Gol,Goal,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,46,Andreas Ottl,Sustitución,Entra al campo (Sale Hamit Altıntop),"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,48,Christian Lell,Tarjeta Amarilla,4:0  — Yellow Card,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,57,Martín Demichelis,Tarjeta Amarilla,4:0  — Yellow Card,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,74,Seydou Keita,Sustitución,Entra al campo (Sale Thierry Henry),"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,77,José Sosa,Sustitución,Entra al campo (Sale Zé Roberto),"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,81,Sergio Busquets,Sustitución,Entra al campo (Sale Yaya Touré),"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,89,Bojan Krkić,Sustitución,Entra al campo (Sale Samuel Eto'o),"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3665978002,"Wednesday April 8, 2009",Bayern Munich,4-0,Cuartos de Final,90,Rafael Márquez,Tarjeta Amarilla,4:0  — Yellow Card,"Cuartos de Final vs Bayern Munich (Wednesday April 8, 2009)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,35,Xabi Alonso,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,46,Dani Alves,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,52,Medhi Benatia,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,57,Juan Bernat,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,66,Gerard Piqué,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,69,Neymar,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,77,Lionel Messi,Gol,Asistencia de Dani Alves,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,79,Mario Götze,Sustitución,Entra al campo (Sale Thomas Müller),"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,80,Lionel Messi,Gol,Asistencia de Ivan Rakitić,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,82,Xavi,Sustitución,Entra al campo (Sale Ivan Rakitić),"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,87,Rafinha,Sustitución,Entra al campo (Sale Andrés Iniesta),"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,89,Marc Bartra,Sustitución,Entra al campo (Sale Javier Mascherano),"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
3058439297,"Wednesday May 6, 2015",Bayern Munich,3-0,Semifinales,90+4,Neymar,Gol,Asistencia de Lionel Messi,"Semifinales vs Bayern Munich (Wednesday May 6, 2015)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,9,Deco,Tarjeta Amarilla,0:0  — Yellow Card,"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,19,Ronaldinho,Gol,Goal,"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,51,Samuel Eto'o,Tarjeta Amarilla,1:0  — Yellow Card,"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,55,Giorgos Karagounis,Sustitución,Entra al campo (Sale Geovanni),"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,62,Manuel Fernandes,Tarjeta Amarilla,1:0  — Yellow Card,"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,64,Luisão,Tarjeta Amarilla,1:0  — Yellow Card,"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,72,Laurent Robert,Sustitución,Entra al campo (Sale Beto),"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
2327558886,"Wednesday April 5, 2006",Benfica,2-0,Cuartos de Final,82,Marcel Augusto Ortolan,Sustitución,Entra al campo (Sale Manuel Fernandes),"Cuartos de Final vs Benfica (Wednesday April 5, 2006)"
